messageId,userId,originalTimestamp,anonymousId,name,category,userAgent,page.path,page.referrer,page.search,page.title,page.url,path,referrer,search,title,url,business_id,category_properties,name_properties,sponsored_listing,location,button_name,search_text,userAgentData.brands,userAgentData.mobile,userAgentData.platform,event_type
ajs-next-1756500463367-79b09e50-4154-4415-9475-e318bc08d70b,,2025-08-29 20:47:43.367000+00:00,b09e5041-5404-45d4-b5e3-18bc08d70b4d,about_us,about_us,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",/about_us/1746350110629x447152004951062200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746350110629x447152004951062200,/about_us/1746350110629x447152004951062200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746350110629x447152004951062200,,about_us,about_us,,,,,"[{'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,Windows,page
ajs-next-1756501486506-4b567020-792e-4f4c-9ad9-3f2a7448e88b,,2025-08-29 21:04:46.505000+00:00,56702079-2e2f-4c9a-993f-2a7448e88b61,about_us,about_us,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",/about_us/1746330762291x878941357259397800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746330762291x878941357259397800,/about_us/1746330762291x878941357259397800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746330762291x878941357259397800,,about_us,about_us,,,,,"[{'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,Windows,page
ajs-next-1756501381538-9d3ef08f-86de-43fc-bdd8-a28e447f7e35,,2025-08-29 21:03:01.538000+00:00,3ef08f86-def3-4cbd-98a2-8e447f7e351a,about_us,about_us,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",/about_us/1746349776507x695318451398188000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746349776507x695318451398188000,/about_us/1746349776507x695318451398188000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746349776507x695318451398188000,,about_us,about_us,,,,,"[{'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,Windows,page
ajs-next-1756502257835-9d640c51-459b-40f3-83d1-1e9cda56f14d,,2025-08-29 21:17:37.835000+00:00,640c5145-9b90-4383-911e-9cda56f14ddf,about_us,about_us,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",/about_us/1746349742758x825541158702628900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746349742758x825541158702628900,/about_us/1746349742758x825541158702628900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746349742758x825541158702628900,,about_us,about_us,,,,,"[{'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,macOS,page
ajs-next-1756504171388-bfacf302-0998-433a-bb61-044d24a2ecd3,,2025-08-29 21:49:31.388000+00:00,acf30209-98b3-4a7b-a104-4d24a2ecd36c,about_us,about_us,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",/about_us/1746353785781x438872697064571970,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746353785781x438872697064571970,/about_us/1746353785781x438872697064571970,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746353785781x438872697064571970,,about_us,about_us,,,,,"[{'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,macOS,page
ajs-next-1756504981798-e815a3f9-ff2b-4c7e-ba9d-82458f5d45ef,,2025-08-29 22:03:01.798000+00:00,15a3f9ff-2b6c-4e3a-9d82-458f5d45ef7c,about_us,about_us,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",/about_us/1746348569806x145977028469908900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746348569806x145977028469908900,/about_us/1746348569806x145977028469908900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746348569806x145977028469908900,,about_us,about_us,,,,,"[{'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,macOS,page
ajs-next-1756507194155-588d8000-c920-4f55-bc59-225dfb602bb2,,2025-08-29 22:39:54.155000+00:00,8d8000c9-203f-45bc-9922-5dfb602bb22e,about_us,about_us,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",/about_us/1746345773289x634903510570034700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746345773289x634903510570034700,/about_us/1746345773289x634903510570034700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746345773289x634903510570034700,,about_us,about_us,,,,,"[{'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,Windows,page
ajs-next-1756507074266-3a35e744-bdb2-4605-8215-c4d381e7af14,,2025-08-29 22:37:54.266000+00:00,35e744bd-b2f6-4542-95c4-d381e7af14ae,index,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,"[{'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,Windows,page
ajs-next-1756507074818-b2f60542-15c4-4381-a7af-14ae8a58bd22,,2025-08-29 22:37:54.818000+00:00,35e744bd-b2f6-4542-95c4-d381e7af14ae,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500",,,true,,,,"[{'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,Windows,impression
ajs-next-1756507617422-3857b08e-1b98-4d47-a826-4cd5d9aeedd6,,2025-08-29 22:46:57.422000+00:00,57b08e1b-981d-47e8-a64c-d5d9aeedd6ae,about_us,about_us,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",/about_us/1746350592066x678581830867339300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746350592066x678581830867339300,/about_us/1746350592066x678581830867339300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746350592066x678581830867339300,,about_us,about_us,,,,,"[{'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,Windows,page
ajs-next-1756507074669-44bdb2f6-0542-45c4-9381-e7af14ae8a58,,2025-08-29 22:37:54.669000+00:00,35e744bd-b2f6-4542-95c4-d381e7af14ae,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500",,,true,,,,"[{'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,Windows,impression
ajs-next-1756509596116-45f566e8-974a-493a-a7f0-b689a66cb2e6,,2025-08-29 23:19:56.116000+00:00,f566e897-4a79-4aa7-b0b6-89a66cb2e638,about_us,about_us,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",/about_us/1746353524118x254126464489865500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746353524118x254126464489865500,/about_us/1746353524118x254126464489865500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746353524118x254126464489865500,,about_us,about_us,,,,,"[{'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,Windows,page
ajs-next-1756511267914-22363c0d-a42b-4ec6-bd67-675eebb0feee,,2025-08-29 23:47:47.914000+00:00,363c0da4-2b5e-467d-a767-5eebb0feee59,about_us,about_us,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",/about_us/1746346170814x389451051379087600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746346170814x389451051379087600,/about_us/1746346170814x389451051379087600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746346170814x389451051379087600,,about_us,about_us,,,,,"[{'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,macOS,page
ajs-next-1756511645986-2154ca12-e9f3-408f-bc05-0a42dbdaf7ca,,2025-08-29 23:54:05.985000+00:00,54ca12e9-f310-4f3c-850a-42dbdaf7ca73,about_us,about_us,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",/about_us/1746336294353x347828833583846660,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746336294353x347828833583846660,/about_us/1746336294353x347828833583846660,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746336294353x347828833583846660,,about_us,about_us,,,,,"[{'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,Linux,page
ajs-next-1756517060696-3706045b-1524-43c8-9022-470193bb5c7a,,2025-08-30 01:24:20.696000+00:00,06045b15-2403-4850-a247-0193bb5c7ad4,about_us,about_us,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",/about_us/1746348953226x282026712066885100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746348953226x282026712066885100,/about_us/1746348953226x282026712066885100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1746348953226x282026712066885100,,about_us,about_us,,,,,"[{'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,macOS,page
