category,name,originalTimestamp,userId,anonymousId,messageId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,button_name,sponsored_listing,city,search_text,location,parish,event_type
,,2026-08-18 18:46:47.384000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787078807384-a4db215d-2a7f-4780-843c-07559935c232,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,"1770943484557x164806709481949200, 1781830336957x808577548450478500, 1744643921578x315333816253624100, 1752717497153x537286585580736960, 1771436045389x658317953644361100, 1744579851707x640487742075829500",,true,,,,,impression
,,2026-08-18 18:47:04.801000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787078824801-bf34aa7d-8184-4163-835f-75d989067ac6,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,1770943484557x164806709481949200,,true,,,main_list,,impression
search,search,2026-08-18 18:47:04.184000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787078824184-f5756cd3-bf34-4a7d-8184-3163035f75d9,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,,,,,page
profile,business_profile,2026-08-18 19:01:52.448000+00:00,,21285ce1-2476-403d-8e64-def63205e8ac,ajs-next-1787079712448-b621285c-e124-4670-bd0e-64def63205e8,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/140.0.7339.16 Safari/537.36",/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'HeadlessChrome', 'version': '140'}]",False,Linux,/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,profile,business_profile,1753982403438x535213824960417500,,,,,,,page
,,2026-08-18 19:36:05.008000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787081765008-2af83a84-6d55-4ac3-98de-edd9e37f7587,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,"1759423986281x805514757919405700, 1755621956288x571897163769246900, 1759153763139x433792388290277000, 1746855895334x711816173120128000, 1747848709032x210920410073364830, 1744748222708x779656090283929300, 1745273541628x945470626229355500, 1759930025997x126109694575208930, 1754927931120x470668069008822300, 1749742920378x965836759111504900, 1747216018889x770977089491677400, 1751319669665x621437589169731200, 1744751205492x235134337285239230, 1776552489781x780158200693874000, 1763408145585x201322720695875870, 1777042863057x294476376362385400, 1763148950401x545361905340972600, 1750436264420x989591292213482400, 1750783674403x491887953737125700, 1744335958024x226211831616957250, 1775058462201x523059865418210800, 1747864432460x772931238395911000, 1744398484109x785674167096991400, 1754505203290x671062062407191900, 1763255155587x707008769292458900, 1755533063776x956164571796881400, 1768581853937x610498789092930300, 1744579851707x640487742075829500, 1770943484557x164806709481949200, 1747398900475x598159844147748100, 1753911193017x504194995643152640, 1785246262777x370343103907722500",,false,,,,,impression
,,2026-08-18 19:36:03.170000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787081763171-9d080096-2af8-4a84-ad55-3ac358deedd9,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,,,true,,,sidebar,,impression
,,2026-08-18 19:36:03.991000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787081763991-00962af8-3a84-4d55-bac3-58deedd9e37f,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,1744579851707x640487742075829500,,true,,,main_list,,impression
search,search,2026-08-18 19:36:02.754000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787081762754-13f39d08-0096-4af8-ba84-6d553ac358de,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,,,,,page
,,2026-08-18 21:05:01.910000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787087101911-b3856afc-fe8b-499b-8e02-e7238bd9771b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,"1750783674403x491887953737125700, 1755621956288x571897163769246900, 1759153763139x433792388290277000, 1776552489781x780158200693874000, 1775058462201x523059865418210800, 1763255155587x707008769292458900, 1759423986281x805514757919405700, 1759930025997x126109694575208930, 1744748222708x779656090283929300, 1744751205492x235134337285239230, 1754505203290x671062062407191900, 1768581853937x610498789092930300, 1754927931120x470668069008822300, 1747216018889x770977089491677400, 1777042863057x294476376362385400, 1747398900475x598159844147748100, 1744579851707x640487742075829500, 1755533063776x956164571796881400, 1745273541628x945470626229355500, 1749742920378x965836759111504900, 1770943484557x164806709481949200, 1753911193017x504194995643152640, 1746855895334x711816173120128000, 1751319669665x621437589169731200, 1744398484109x785674167096991400, 1785246262777x370343103907722500, 1747864432460x772931238395911000, 1763148950401x545361905340972600, 1747848709032x210920410073364830, 1750436264420x989591292213482400, 1763408145585x201322720695875870, 1744335958024x226211831616957250",,false,,,,,impression
,,2026-08-18 21:05:00.598000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787087100598-152696ce-f712-4bbf-b385-6afcfe8bd99b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,1744579851707x640487742075829500,,true,,,main_list,,impression
,,2026-08-18 21:05:02.426000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787087102426-fe8bd99b-4e02-4723-8bd9-771b19f529c8,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,"1750783674403x491887953737125700, 1755621956288x571897163769246900, 1759153763139x433792388290277000, 1776552489781x780158200693874000, 1775058462201x523059865418210800, 1763255155587x707008769292458900, 1759423986281x805514757919405700, 1759930025997x126109694575208930, 1744748222708x779656090283929300, 1744751205492x235134337285239230, 1754505203290x671062062407191900, 1768581853937x610498789092930300, 1754927931120x470668069008822300, 1747216018889x770977089491677400, 1777042863057x294476376362385400, 1747398900475x598159844147748100, 1744579851707x640487742075829500, 1755533063776x956164571796881400, 1745273541628x945470626229355500, 1749742920378x965836759111504900, 1770943484557x164806709481949200, 1753911193017x504194995643152640, 1746855895334x711816173120128000, 1751319669665x621437589169731200, 1744398484109x785674167096991400, 1785246262777x370343103907722500, 1747864432460x772931238395911000, 1763148950401x545361905340972600, 1747848709032x210920410073364830, 1750436264420x989591292213482400, 1763408145585x201322720695875870, 1744335958024x226211831616957250",,false,,,,,impression
,,2026-08-18 21:05:00.097000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787087100097-f5971526-96ce-4712-bbbf-b3856afcfe8b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,"1750783674403x491887953737125700, 1755621956288x571897163769246900, 1759153763139x433792388290277000, 1776552489781x780158200693874000, 1775058462201x523059865418210800, 1763255155587x707008769292458900, 1759423986281x805514757919405700, 1759930025997x126109694575208930, 1744748222708x779656090283929300, 1744751205492x235134337285239230, 1754505203290x671062062407191900, 1768581853937x610498789092930300, 1754927931120x470668069008822300, 1747216018889x770977089491677400, 1777042863057x294476376362385400, 1747398900475x598159844147748100, 1744579851707x640487742075829500, 1755533063776x956164571796881400, 1745273541628x945470626229355500, 1749742920378x965836759111504900, 1770943484557x164806709481949200, 1753911193017x504194995643152640, 1746855895334x711816173120128000, 1751319669665x621437589169731200, 1744398484109x785674167096991400, 1785246262777x370343103907722500, 1747864432460x772931238395911000, 1763148950401x545361905340972600, 1747848709032x210920410073364830, 1750436264420x989591292213482400, 1763408145585x201322720695875870, 1744335958024x226211831616957250",,false,,,,,impression
,,2026-08-18 21:05:01.062000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787087101062-96cef712-fbbf-4385-aafc-fe8bd99b4e02,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,"1750783674403x491887953737125700, 1755621956288x571897163769246900, 1759153763139x433792388290277000, 1776552489781x780158200693874000, 1775058462201x523059865418210800, 1763255155587x707008769292458900, 1759423986281x805514757919405700, 1759930025997x126109694575208930, 1744748222708x779656090283929300, 1744751205492x235134337285239230, 1754505203290x671062062407191900, 1768581853937x610498789092930300, 1754927931120x470668069008822300, 1747216018889x770977089491677400, 1777042863057x294476376362385400, 1747398900475x598159844147748100, 1744579851707x640487742075829500, 1755533063776x956164571796881400, 1745273541628x945470626229355500, 1749742920378x965836759111504900, 1770943484557x164806709481949200, 1753911193017x504194995643152640, 1746855895334x711816173120128000, 1751319669665x621437589169731200, 1744398484109x785674167096991400, 1785246262777x370343103907722500, 1747864432460x772931238395911000, 1763148950401x545361905340972600, 1747848709032x210920410073364830, 1750436264420x989591292213482400, 1763408145585x201322720695875870, 1744335958024x226211831616957250",,false,,,,,impression
,,2026-08-18 21:05:02.370000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787087102370-6afcfe8b-d99b-4e02-a723-8bd9771b19f5,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,"1750783674403x491887953737125700, 1755621956288x571897163769246900, 1759153763139x433792388290277000, 1776552489781x780158200693874000, 1775058462201x523059865418210800, 1763255155587x707008769292458900, 1759423986281x805514757919405700, 1759930025997x126109694575208930, 1744748222708x779656090283929300, 1744751205492x235134337285239230, 1754505203290x671062062407191900, 1768581853937x610498789092930300, 1754927931120x470668069008822300, 1747216018889x770977089491677400, 1777042863057x294476376362385400, 1747398900475x598159844147748100, 1744579851707x640487742075829500, 1755533063776x956164571796881400, 1745273541628x945470626229355500, 1749742920378x965836759111504900, 1770943484557x164806709481949200, 1753911193017x504194995643152640, 1746855895334x711816173120128000, 1751319669665x621437589169731200, 1744398484109x785674167096991400, 1785246262777x370343103907722500, 1747864432460x772931238395911000, 1763148950401x545361905340972600, 1747848709032x210920410073364830, 1750436264420x989591292213482400, 1763408145585x201322720695875870, 1744335958024x226211831616957250",,false,,,,,impression
,,2026-08-18 21:04:53.796000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787087093796-b1519b05-0f87-4444-b318-d459f5971526,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,,,true,,,sidebar,,impression
,,2026-08-18 21:05:01.123000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787087101123-f712fbbf-b385-4afc-be8b-d99b4e02e723,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,"1750783674403x491887953737125700, 1755621956288x571897163769246900, 1759153763139x433792388290277000, 1776552489781x780158200693874000, 1775058462201x523059865418210800, 1763255155587x707008769292458900, 1759423986281x805514757919405700, 1759930025997x126109694575208930, 1744748222708x779656090283929300, 1744751205492x235134337285239230, 1754505203290x671062062407191900, 1768581853937x610498789092930300, 1754927931120x470668069008822300, 1747216018889x770977089491677400, 1777042863057x294476376362385400, 1747398900475x598159844147748100, 1744579851707x640487742075829500, 1755533063776x956164571796881400, 1745273541628x945470626229355500, 1749742920378x965836759111504900, 1770943484557x164806709481949200, 1753911193017x504194995643152640, 1746855895334x711816173120128000, 1751319669665x621437589169731200, 1744398484109x785674167096991400, 1785246262777x370343103907722500, 1747864432460x772931238395911000, 1763148950401x545361905340972600, 1747848709032x210920410073364830, 1750436264420x989591292213482400, 1763408145585x201322720695875870, 1744335958024x226211831616957250",,false,,,,,impression
,,2026-08-18 21:04:54.851000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787087094851-0f878444-b318-4459-b597-152696cef712,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,"1750783674403x491887953737125700, 1755621956288x571897163769246900, 1759153763139x433792388290277000, 1776552489781x780158200693874000, 1775058462201x523059865418210800, 1763255155587x707008769292458900, 1759423986281x805514757919405700, 1759930025997x126109694575208930, 1744748222708x779656090283929300, 1744751205492x235134337285239230, 1754505203290x671062062407191900, 1768581853937x610498789092930300, 1754927931120x470668069008822300, 1747216018889x770977089491677400, 1777042863057x294476376362385400, 1747398900475x598159844147748100, 1744579851707x640487742075829500, 1755533063776x956164571796881400, 1745273541628x945470626229355500, 1749742920378x965836759111504900, 1770943484557x164806709481949200, 1753911193017x504194995643152640, 1746855895334x711816173120128000, 1751319669665x621437589169731200, 1744398484109x785674167096991400, 1785246262777x370343103907722500, 1747864432460x772931238395911000, 1763148950401x545361905340972600, 1747848709032x210920410073364830, 1750436264420x989591292213482400, 1763408145585x201322720695875870, 1744335958024x226211831616957250",,false,,,,,impression
search,search,2026-08-18 21:04:53.275000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787087093275-59aab151-9b05-4f87-8444-b318d459f597,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,,,,,page
,,2026-08-18 21:04:54.310000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787087094310-9b050f87-8444-4318-9459-f597152696ce,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,1744579851707x640487742075829500,,true,,,main_list,,impression
,,2026-08-18 21:04:58.626000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787087098626-8444b318-d459-4597-9526-96cef712fbbf,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,1744579851707x640487742075829500,,true,,,main_list,,impression
,,2026-08-18 21:05:01.861000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787087101861-fbbfb385-6afc-4e8b-999b-4e02e7238bd9,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,1744579851707x640487742075829500,,true,,,main_list,,impression
,,2026-08-18 21:04:59.144000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787087099144-b318d459-f597-4526-96ce-f712fbbfb385,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,"1750783674403x491887953737125700, 1755621956288x571897163769246900, 1759153763139x433792388290277000, 1776552489781x780158200693874000, 1775058462201x523059865418210800, 1763255155587x707008769292458900, 1759423986281x805514757919405700, 1759930025997x126109694575208930, 1744748222708x779656090283929300, 1744751205492x235134337285239230, 1754505203290x671062062407191900, 1768581853937x610498789092930300, 1754927931120x470668069008822300, 1747216018889x770977089491677400, 1777042863057x294476376362385400, 1747398900475x598159844147748100, 1744579851707x640487742075829500, 1755533063776x956164571796881400, 1745273541628x945470626229355500, 1749742920378x965836759111504900, 1770943484557x164806709481949200, 1753911193017x504194995643152640, 1746855895334x711816173120128000, 1751319669665x621437589169731200, 1744398484109x785674167096991400, 1785246262777x370343103907722500, 1747864432460x772931238395911000, 1763148950401x545361905340972600, 1747848709032x210920410073364830, 1750436264420x989591292213482400, 1763408145585x201322720695875870, 1744335958024x226211831616957250",,false,,,,,impression
,,2026-08-18 21:05:00.085000+00:00,,0133f819-baa5-4d1b-92a9-b2e9e0dd75ed,ajs-next-1787087100085-d459f597-1526-46ce-b712-fbbfb3856afc,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",True,Android,,,,,,,,,,true,,,sidebar,,impression
,,2026-08-18 22:19:42.692000+00:00,,d5b5a207-dfa6-4284-944b-42c4f0cb3914,ajs-next-1787091582692-8ffce79f-81c9-44ba-a982-a656bd48e53b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,,,,,,,,,map_maker,,,,,,button_click
search,search,2026-08-18 22:20:19.813000+00:00,,d5b5a207-dfa6-4284-944b-42c4f0cb3914,ajs-next-1787091619813-bd48e53b-c0eb-4f7f-8073-b7cef23b5413,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,search,search,,,,,,,,page
,,2026-08-18 22:19:53.495000+00:00,,d5b5a207-dfa6-4284-944b-42c4f0cb3914,ajs-next-1787091593495-81c924ba-6982-4656-bd48-e53bc0ebff7f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Not=A?Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '151'}, {'brand': 'Chromium', 'version': '151'}]",False,Windows,,,,,,,,,map_maker,,,,,,button_click
