category,name,userId,messageId,anonymousId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,location,button_name,event_type
,,,ajs-next-1786279355130-48a20f01-e45d-4376-9007-5d0f3198d82f,8065da16-14af-46b3-81c8-cc83fd29c7f5,2026-08-09 12:42:35.130000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,"1745533127765x291393362647413700, 1754949567759x639105313824555300, 1779564452798x328047204556438640, 1761762460002x434978052003146300, 1750784475796x702583457937545900, 1761044854709x307607562836745150, 1750783674403x491887953737125700, 1760118921086x941497076227920600, 1785541764222x907401192484364800, 1764342295066x618134664283571500, 1786064042259x692870208226282400, 1744736810207x919925185055488400, 1744907031541x119079844893356540, 1761919898226x928695665795906700, 1758568877707x715638242996164100, 1758312173588x895819358343598700, 1750783679107x801419812763124500, 1770152894907x464897480736850900, 1747415704843x665338483592092500, 1744260813114x505427712482621440, 1763509156539x144450665564595840, 1758120880051x675194275556497400, 1749068120323x412920063824988600, 1755621956288x571897163769246900, 1764711530894x480989914892320700, 1778678470875x691076180629588500, 1749057953945x756346430245684600, 1751425811600x127124815802215140, 1744319857648x144922844539837200, 1776210729408x448410210135887360, 1754927931120x470668069008822300, 1781830336957x808577548450478500, 1744579851707x640487742075829500, 1768426055630x579798080961828200, 1750784029587x963255839088365200, 1753135741395x558904608479141570, 1776360294100x840938158936498600, 1759153763139x433792388290277000, 1759423986281x805514757919405700, 1747864432460x772931238395911000, 1749580724532x760028975589297300, 1747183179554x540122160625888100, 1748365021326x105262688542451250, 1776102250538x198432379819539760, 1747398900475x598159844147748100, 1763305551668x997299018011994600, 1750785338983x949958887494882000, 1777042895042x187867473484191420, 1760458225389x690604949380638100, 1746843461447x686795565273950000, 1751402056748x637551618886434600, 1766070455303x639821695383855700, 1754505203290x671062062407191900, 1781734682517x295026001124971000, 1761762406893x958878656538368500, 1752687366861x422755081931784260, 1753909381745x872991521395046100, 1753465897836x101289632151690960, 1762271200864x775090106640580500, 1744282156200x727555159743162000, 1748389292320x918627677903932400, 1764963280733x431041418968701760, 1755533063776x956164571796881400, 1747216018889x770977089491677400, 1772482882558x843076024552954900, 1772982809798x739419868972941400, 1747221865162x703532834449508000, 1749173974503x736079030141835600, 1777921226784x512595595894430850, 1771545376609x752763268373144000, 1765399408996x262641226191956400, 1770943484557x164806709481949200, 1747827548541x313848517899538500, 1771436045389x658317953644361100, 1752717497153x537286585580736960, 1765991015203x350068785849064760, 1768427614253x929508274229176300, 1744751205492x235134337285239230, 1747163465846x476237095610093000, 1777321143190x321072500270616060, 1768238584049x399775147114029200, 1744740154739x566945822952470660, 1744748222708x779656090283929300, 1750423781412x480534435350699700, 1747170561218x640297169073643000, 1754081360962x724252535884739300, 1746855895334x711816173120128000, 1747420152884x437771544876149700, 1775058462201x523059865418210800, 1745528732739x896561533370513300, 1779207002005x542183775914824900, 1768581853937x610498789092930300, 1743547621069x279645472884266780, 1776360466250x658348247885801300, 1744643921578x315333816253624100, 1757437593796x460281345015416640, 1762364811793x796217509980630800, 1769635123521x385801932800474700, 1761930377989x951815782791809400, 1749742920378x965836759111504900, 1750436264420x989591292213482400, 1747594874125x270237571814453630, 1748581534531x956271769254002200, 1745273541628x945470626229355500, 1763408145585x201322720695875870, 1757720364741x595714121363069200, 1746827109704x963221719337950200, 1746467711533x453074785848415400, 1746635677548x343522492232585660, 1777405836126x277715594249416060, 1755271286521x378031808974615550, 1763569204895x378265538177280400, 1762889659042x996969350831174300, 1746765568691x979794717919274100, 1771517879190x523242735258870900, 1779371355755x238144527494011940, 1779898672007x583448227567234600, 1746548006831x128230088489826860, 1759930025997x126109694575208930, 1744335958024x226211831616957250, 1758147388607x898014240790697700, 1774573166178x561429420668618400, 1747185390251x665604546429507900, 1744760380914x558772773612561600, 1764781838221x716772635359430500, 1747165674437x491901038958021200, 1784643082658x121064733756065300, 1770755356265x111382421474427680, 1785949295783x548744299333027400, 1768844277981x664142917381285000, 1751224250248x539537516841198200, 1753374338412x209529915103450200, 1771003581692x955050931630977700, 1743549178851x847080663521240200, 1746631267951x741803061642879500, 1771433486472x495156137805681660, 1744737250347x219277345743008400, 1782146204142x629417106351450200, 1777042863057x294476376362385400, 1757369121056x350487849823425600, 1763255155587x707008769292458900, 1752182630575x854371423894944000, 1744391553368x301043576290850300, 1776373432940x530737443814194940, 1776552489781x780158200693874000, 1763672237927x725969385673238800, 1754941249648x796792188496967000, 1765001972595x338020444395840100, 1753911193017x504194995643152640, 1747184079669x994211808429350800, 1783629215270x470942340385689600, 1775244057768x699511577684581800, 1754624056001x759184470890143000, 1744134674881x127285411168640110, 1762957766158x632118084948257900, 1754084205128x675147807630683600, 1757438153395x416809556103947500, 1747848709032x210920410073364830, 1764893879099x465248075524681500, 1744743906400x631087870982087000, 1753985929691x853149258569598100, 1746938798847x931997689495082400, 1757355028996x505189727810192200, 1769719058268x843927058977011000, 1779223019066x495549806274790700, 1783603380895x646194509208660700, 1751319669665x621437589169731200, 1771538218470x758525499484679000, 1771021914207x198452557005754900, 1778185404695x597979725335827200, 1744175271939x575064790204550460, 1778709723276x637265650543127800, 1768584016102x834619843946063900, 1751744301621x758526182685981300, 1766011883106x917993758751800300, 1753982403438x535213824960417500, 1781791909727x427924501831676600, 1751749348389x952656707958261400, 1745597587022x519433479989605000, 1744397288473x909294892772270800, 1744157592334x292550965261606100, 1785246262777x370343103907722500, 1744398484109x785674167096991400, 1763148950401x545361905340972600, 1777052217878x935579896985562900",false,,,impression
,,,ajs-next-1786279354824-69fd48a2-0f01-445d-8376-10075d0f3198,8065da16-14af-46b3-81c8-cc83fd29c7f5,2026-08-09 12:42:34.824000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,1770943484557x164806709481949200,true,main_list,,impression
search,search,,ajs-next-1786279076604-6fec655f-e08b-41c2-9937-8846f7c51853,8065da16-14af-46b3-81c8-cc83fd29c7f5,2026-08-09 12:37:56.604000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,search,search,,,,,page
,,,ajs-next-1786279030561-da1614af-56b3-41c8-8c83-fd29c7f57b66,8065da16-14af-46b3-81c8-cc83fd29c7f5,2026-08-09 12:37:10.561000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1753982403438x535213824960417500, 1771436045389x658317953644361100, 1770943484557x164806709481949200, 1781830336957x808577548450478500, 1752717497153x537286585580736960, 1744579851707x640487742075829500, 1744643921578x315333816253624100",true,,,impression
,,,ajs-next-1786279077531-f1c2d937-8846-47c5-9853-9cb0bef20a4d,8065da16-14af-46b3-81c8-cc83fd29c7f5,2026-08-09 12:37:57.531000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,"1775058462201x523059865418210800, 1763305551668x997299018011994600, 1776360466250x658348247885801300, 1771545376609x752763268373144000, 1749057953945x756346430245684600, 1757437593796x460281345015416640, 1764781838221x716772635359430500, 1777921226784x512595595894430850, 1755271286521x378031808974615550, 1777321143190x321072500270616060, 1744643921578x315333816253624100, 1778709723276x637265650543127800, 1750783679107x801419812763124500, 1763255155587x707008769292458900, 1747864432460x772931238395911000, 1766070455303x639821695383855700, 1784643082658x121064733756065300, 1757355028996x505189727810192200, 1748365021326x105262688542451250, 1763509156539x144450665564595840, 1778678470875x691076180629588500, 1753465897836x101289632151690960, 1752182630575x854371423894944000, 1762271200864x775090106640580500, 1758568877707x715638242996164100, 1744737250347x219277345743008400, 1754505203290x671062062407191900, 1751744301621x758526182685981300, 1748389292320x918627677903932400, 1781734682517x295026001124971000, 1777042863057x294476376362385400, 1753374338412x209529915103450200, 1776552489781x780158200693874000, 1750784475796x702583457937545900, 1785949295783x548744299333027400, 1754624056001x759184470890143000, 1768581853937x610498789092930300, 1753909381745x872991521395046100, 1758120880051x675194275556497400, 1744751205492x235134337285239230, 1771538218470x758525499484679000, 1743549178851x847080663521240200, 1769719058268x843927058977011000, 1765991015203x350068785849064760, 1750785338983x949958887494882000, 1775244057768x699511577684581800, 1753135741395x558904608479141570, 1768427614253x929508274229176300, 1760458225389x690604949380638100, 1759423986281x805514757919405700, 1776360294100x840938158936498600, 1751402056748x637551618886434600, 1776210729408x448410210135887360, 1763148950401x545361905340972600, 1779564452798x328047204556438640, 1752687366861x422755081931784260, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1753982403438x535213824960417500, 1763408145585x201322720695875870, 1772982809798x739419868972941400, 1754081360962x724252535884739300, 1747221865162x703532834449508000, 1777042895042x187867473484191420, 1783629215270x470942340385689600, 1763672237927x725969385673238800, 1744740154739x566945822952470660, 1753985929691x853149258569598100, 1774573166178x561429420668618400, 1754927931120x470668069008822300, 1747165674437x491901038958021200, 1744736810207x919925185055488400, 1755533063776x956164571796881400, 1779371355755x238144527494011940, 1747170561218x640297169073643000, 1762364811793x796217509980630800, 1744282156200x727555159743162000, 1765001972595x338020444395840100, 1747827548541x313848517899538500, 1747163465846x476237095610093000, 1765399408996x262641226191956400, 1768584016102x834619843946063900, 1744907031541x119079844893356540, 1768426055630x579798080961828200, 1744397288473x909294892772270800, 1759153763139x433792388290277000, 1762889659042x996969350831174300, 1750436264420x989591292213482400, 1771003581692x955050931630977700, 1783603380895x646194509208660700, 1777052217878x935579896985562900, 1751224250248x539537516841198200, 1777405836126x277715594249416060, 1744760380914x558772773612561600, 1746938798847x931997689495082400, 1776373432940x530737443814194940, 1747216018889x770977089491677400, 1747848709032x210920410073364830, 1744157592334x292550965261606100, 1760118921086x941497076227920600, 1747184079669x994211808429350800, 1770943484557x164806709481949200, 1744260813114x505427712482621440, 1746765568691x979794717919274100, 1747415704843x665338483592092500, 1782146204142x629417106351450200, 1759930025997x126109694575208930, 1747594874125x270237571814453630, 1771021914207x198452557005754900, 1761919898226x928695665795906700, 1744579851707x640487742075829500, 1768238584049x399775147114029200, 1761762460002x434978052003146300, 1764711530894x480989914892320700, 1754941249648x796792188496967000, 1746631267951x741803061642879500, 1746467711533x453074785848415400, 1779207002005x542183775914824900, 1747183179554x540122160625888100, 1766011883106x917993758751800300, 1744175271939x575064790204550460, 1750423781412x480534435350699700, 1744743906400x631087870982087000, 1770152894907x464897480736850900, 1749068120323x412920063824988600, 1761762406893x958878656538368500, 1747420152884x437771544876149700, 1745273541628x945470626229355500, 1753911193017x504194995643152640, 1779898672007x583448227567234600, 1785541764222x907401192484364800, 1779223019066x495549806274790700, 1745533127765x291393362647413700, 1785246262777x370343103907722500, 1764893879099x465248075524681500, 1771436045389x658317953644361100, 1757369121056x350487849823425600, 1747398900475x598159844147748100, 1762957766158x632118084948257900, 1746843461447x686795565273950000, 1750784029587x963255839088365200, 1758147388607x898014240790697700, 1771517879190x523242735258870900, 1778185404695x597979725335827200, 1758312173588x895819358343598700, 1781791909727x427924501831676600, 1751749348389x952656707958261400, 1746855895334x711816173120128000, 1751319669665x621437589169731200, 1764342295066x618134664283571500, 1754949567759x639105313824555300, 1744319857648x144922844539837200, 1751425811600x127124815802215140, 1745597587022x519433479989605000, 1746827109704x963221719337950200, 1757438153395x416809556103947500, 1752717497153x537286585580736960, 1749580724532x760028975589297300, 1768844277981x664142917381285000, 1776102250538x198432379819539760, 1746548006831x128230088489826860, 1763569204895x378265538177280400, 1744748222708x779656090283929300, 1754084205128x675147807630683600, 1786064042259x692870208226282400, 1761044854709x307607562836745150, 1757720364741x595714121363069200, 1744134674881x127285411168640110, 1745528732739x896561533370513300, 1770755356265x111382421474427680, 1772482882558x843076024552954900, 1750783674403x491887953737125700, 1771433486472x495156137805681660, 1749173974503x736079030141835600, 1746635677548x343522492232585660, 1769635123521x385801932800474700, 1755621956288x571897163769246900, 1761930377989x951815782791809400, 1744391553368x301043576290850300, 1747185390251x665604546429507900, 1749742920378x965836759111504900, 1748581534531x956271769254002200, 1781830336957x808577548450478500, 1744398484109x785674167096991400, 1764963280733x431041418968701760",false,,,impression
,,,ajs-next-1786279330540-d9378846-f7c5-4853-9cb0-bef20a4d2e61,8065da16-14af-46b3-81c8-cc83fd29c7f5,2026-08-09 12:42:10.540000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,1748581534531x956271769254002200,false,,more_info_text,button_click
,,,ajs-next-1786279076905-655fe08b-f1c2-4937-8846-f7c518539cb0,8065da16-14af-46b3-81c8-cc83fd29c7f5,2026-08-09 12:37:56.905000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,true,sidebar,,impression
how_it_works,how_it_works,,ajs-next-1786279061193-b1b97dac-e691-41d8-8127-88374efaa35f,8065da16-14af-46b3-81c8-cc83fd29c7f5,2026-08-09 12:37:41.193000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/how_it_works/1786279029002x703331873502956800,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1786279029002x703331873502956800,,,,/how_it_works/1786279029002x703331873502956800,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1786279029002x703331873502956800,how_it_works,how_it_works,,,,,page
,,,ajs-next-1786279077216-e08bf1c2-d937-4846-b7c5-18539cb0bef2,8065da16-14af-46b3-81c8-cc83fd29c7f5,2026-08-09 12:37:57.216000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,1753982403438x535213824960417500,true,main_list,,impression
,,,ajs-next-1786279354521-14fa69fd-48a2-4f01-a45d-837610075d0f,8065da16-14af-46b3-81c8-cc83fd29c7f5,2026-08-09 12:42:34.521000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,true,sidebar,,impression
index,index,,ajs-next-1786279030066-eb8065da-1614-4f56-b381-c8cc83fd29c7,8065da16-14af-46b3-81c8-cc83fd29c7f5,2026-08-09 12:37:10.066000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,page
search,search,,ajs-next-1786279354219-bb9614fa-69fd-48a2-8f01-e45d83761007,8065da16-14af-46b3-81c8-cc83fd29c7f5,2026-08-09 12:42:34.219000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,search,search,,,,,page
profile,business_profile,,ajs-next-1786279331952-33e2932e-6a2a-48c2-a68c-02ccdc5930bc,8065da16-14af-46b3-81c8-cc83fd29c7f5,2026-08-09 12:42:11.952000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/business_profile/humble-energy-services-llc-1748581534531x956271769254002200,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/humble-energy-services-llc-1748581534531x956271769254002200,,,,/business_profile/humble-energy-services-llc-1748581534531x956271769254002200,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/humble-energy-services-llc-1748581534531x956271769254002200,profile,business_profile,1748581534531x956271769254002200,,,,page
,,,ajs-next-1786309626590-337f375f-2bef-48d8-83fb-6215631f308d,b539337f-375f-4bef-88d8-c3fb6215631f,2026-08-09 21:07:06.590000+00:00,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/136.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,,,,,,,,"1744643921578x315333816253624100, 1781830336957x808577548450478500, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1771436045389x658317953644361100, 1770943484557x164806709481949200",true,,,impression
