category,name,userId,messageId,anonymousId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,location,button_name,event_type
about_us,about_us,,ajs-next-1786189265605-85fbbaba-cbf9-4e20-92d8-ec258a127753,fbbabacb-f98e-40d2-98ec-258a127753cc,2026-08-08 11:41:05.605000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1785667186008x159621491333121760,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1785667186008x159621491333121760,[],False,,/about_us/1785667186008x159621491333121760,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1785667186008x159621491333121760,about_us,about_us,,,,,page
about_us,about_us,,ajs-next-1786191330418-d98d21b0-179f-4933-9762-1cf3276e4814,8d21b017-9ff9-4317-a21c-f3276e4814bd,2026-08-08 12:15:30.418000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/anne--joachim-heritage-press-1785949295783x548744299333027400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/anne--joachim-heritage-press-1785949295783x548744299333027400,[],False,,/about_us/anne--joachim-heritage-press-1785949295783x548744299333027400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/anne--joachim-heritage-press-1785949295783x548744299333027400,about_us,about_us,,,,,page
about_us,about_us,,ajs-next-1786196032208-c2f605b8-d1e6-4e89-b8a5-3b6b5a957b60,f605b8d1-e65e-49b8-a53b-6b5a957b60bd,2026-08-08 13:33:52.208000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1785521417658x782682334178295300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1785521417658x782682334178295300,[],False,,/about_us/1785521417658x782682334178295300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1785521417658x782682334178295300,about_us,about_us,,,,,page
about_us,about_us,,ajs-next-1786199433624-2abc8514-56ff-4bab-9c9d-27413dad41ab,bc851456-ff4b-4bdc-9d27-413dad41abd1,2026-08-08 14:30:33.624000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1785430882676x663215080715229300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1785430882676x663215080715229300,[],False,,/about_us/1785430882676x663215080715229300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1785430882676x663215080715229300,about_us,about_us,,,,,page
about_us,about_us,,ajs-next-1786200657469-98167e80-9f14-46d9-8348-6a9dd9f3fd7b,167e809f-1426-4983-886a-9dd9f3fd7b15,2026-08-08 14:50:57.469000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1785521705755x891405742385716700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1785521705755x891405742385716700,[],False,,/about_us/1785521705755x891405742385716700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1785521705755x891405742385716700,about_us,about_us,,,,,page
about_us,about_us,,ajs-next-1786202516906-ebcb756b-2d6f-4c90-a786-1628a089122d,cb756b2d-6f5c-4067-8616-28a089122de0,2026-08-08 15:21:56.906000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1785684177191x503800161669733200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1785684177191x503800161669733200,[],False,,/about_us/1785684177191x503800161669733200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1785684177191x503800161669733200,about_us,about_us,,,,,page
how_it_works,how_it_works,,ajs-next-1786205781260-ffd8130d-4496-4bb1-b108-e521747dee35,d8130d44-96eb-41b1-88e5-21747dee3551,2026-08-08 16:16:21.260000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/1785430366608x530100797131529500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1785430366608x530100797131529500,[],False,,/how_it_works/1785430366608x530100797131529500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1785430366608x530100797131529500,how_it_works,how_it_works,,,,,page
how_it_works,how_it_works,,ajs-next-1786206616487-45612efa-8b94-452e-bd78-7c5c1160483d,612efa8b-94d5-4e7d-b87c-5c1160483d10,2026-08-08 16:30:16.487000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/1785521417658x782682334178295300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1785521417658x782682334178295300,[],False,,/how_it_works/1785521417658x782682334178295300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1785521417658x782682334178295300,how_it_works,how_it_works,,,,,page
about_us,about_us,,ajs-next-1786207182311-05b65e8e-2527-4a8d-b716-e8ad7680aba6,b65e8e25-27aa-4df7-96e8-ad7680aba6b5,2026-08-08 16:39:42.311000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1785516975442x326829053660180350,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1785516975442x326829053660180350,[],False,,/about_us/1785516975442x326829053660180350,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1785516975442x326829053660180350,about_us,about_us,,,,,page
how_it_works,how_it_works,,ajs-next-1786208312654-e6fa2ba8-5f0a-4c0f-b798-ac056b4f5e32,fa2ba85f-0a8c-4fb7-98ac-056b4f5e325c,2026-08-08 16:58:32.654000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/1785672310855x906555837085457400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1785672310855x906555837085457400,[],False,,/how_it_works/1785672310855x906555837085457400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1785672310855x906555837085457400,how_it_works,how_it_works,,,,,page
