anonymousId,userId,messageId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,business_id,sponsored_listing,search_text,category,name,path,referrer,search,title,url,category_properties,name_properties,button_name,location,userAgentData.brands,userAgentData.mobile,userAgentData.platform,city,parish,event_type
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031254828-e5711fb4-0621-4a66-b904-832d7bcadfac,2026-04-12 22:00:54.828000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1753982403438x535213824960417500, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1771436045389x658317953644361100, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1770943484557x164806709481949200",true,,,,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,impression
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031313951-39af8a09-8b8a-40dc-91ab-c5f74fd38a62,2026-04-12 22:01:53.951000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,page
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031370559-e35418ad-ffa4-42db-996d-57df92ebab12,2026-04-12 22:02:50.559000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,Other,,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,search
e5b8b437-a8f9-4dc5-9c3c-2818bca621cb,,ajs-next-1776033024714-a8f90dc5-9c3c-4818-bca6-21cbb91da857,2026-04-12 22:30:24.714000+00:00,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-G925R6 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/5.4 Chrome/51.0.2704.106 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1744579851707x640487742075829500, 1771436045389x658317953644361100, 1770943484557x164806709481949200, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1750436264420x989591292213482400, 1744335958024x226211831616957250, 1753982403438x535213824960417500",true,,,,,,,,,,,,,"[{'brand': 'HeadlessChrome', 'version': '131'}, {'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,Android,,,impression
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031351492-2b13371a-5e3d-4907-9682-4742e8e42b19,2026-04-12 22:02:31.492000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,page
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031274716-0621ea66-b904-432d-bbca-dfac38fc5854,2026-04-12 22:01:14.716000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,Finance,,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,search
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031372251-284edebe-3d3c-4e0a-97b8-6b20292c1f74,2026-04-12 22:02:52.251000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,1750436264420x989591292213482400,true,,,,,,,,,,,,main_list,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,impression
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031331677-27840029-fcfd-4e92-99a3-b4eb06d0bcad,2026-04-12 22:02:11.677000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,Food & Restaurants,,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,search
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031358554-19071682-4742-48e4-ab19-db43bd9c3cee,2026-04-12 22:02:38.554000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,Marketing/B2B,,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,search
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031314887-00dc51ab-c5f7-4fd3-8a62-c4980562b353,2026-04-12 22:01:54.887000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"1754927931120x470668069008822300, 1763148950401x545361905340972600, 1746855895334x711816173120128000, 1775058462201x523059865418210800, 1744335958024x226211831616957250, 1744398484109x785674167096991400, 1770943484557x164806709481949200, 1747398900475x598159844147748100, 1763255155587x707008769292458900, 1751319669665x621437589169731200, 1759423986281x805514757919405700, 1744748222708x779656090283929300, 1754505203290x671062062407191900, 1744579851707x640487742075829500, 1750783674403x491887953737125700, 1744751205492x235134337285239230, 1747216018889x770977089491677400, 1759930025997x126109694575208930, 1755533063776x956164571796881400, 1763408145585x201322720695875870, 1745273541628x945470626229355500, 1753911193017x504194995643152640, 1759153763139x433792388290277000, 1768581853937x610498789092930300, 1747864432460x772931238395911000, 1749742920378x965836759111504900, 1755621956288x571897163769246900",false,,,,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,impression
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031342080-b0bb9f75-a9c9-4645-b08b-79b6cd4e79b6,2026-04-12 22:02:22.080000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,Health & Wellness,,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,search
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031371945-325a284e-debe-4d3c-be0a-d7b86b20292c,2026-04-12 22:02:51.945000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,true,,,,,,,,,,,,sidebar,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,impression
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031359608-8abd493b-5479-49c5-b2d4-78516645f2cd,2026-04-12 22:02:39.608000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,search,search,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,page
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031371632-5cd1325a-284e-4ebe-bd3c-7e0ad7b86b20,2026-04-12 22:02:51.632000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,search,search,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,page
e5b8b437-a8f9-4dc5-9c3c-2818bca621cb,,ajs-next-1776033024409-09e5b8b4-37a8-490d-859c-3c2818bca621,2026-04-12 22:30:24.409000+00:00,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-G925R6 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/5.4 Chrome/51.0.2704.106 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,"[{'brand': 'HeadlessChrome', 'version': '131'}, {'brand': 'Chromium', 'version': '131'}, {'brand': 'Not_A Brand', 'version': '24'}]",False,Android,,,page
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031320447-6fc16b42-761a-4784-8029-fcfdae9259a3,2026-04-12 22:02:00.447000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,page
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031333256-c85d9e4f-8eef-4912-aad7-b0d57d984a74,2026-04-12 22:02:13.256000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Food%20%26%20Restaurants,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Food%20%26%20Restaurants,,true,,,,,,,,,,,,main_list,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,impression
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031341773-1442b0bb-9f75-49c9-9645-f08b79b6cd4e,2026-04-12 22:02:21.773000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,search,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,button_click
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031344602-881b4724-c4bd-470d-8c9c-4d715c7fb742,2026-04-12 22:02:24.602000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,"1761762460002x434978052003146300, 1772482882558x843076024552954900, 1762957766158x632118084948257900, 1746765568691x979794717919274100, 1747415704843x665338483592092500, 1771433486472x495156137805681660, 1747185390251x665604546429507900, 1761930377989x951815782791809400, 1753909381745x872991521395046100, 1764893879099x465248075524681500, 1746631267951x741803061642879500, 1744740154739x566945822952470660, 1746938798847x931997689495082400, 1749057953945x756346430245684600, 1751224250248x539537516841198200, 1744157592334x292550965261606100, 1764781838221x716772635359430500, 1747420152884x437771544876149700, 1745528732739x896561533370513300, 1749173974503x736079030141835600",false,,,,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,impression
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031360222-547959c5-f2d4-4851-a645-f2cd3eb132fe,2026-04-12 22:02:40.222000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,1752717497153x537286585580736960,true,,,,,,,,,,,,main_list,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,impression
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031344291-cd59881b-4724-44bd-a70d-0c9c4d715c7f,2026-04-12 22:02:24.291000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,,true,,,,,,,,,,,,main_list,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,impression
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031351958-371a5e3d-1907-4682-8742-e8e42b19db43,2026-04-12 22:02:31.958000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1771436045389x658317953644361100, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1770943484557x164806709481949200",true,,,,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,impression
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031343676-e8594d8e-cd59-481b-8724-c4bde70d0c9c,2026-04-12 22:02:23.676000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,search,search,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,page
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031277646-1b3c427a-0e67-4a36-ac28-40a276603604,2026-04-12 22:01:17.646000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"1761919898226x928695665795906700, 1744391553368x301043576290850300, 1775244057768x699511577684581800, 1757369121056x350487849823425600, 1766011883106x917993758751800300, 1753135741395x558904608479141570, 1746635677548x343522492232585660, 1758312173588x895819358343598700, 1750785338983x949958887494882000, 1768584016102x834619843946063900, 1760458225389x690604949380638100, 1770152894907x464897480736850900, 1750784029587x963255839088365200, 1771436045389x658317953644361100, 1763672237927x725969385673238800, 1744134674881x127285411168640110, 1764963280733x431041418968701760, 1765991015203x350068785849064760, 1771003581692x955050931630977700, 1746827109704x963221719337950200, 1761762406893x958878656538368500, 1753982403438x535213824960417500",false,,,,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,impression
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031314572-8b8a00dc-51ab-45f7-8fd3-8a62c4980562,2026-04-12 22:01:54.572000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,1770943484557x164806709481949200,true,,,,,,,,,,,,main_list,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,impression
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031331369-761a2784-0029-4cfd-ae92-59a3b4eb06d0,2026-04-12 22:02:11.369000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,search,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,button_click
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031277332-b2c01b3c-427a-4e67-8a36-2c2840a27660,2026-04-12 22:01:17.332000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,1753982403438x535213824960417500,true,,,,,,,,,,,,main_list,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,impression
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031343984-4d8ecd59-881b-4724-84bd-e70d0c9c4d71,2026-04-12 22:02:23.984000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,,true,,,,,,,,,,,,sidebar,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,impression
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031365932-c82a8970-8260-4354-98ad-ffa422dbd96d,2026-04-12 22:02:45.932000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,page
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031370245-8260e354-18ad-4fa4-a2db-d96d57df92eb,2026-04-12 22:02:50.245000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,search,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,button_click
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031336909-231d1442-b0bb-4f75-a9c9-9645f08b79b6,2026-04-12 22:02:16.909000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1771436045389x658317953644361100, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1770943484557x164806709481949200, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1750436264420x989591292213482400",true,,,,,,,,,,,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,impression
ed20db8a-e571-4fb4-8621-ea66b904832d,,ajs-next-1776031332631-9f43ce17-c85d-4e4f-8eef-79122ad7b0d5,2026-04-12 22:02:12.631000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Food%20%26%20Restaurants,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Food%20%26%20Restaurants,,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Food%20%26%20Restaurants,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Food%20%26%20Restaurants,search,search,,,"[{'brand': 'Microsoft Edge', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,page
