messageId,anonymousId,userId,originalTimestamp,category,name,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,business_id,category_properties,name_properties,sponsored_listing,button_name,location,event_type
ajs-next-1778774346016-ad496838-0fea-4861-a0a9-f1e4eb97f144,c1b58a66-288d-4e45-a546-69ad61e08f43,,2026-05-14 15:59:06.016000+00:00,profile,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/the-foote-group-keller-williams-aspire-1770943484557x164806709481949200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/the-foote-group-keller-williams-aspire-1770943484557x164806709481949200,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}]",False,Linux,/business_profile/the-foote-group-keller-williams-aspire-1770943484557x164806709481949200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/the-foote-group-keller-williams-aspire-1770943484557x164806709481949200,1770943484557x164806709481949200,profile,business_profile,,,,page
ajs-next-1778774800633-2884df97-fafd-4761-b986-566fa778bf2c,02becdf9-a670-4c9e-9376-51b8fba73f6a,,2026-05-14 16:06:40.633000+00:00,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1751744301621x758526182685981300, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1771436045389x658317953644361100, 1744335958024x226211831616957250, 1770943484557x164806709481949200, 1753374338412x209529915103450200",,,true,,,impression
ajs-next-1778774615936-e79ef485-e717-4439-8245-299f6129f7ba,02becdf9-a670-4c9e-9376-51b8fba73f6a,,2026-05-14 16:03:35.936000+00:00,index,index,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,page
ajs-next-1778774616311-e7178439-8245-499f-a129-f7ba5f3cc2ba,02becdf9-a670-4c9e-9376-51b8fba73f6a,,2026-05-14 16:03:36.311000+00:00,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1770943484557x164806709481949200, 1771436045389x658317953644361100, 1752717497153x537286585580736960, 1751744301621x758526182685981300, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1753982403438x535213824960417500",,,true,,,impression
ajs-next-1778774337492-8a66288d-fe45-4546-a9ad-61e08f4332a6,c1b58a66-288d-4e45-a546-69ad61e08f43,,2026-05-14 15:58:57.492000+00:00,,,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}]",False,Linux,,,,,,"1744335958024x226211831616957250, 1771436045389x658317953644361100, 1770943484557x164806709481949200, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1751744301621x758526182685981300",,,true,,,impression
ajs-next-1778774800206-e26c2884-df97-4afd-b761-f986566fa778,02becdf9-a670-4c9e-9376-51b8fba73f6a,,2026-05-14 16:06:40.206000+00:00,index,index,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,page
ajs-next-1778774350331-f4fb5b26-e189-444f-8630-92420bc298a0,c1b58a66-288d-4e45-a546-69ad61e08f43,,2026-05-14 15:59:10.331000+00:00,profile,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/slider-artworks-1744335958024x226211831616957250,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/slider-artworks-1744335958024x226211831616957250,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}]",False,Linux,/business_profile/slider-artworks-1744335958024x226211831616957250,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/slider-artworks-1744335958024x226211831616957250,1744335958024x226211831616957250,profile,business_profile,,,,page
ajs-next-1778774616310-f485e717-8439-4245-a99f-6129f7ba5f3c,02becdf9-a670-4c9e-9376-51b8fba73f6a,,2026-05-14 16:03:36.310000+00:00,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1770943484557x164806709481949200, 1771436045389x658317953644361100, 1752717497153x537286585580736960, 1751744301621x758526182685981300, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1753982403438x535213824960417500",,,true,,,impression
ajs-next-1778774809778-df97fafd-7761-4986-966f-a778bf2cdaea,02becdf9-a670-4c9e-9376-51b8fba73f6a,,2026-05-14 16:06:49.778000+00:00,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,logo,navbar,button_click
ajs-next-1778774339283-6486ba41-ca29-433b-9e6b-57fdedcc980c,c1b58a66-288d-4e45-a546-69ad61e08f43,,2026-05-14 15:58:59.283000+00:00,profile,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/paolucci-financial-services-1771436045389x658317953644361100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/paolucci-financial-services-1771436045389x658317953644361100,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}]",False,Linux,/business_profile/paolucci-financial-services-1771436045389x658317953644361100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/paolucci-financial-services-1771436045389x658317953644361100,1771436045389x658317953644361100,profile,business_profile,,,,page
ajs-next-1778774337482-75c1b58a-6628-4dfe-85a5-4669ad61e08f,c1b58a66-288d-4e45-a546-69ad61e08f43,,2026-05-14 15:58:57.482000+00:00,index,index,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}]",False,Linux,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,page
ajs-next-1778778479583-62fc7adf-8d72-4c3f-8389-2907a304a97d,fc7adf8d-721c-4fc3-8929-07a304a97d6a,,2026-05-14 17:07:59.583000+00:00,start,start,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,,,,page
ajs-next-1778779477142-1b8cacfd-62ba-4315-889c-fa61f0dbf588,8cacfd62-ba53-45c8-9cfa-61f0dbf58850,,2026-05-14 17:24:37.142000+00:00,profile,business_profile,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/business_profile/trusty-toolbox-1750436264420x989591292213482400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/trusty-toolbox-1750436264420x989591292213482400,[],False,,/business_profile/trusty-toolbox-1750436264420x989591292213482400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/trusty-toolbox-1750436264420x989591292213482400,1750436264420x989591292213482400,profile,business_profile,,,,page
ajs-next-1778782669602-7c6e5777-ca21-4b9d-884a-087503052626,6e5777ca-211b-4d48-8a08-7503052626f2,,2026-05-14 18:17:49.602000+00:00,how_it_works,how_it_works,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1778773678397x347322890222582200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1778773678397x347322890222582200,[],False,,/how_it_works/1778773678397x347322890222582200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1778773678397x347322890222582200,,how_it_works,how_it_works,,,,page
ajs-next-1778786859156-8e10ab6d-f3e8-49de-9ed0-998184671b2a,10ab6df3-e8f9-4e5e-9099-8184671b2a2a,,2026-05-14 19:27:39.156000+00:00,about_us,about_us,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1778779474435x503682040775257340,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1778779474435x503682040775257340,[],False,,/about_us/1778779474435x503682040775257340,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1778779474435x503682040775257340,,about_us,about_us,,,,page
ajs-next-1778792988353-0d41e75a-75af-4533-974d-9b9bf4587650,41e75a75-afd5-4397-8d9b-9bf4587650a7,,2026-05-14 21:09:48.352000+00:00,profile,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/paolucci-financial-services-1771436045389x658317953644361100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/paolucci-financial-services-1771436045389x658317953644361100,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/paolucci-financial-services-1771436045389x658317953644361100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/paolucci-financial-services-1771436045389x658317953644361100,1771436045389x658317953644361100,profile,business_profile,,,,page
ajs-next-1778792999815-7baa2d07-abc9-4c94-83b5-4916faf16345,41e75a75-afd5-4397-8d9b-9bf4587650a7,,2026-05-14 21:09:59.815000+00:00,profile,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,1744579851707x640487742075829500,profile,business_profile,,,,page
ajs-next-1778794819247-cf24bd24-6026-48ab-9948-6bfa179c8963,24bd2460-26b8-4bd9-886b-fa179c896324,,2026-05-14 21:40:19.247000+00:00,about_us,about_us,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1778786856962x435476010843148800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1778786856962x435476010843148800,[],False,,/about_us/1778786856962x435476010843148800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1778786856962x435476010843148800,,about_us,about_us,,,,page
ajs-next-1778795434944-21d296c0-f9d8-4be6-b64f-f436abdc77c4,d296c0f9-d88b-4676-8ff4-36abdc77c4fe,,2026-05-14 21:50:34.944000+00:00,how_it_works,how_it_works,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1778786856962x435476010843148800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1778786856962x435476010843148800,[],False,,/how_it_works/1778786856962x435476010843148800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1778786856962x435476010843148800,,how_it_works,how_it_works,,,,page
ajs-next-1778800115415-1684ba51-7d3b-4e67-9c08-8d1ba0974f0c,84ba517d-3b9e-47dc-888d-1ba0974f0cc0,,2026-05-14 23:08:35.415000+00:00,profile,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,1744579851707x640487742075829500,profile,business_profile,,,,page
ajs-next-1778800150385-8558ef7c-75e4-4ac7-8a8d-1aaaba8e5932,84ba517d-3b9e-47dc-888d-1ba0974f0cc0,,2026-05-14 23:09:10.385000+00:00,start,start,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,,,,page
ajs-next-1778800126382-32a0417a-3d2b-4991-9afc-d75c7a0cef60,84ba517d-3b9e-47dc-888d-1ba0974f0cc0,,2026-05-14 23:08:46.382000+00:00,profile,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/solomons-toolbox-1750436264420x989591292213482400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/solomons-toolbox-1750436264420x989591292213482400,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/solomons-toolbox-1750436264420x989591292213482400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/solomons-toolbox-1750436264420x989591292213482400,1750436264420x989591292213482400,profile,business_profile,,,,page
ajs-next-1778804161836-1393f915-66cc-40c1-90a8-0cd2fd69e546,93f91566-cc20-4150-a80c-d2fd69e5467e,,2026-05-15 00:16:01.836000+00:00,about_us,about_us,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1778795433669x388986377198078850,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1778795433669x388986377198078850,[],False,,/about_us/1778795433669x388986377198078850,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1778795433669x388986377198078850,,about_us,about_us,,,,page
ajs-next-1778808027990-e52282f8-b3fe-4955-88c0-6c0933a92e45,2282f8b3-fe39-4548-806c-0933a92e45f4,,2026-05-15 01:20:27.990000+00:00,how_it_works,how_it_works,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1778795433669x388986377198078850,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1778795433669x388986377198078850,[],False,,/how_it_works/1778795433669x388986377198078850,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1778795433669x388986377198078850,,how_it_works,how_it_works,,,,page
ajs-next-1778808218560-bbf849c5-268b-4359-8217-5ff4276989f7,f849c526-8bb3-4942-975f-f4276989f7eb,,2026-05-15 01:23:38.560000+00:00,start,start,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,,,,page
ajs-next-1778810486035-46781f35-1d0d-4586-9d44-556521b7bee1,781f351d-0d85-461d-8455-6521b7bee1be,,2026-05-15 02:01:26.035000+00:00,about_us,about_us,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1778794817308x372841529407491840,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1778794817308x372841529407491840,[],False,,/about_us/1778794817308x372841529407491840,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1778794817308x372841529407491840,,about_us,about_us,,,,page
ajs-next-1778817563025-6bc42e49-55c0-468a-b2ca-3df58e421687,c1834edd-bb93-4552-b90d-debf35d08c1a,,2026-05-15 03:59:23.025000+00:00,profile,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/paolucci-financial-services-1771436045389x658317953644361100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/paolucci-financial-services-1771436045389x658317953644361100,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,/business_profile/paolucci-financial-services-1771436045389x658317953644361100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/paolucci-financial-services-1771436045389x658317953644361100,1771436045389x658317953644361100,profile,business_profile,,,,page
ajs-next-1778817578105-8dbc2f05-32f3-4e5a-bcba-5f212118dcd9,c1834edd-bb93-4552-b90d-debf35d08c1a,,2026-05-15 03:59:38.105000+00:00,start,start,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,,,,page
ajs-next-1778817561212-43c1834e-ddbb-4315-92f9-0ddebf35d08c,c1834edd-bb93-4552-b90d-debf35d08c1a,,2026-05-15 03:59:21.212000+00:00,index,index,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,page
ajs-next-1778817567648-4e27d0ea-2b56-4d33-a87f-e4235a23340b,c1834edd-bb93-4552-b90d-debf35d08c1a,,2026-05-15 03:59:27.648000+00:00,profile,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/slider-artworks-1744335958024x226211831616957250,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/slider-artworks-1744335958024x226211831616957250,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,/business_profile/slider-artworks-1744335958024x226211831616957250,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/slider-artworks-1744335958024x226211831616957250,1744335958024x226211831616957250,profile,business_profile,,,,page
ajs-next-1778817600279-8f18d97d-74f7-4bc2-9d1b-01200243242e,18d97d74-f79b-429d-9b01-200243242ea4,,2026-05-15 04:00:00.279000+00:00,how_it_works,how_it_works,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/virtueworks-llc-1777921226784x512595595894430850,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/virtueworks-llc-1777921226784x512595595894430850,[],False,,/how_it_works/virtueworks-llc-1777921226784x512595595894430850,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/virtueworks-llc-1777921226784x512595595894430850,,how_it_works,how_it_works,,,,page
ajs-next-1778817574623-e1359991-6ef6-45d4-b106-814ba24c2a3c,c1834edd-bb93-4552-b90d-debf35d08c1a,,2026-05-15 03:59:34.623000+00:00,profile,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,1744579851707x640487742075829500,profile,business_profile,,,,page
ajs-next-1778817561278-4eddbb93-1552-490d-9ebf-35d08c1a090e,c1834edd-bb93-4552-b90d-debf35d08c1a,,2026-05-15 03:59:21.278000+00:00,,,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,,,,,,"1744335958024x226211831616957250, 1771436045389x658317953644361100, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1752717497153x537286585580736960, 1770943484557x164806709481949200, 1751744301621x758526182685981300, 1753374338412x209529915103450200, 1750436264420x989591292213482400",,,true,,,impression
ajs-next-1778821537444-c19fb793-dd0f-4222-8653-9253f811fa18,9fb793dd-0f12-4246-9392-53f811fa182a,,2026-05-15 05:05:37.444000+00:00,about_us,about_us,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1778804157044x510685423842388160,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1778804157044x510685423842388160,[],False,,/about_us/1778804157044x510685423842388160,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1778804157044x510685423842388160,,about_us,about_us,,,,page
ajs-next-1778826466074-390b6aab-d0b7-489b-b93d-6fb0c4b9f838,0b6aabd0-b718-4b79-bd6f-b0c4b9f838e7,,2026-05-15 06:27:46.074000+00:00,about_us,about_us,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1778810483716x527695940809026700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1778810483716x527695940809026700,[],False,,/about_us/1778810483716x527695940809026700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1778810483716x527695940809026700,,about_us,about_us,,,,page
ajs-next-1778828189102-8a049dae-2703-4cee-954c-75829f404bdd,049dae27-031c-4e55-8c75-829f404bdd3e,,2026-05-15 06:56:29.102000+00:00,profile,business_profile,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/136.0.0.0 Safari/537.36",/business_profile/voda-cleaning-and-restoration-1744748222708x779656090283929300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/voda-cleaning-and-restoration-1744748222708x779656090283929300,[],False,,/business_profile/voda-cleaning-and-restoration-1744748222708x779656090283929300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/voda-cleaning-and-restoration-1744748222708x779656090283929300,1744748222708x779656090283929300,profile,business_profile,,,,page
ajs-next-1778829384355-eb79e37b-d942-4dce-b5d1-979d8c324df0,79e37bd9-426d-4ef5-9197-9d8c324df01d,,2026-05-15 07:16:24.355000+00:00,about_us,about_us,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1778821535311x315900872775753300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1778821535311x315900872775753300,[],False,,/about_us/1778821535311x315900872775753300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1778821535311x315900872775753300,,about_us,about_us,,,,page
