category,messageId,anonymousId,name,userId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,location,sponsored_listing,button_name,event_type
,ajs-next-1788815507496-c47cf360-1d92-4dfb-b44e-78214b9313a5,40c34103-1d89-485b-80eb-f0b1dc98783a,,,2026-09-07 21:11:47.496000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=shopping-retail,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=shopping-retail,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,,,,,,,1744643921578x315333816253624100,main_list,true,,impression
,ajs-next-1788815490851-4a30bd17-241e-4dd6-ba3d-c47cf3601d92,40c34103-1d89-485b-80eb-f0b1dc98783a,,,2026-09-07 21:11:30.850000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=health-wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=health-wellness,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,,,,,,,,sidebar,true,,impression
about_us,ajs-next-1788815627288-5766dcb7-2d0a-49f0-9ec8-8b38886ecb4b,7a73f65b-1d4e-4547-914b-b26bb32c275e,about_us,,2026-09-07 21:13:47.288000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/about_us/1788815402752x825258399249442700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1788815402752x825258399249442700,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,/about_us/1788815402752x825258399249442700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1788815402752x825258399249442700,about_us,about_us,,,,,page
index,ajs-next-1788815641268-c3db18fe-3f39-4a05-8faf-9a3ee858b029,7a73f65b-1d4e-4547-914b-b26bb32c275e,index,,2026-09-07 21:14:01.268000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,page
,ajs-next-1788815434205-e1d95d1d-a7c9-45d6-8d3b-ed6cd4b605d4,7a73f65b-1d4e-4547-914b-b26bb32c275e,,,2026-09-07 21:10:34.205000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=professional-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=professional-services,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,,,,,,,"1779564452798x328047204556438640, 1788185476895x842900528147023000, 1779223019066x495549806274790700, 1768584016102x834619843946063900, 1775244057768x699511577684581800, 1746635677548x343522492232585660, 1744391553368x301043576290850300, 1753982403438x535213824960417500, 1744134674881x127285411168640110, 1744643921578x315333816253624100, 1783629215270x470942340385689600, 1776210729408x448410210135887360, 1751224250248x539537516841198200, 1744397288473x909294892772270800, 1747827548541x313848517899538500, 1759930025997x126109694575208930, 1752717497153x537286585580736960, 1744282156200x727555159743162000, 1776360294100x840938158936498600, 1770943484557x164806709481949200, 1763569204895x378265538177280400, 1763509156539x144450665564595840, 1778185404695x597979725335827200, 1784643082658x121064733756065300, 1744260813114x505427712482621440, 1753465897836x101289632151690960, 1776360466250x658348247885801300, 1788535654123x503131355377559360, 1766011883106x917993758751800300, 1768426055630x579798080961828200, 1777921226784x512595595894430850, 1753911193017x504194995643152640, 1757438153395x416809556103947500, 1753135741395x558904608479141570, 1750785338983x949958887494882000, 1747848709032x210920410073364830, 1747163465846x476237095610093000, 1764342295066x618134664283571500, 1763672237927x725969385673238800, 1748581534531x956271769254002200, 1779207002005x542183775914824900, 1774573166178x561429420668618400, 1764963280733x431041418968701760, 1768427614253x929508274229176300, 1781830336957x808577548450478500, 1751319669665x621437589169731200, 1771538218470x758525499484679000, 1765399408996x262641226191956400, 1778709723276x637265650543127800, 1757437593796x460281345015416640, 1744751205492x235134337285239230, 1760458225389x690604949380638100, 1788453930345x655956421622406100, 1743547621069x279645472884266780, 1771436045389x658317953644361100, 1777321143190x321072500270616060, 1761762406893x958878656538368500, 1753374338412x209529915103450200, 1746827109704x963221719337950200, 1749580724532x760028975589297300, 1744398484109x785674167096991400, 1787928637042x241963821073303700, 1758312173588x895819358343598700, 1757369121056x350487849823425600, 1771003581692x955050931630977700, 1770152894907x464897480736850900, 1776373432940x530737443814194940, 1754081360962x724252535884739300, 1750423781412x480534435350699700, 1765991015203x350068785849064760, 1759423986281x805514757919405700, 1764711530894x480989914892320700, 1747170561218x640297169073643000, 1747864432460x772931238395911000, 1766070455303x639821695383855700, 1752182630575x854371423894944000, 1744737250347x219277345743008400, 1777405836126x277715594249416060, 1750784029587x963255839088365200, 1744175271939x575064790204550460",,false,,impression
,ajs-next-1788815481228-5f32762b-657b-4a30-bd17-241efdd6fa3d,40c34103-1d89-485b-80eb-f0b1dc98783a,,,2026-09-07 21:11:21.228000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=religious-goods-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=religious-goods-services,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,,,,,,,1744643921578x315333816253624100,main_list,true,,impression
,ajs-next-1788815491156-bd17241e-fdd6-4a3d-847c-f3601d923dfb,40c34103-1d89-485b-80eb-f0b1dc98783a,,,2026-09-07 21:11:31.156000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=health-wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=health-wellness,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,,,,,,,1744643921578x315333816253624100,main_list,true,,impression
about_us,ajs-next-1788815645349-dcee80da-9030-4d89-8a97-aff4633c0aed,7a73f65b-1d4e-4547-914b-b26bb32c275e,about_us,,2026-09-07 21:14:05.349000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/about_us/1788815402752x825258399249442700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1788815402752x825258399249442700,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,/about_us/1788815402752x825258399249442700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1788815402752x825258399249442700,about_us,about_us,,,,,page
,ajs-next-1788815481536-762b657b-4a30-4d17-a41e-fdd6fa3dc47c,40c34103-1d89-485b-80eb-f0b1dc98783a,,,2026-09-07 21:11:21.536000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=religious-goods-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=religious-goods-services,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,,,,,,,"1769719058268x843927058977011000, 1754941249648x796792188496967000, 1748365021326x105262688542451250, 1751744301621x758526182685981300, 1744736810207x919925185055488400, 1765001972595x338020444395840100, 1761044854709x307607562836745150",,false,,impression
,ajs-next-1788815421707-1d4e1547-114b-426b-b32c-275e004963a1,7a73f65b-1d4e-4547-914b-b26bb32c275e,,,2026-09-07 21:10:21.707000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,,,,,,,"1781830336957x808577548450478500, 1770943484557x164806709481949200, 1771436045389x658317953644361100, 1744643921578x315333816253624100",,true,,impression
how_it_works,ajs-next-1788815471283-5e043b13-31f0-4e20-81a6-21dc6d2f041f,7a73f65b-1d4e-4547-914b-b26bb32c275e,how_it_works,,2026-09-07 21:11:11.283000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/how_it_works/1788815402752x825258399249442700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1788815402752x825258399249442700,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,/how_it_works/1788815402752x825258399249442700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1788815402752x825258399249442700,how_it_works,how_it_works,,,,,page
search,ajs-next-1788815480614-f86a9ed0-5f32-462b-a57b-4a30bd17241e,40c34103-1d89-485b-80eb-f0b1dc98783a,search,,2026-09-07 21:11:20.614000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=religious-goods-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=religious-goods-services,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?category=religious-goods-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=religious-goods-services,search,search,,,,,page
how_it_works,ajs-next-1788823594133-18ecd143-bb8d-45c2-a509-c4a204387e60,ecd143bb-8d25-4265-89c4-a204387e603e,how_it_works,,2026-09-07 23:26:34.133000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/1788558460072x578035092443547800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1788558460072x578035092443547800,[],False,,/how_it_works/1788558460072x578035092443547800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1788558460072x578035092443547800,how_it_works,how_it_works,,,,,page
,ajs-next-1788887384857-7da318e2-28b4-48a6-948e-5ae07939dc1c,5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,,2026-09-08 17:09:44.857000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,,,,,,,"1771436045389x658317953644361100, 1770943484557x164806709481949200, 1781830336957x808577548450478500, 1744643921578x315333816253624100",,true,,impression
,ajs-next-1788887384788-d5d27da3-18e2-48b4-b8a6-d48e5ae07939,5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,,2026-09-08 17:09:44.788000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,,,,,,,"1771436045389x658317953644361100, 1770943484557x164806709481949200, 1781830336957x808577548450478500, 1744643921578x315333816253624100",,true,,impression
index,ajs-next-1788887384555-45ddd5d2-7da3-48e2-a8b4-f8a6d48e5ae0,5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,index,,2026-09-08 17:09:44.555000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,page
search,ajs-next-1788887390205-d28fdbd5-b067-4881-9c78-5b7fb339b1c4,5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,search,,2026-09-08 17:09:50.205000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=home-local-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=home-local-services,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?category=home-local-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=home-local-services,search,search,,,,,page
profile,ajs-next-1788887433346-d61b3f02-32c3-470b-9a1b-65eb5a53ab49,5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,business_profile,,2026-09-08 17:10:33.346000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/business_profile/grants-handy-work-1747398900475x598159844147748100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/grants-handy-work-1747398900475x598159844147748100,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,/business_profile/grants-handy-work-1747398900475x598159844147748100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/grants-handy-work-1747398900475x598159844147748100,profile,business_profile,1747398900475x598159844147748100,,,,page
profile,ajs-next-1788887484057-59020718-99bc-425d-b944-eff9a25673b4,5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,business_profile,,2026-09-08 17:11:24.057000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/business_profile/grants-handy-work-1747398900475x598159844147748100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/grants-handy-work-1747398900475x598159844147748100,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,/business_profile/grants-handy-work-1747398900475x598159844147748100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/grants-handy-work-1747398900475x598159844147748100,profile,business_profile,1747398900475x598159844147748100,,,,page
,ajs-next-1788887461402-0863ee2c-9eed-4453-92a3-89748b99acd7,5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,,2026-09-08 17:11:01.402000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=home-local-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=home-local-services,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,,,,,,,1781830336957x808577548450478500,main_list,true,,impression
search,ajs-next-1788887497858-b571a3b2-e783-484d-b7f7-a22ddeb21b2a,5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,search,,2026-09-08 17:11:37.858000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=home-local-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=home-local-services,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?category=home-local-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=home-local-services,search,search,,,,,page
search,ajs-next-1788887505786-f7f7a22d-deb2-4b2a-9273-3df3f197946e,5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,search,,2026-09-08 17:11:45.786000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=construction-trades,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=construction-trades,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?category=construction-trades,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=construction-trades,search,search,,,,,page
,ajs-next-1788887498165-a3b2e783-384d-47f7-a22d-deb21b2a9273,5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,,2026-09-08 17:11:38.165000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=home-local-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=home-local-services,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,,,,,,,,sidebar,true,,impression
,ajs-next-1788887506096-a22ddeb2-1b2a-4273-bdf3-f197946ef82b,5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,,2026-09-08 17:11:46.096000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=construction-trades,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=construction-trades,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,,,,,,,,sidebar,true,,impression
,ajs-next-1788887461100-a9700863-ee2c-4eed-8453-92a389748b99,5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,,2026-09-08 17:11:01.100000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=home-local-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=home-local-services,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,,,,,,,,sidebar,true,,impression
,ajs-next-1788887390519-dbd5b067-7881-4c78-9b7f-b339b1c4b948,5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,,2026-09-08 17:09:50.519000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=home-local-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=home-local-services,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,,,,,,,,sidebar,true,,impression
,ajs-next-1788887390834-b0677881-dc78-4b7f-b339-b1c4b9483d72,5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,,2026-09-08 17:09:50.834000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=home-local-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=home-local-services,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,,,,,,,1770943484557x164806709481949200,main_list,true,,impression
,ajs-next-1788887506407-deb21b2a-9273-4df3-b197-946ef82bd0b9,5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,,2026-09-08 17:11:46.407000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=construction-trades,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=construction-trades,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,,,,,,,1770943484557x164806709481949200,main_list,true,,impression
,ajs-next-1788887498776-384df7f7-a22d-4eb2-9b2a-92733df3f197,5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,,,2026-09-08 17:11:38.776000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=home-local-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=home-local-services,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,,,,,,,,"1747216018889x770977089491677400, 1750783674403x491887953737125700, 1787771918330x262136640937463680, 1777042863057x294476376362385400, 1755621956288x571897163769246900, 1750783679107x801419812763124500, 1744748222708x779656090283929300, 1754927931120x470668069008822300, 1768238584049x399775147114029200, 1747183179554x540122160625888100, 1754505203290x671062062407191900, 1776552489781x780158200693874000, 1751425811600x127124815802215140, 1759153763139x433792388290277000, 1775058462201x523059865418210800, 1787674747971x950537435920410400, 1747398900475x598159844147748100",,false,,impression
search,ajs-next-1788887460798-0fcda970-0863-4e2c-9eed-445392a38974,5cc5e552-8430-457a-99fa-3b7cbc1b7c3b,search,,2026-09-08 17:11:00.798000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?category=home-local-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=home-local-services,"[{'brand': 'Chromium', 'version': '152'}, {'brand': 'Not?A_Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '152'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?category=home-local-services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=home-local-services,search,search,,,,,page
