category,messageId,name,userId,originalTimestamp,anonymousId,userAgent,page.path,page.referrer,page.search,page.title,page.url,path,referrer,search,title,url,category_properties,name_properties,city,search_text,location,parish,business_id,sponsored_listing,button_name,userAgentData.brands,userAgentData.mobile,userAgentData.platform,event_type
index,ajs-next-1764087690498-6402a811-d825-41e0-b41d-950c3f332711,index,,2025-11-25 16:21:30.498000+00:00,c8e7ff54-c125-45cb-a65b-c2b3b8abd51f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,page
,ajs-next-1764087717219-da7abd10-9b76-4b9c-bd8f-dd903df651ba,,,2025-11-25 16:21:57.219000+00:00,c8e7ff54-c125-45cb-a65b-c2b3b8abd51f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,,,,,,,,,,main_list,,,true,,,,,impression
,ajs-next-1764087690806-d825f1e0-b41d-450c-bf33-27115ec4f406,,,2025-11-25 16:21:30.806000+00:00,c8e7ff54-c125-45cb-a65b-c2b3b8abd51f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,"1744335958024x226211831616957250, 1750436264420x989591292213482400, 1758312173588x895819358343598700, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1743547621069x279645472884266780, 1752717497153x537286585580736960, 1743549178851x847080663521240200",true,,,,,impression
Health & Wellness,ajs-next-1764087714124-b41d950c-3f33-4711-9ec4-f406dabe43ae,,,2025-11-25 16:21:54.124000+00:00,c8e7ff54-c125-45cb-a65b-c2b3b8abd51f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,,,,search
,ajs-next-1764087717526-9b9c3d8f-dd90-4df6-91ba-13394cee4218,,,2025-11-25 16:21:57.526000+00:00,c8e7ff54-c125-45cb-a65b-c2b3b8abd51f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,,,,,,,,,,,,"1749173974503x736079030141835600, 1746938798847x931997689495082400, 1753909381745x872991521395046100, 1747420152884x437771544876149700, 1746631267951x741803061642879500, 1761930377989x951815782791809400, 1746765568691x979794717919274100, 1751224250248x539537516841198200, 1749057953945x756346430245684600, 1747185390251x665604546429507900, 1761762460002x434978052003146300, 1747415704843x665338483592092500, 1744157592334x292550965261606100, 1745528732739x896561533370513300, 1744740154739x566945822952470660, 1762957766158x632118084948257900",false,,,,,impression
search,ajs-next-1764087716908-78a16993-d690-4c85-9a7a-bd109b769b9c,search,,2025-11-25 16:21:56.908000+00:00,c8e7ff54-c125-45cb-a65b-c2b3b8abd51f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,search,search,,,,,,,,,,,page
,ajs-next-1764087690499-a811d825-f1e0-441d-950c-3f3327115ec4,,,2025-11-25 16:21:30.499000+00:00,c8e7ff54-c125-45cb-a65b-c2b3b8abd51f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,"1744335958024x226211831616957250, 1750436264420x989591292213482400, 1758312173588x895819358343598700, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1743547621069x279645472884266780, 1752717497153x537286585580736960, 1743549178851x847080663521240200",true,,,,,impression
,ajs-next-1764087713803-f1e0b41d-950c-4f33-a711-5ec4f406dabe,,,2025-11-25 16:21:53.803000+00:00,c8e7ff54-c125-45cb-a65b-c2b3b8abd51f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,search,,,,button_click
dashboard,ajs-next-1764104544679-0e7f2a26-53e4-4af6-a236-e428c8c07b19,dashboard,,2025-11-25 21:02:24.679000+00:00,7f2a2653-e42a-4622-b6e4-28c8c07b19cc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,dashboard,dashboard,,,,,1764104547315x473237219618458700,,,,,,page
,ajs-next-1764104873273-8e6d902f-e31f-4d24-94ab-8f965a6e5dda,,,2025-11-25 21:07:53.273000+00:00,df9d8e6d-902f-431f-8d24-d4ab8f965a6e,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/107.0.5296.0 Safari/537.36",/version-test,,,Colorado Catholic Business Directory,https://catholic-biz-directory-16687.bubbleapps.io/version-test,,,,,,,,,,,,"1760648653645x114408415368440820, 1743547621069x279645472884266780, 1743549178851x847080663521240200",true,,[],False,,impression
index,ajs-next-1764104864206-7cdf9d8e-6d90-4fe3-9f8d-24d4ab8f965a,index,,2025-11-25 21:07:44.206000+00:00,df9d8e6d-902f-431f-8d24-d4ab8f965a6e,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/107.0.5296.0 Safari/537.36",/version-test,,,Colorado Catholic Business Directory,https://catholic-biz-directory-16687.bubbleapps.io/version-test,/version-test,,,Colorado Catholic Business Directory,https://catholic-biz-directory-16687.bubbleapps.io/version-test,index,index,,,,,,,,[],False,,page
,ajs-next-1764104873277-902fe31f-8d24-44ab-8f96-5a6e5ddabd53,,,2025-11-25 21:07:53.277000+00:00,df9d8e6d-902f-431f-8d24-d4ab8f965a6e,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/107.0.5296.0 Safari/537.36",/version-test,,,Colorado Catholic Business Directory,https://catholic-biz-directory-16687.bubbleapps.io/version-test,,,,,,,,,,,,"1760648653645x114408415368440820, 1743547621069x279645472884266780, 1743549178851x847080663521240200",true,,[],False,,impression
how_it_works,ajs-next-1764129368304-ba7e7d2d-fb02-4fbb-bf0e-f43666109e9f,how_it_works,,2025-11-26 03:56:08.304000+00:00,7e7d2dfb-02df-4bff-8ef4-3666109e9f48,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763278278170x972821688245200500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763278278170x972821688245200500,/how_it_works/1763278278170x972821688245200500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763278278170x972821688245200500,how_it_works,how_it_works,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,page
