originalTimestamp,anonymousId,messageId,userId,name,category,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,location,search_text,button_name,city,parish,event_type
2026-08-22 12:43:25.249000+00:00,414a12f5-c527-486e-bc33-36127622c85c,ajs-next-1787402605250-73414a12-f5c5-4728-ae3c-3336127622c8,,about_us,about_us,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1787247225222x419570699449377700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1787247225222x419570699449377700,[],False,,/about_us/1787247225222x419570699449377700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1787247225222x419570699449377700,about_us,about_us,,,,,,,,page
2026-08-22 14:07:45.634000+00:00,42ac58a7-efee-40dc-b3e4-fe27a358ae31,ajs-next-1787407665634-2442ac58-a7ef-4e20-9c33-e4fe27a358ae,,about_us,about_us,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1786896509436x261862329235096130,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1786896509436x261862329235096130,[],False,,/about_us/1786896509436x261862329235096130,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1786896509436x261862329235096130,about_us,about_us,,,,,,,,page
2026-08-22 14:37:08.676000+00:00,022ccb54-cf0d-494a-8330-ee891d5d5de7,ajs-next-1787409428676-c9563250-fedf-4e61-bb0c-44f2d9ee6f56,,business_profile,profile,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/business_profile/roban-design-llc---civil-engineering-1771545376609x752763268373144000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roban-design-llc---civil-engineering-1771545376609x752763268373144000,,,,/business_profile/roban-design-llc---civil-engineering-1771545376609x752763268373144000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roban-design-llc---civil-engineering-1771545376609x752763268373144000,profile,business_profile,1771545376609x752763268373144000,,,,,,,page
2026-08-22 17:35:46.058000+00:00,022ccb54-cf0d-494a-8330-ee891d5d5de7,ajs-next-1787420146058-9aca9d4f-2e09-4017-8947-1a02b9f5e21e,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1744643921578x315333816253624100, 1771436045389x658317953644361100, 1770943484557x164806709481949200, 1781830336957x808577548450478500",true,,,,,,impression
2026-08-22 17:35:45.613000+00:00,022ccb54-cf0d-494a-8330-ee891d5d5de7,ajs-next-1787420145613-be78b3e8-9aca-4d4f-ae09-6017c9471a02,,index,index,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,page
2026-08-22 17:35:46.026000+00:00,022ccb54-cf0d-494a-8330-ee891d5d5de7,ajs-next-1787420146026-b3e89aca-9d4f-4e09-a017-c9471a02b9f5,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1744643921578x315333816253624100, 1771436045389x658317953644361100, 1770943484557x164806709481949200, 1781830336957x808577548450478500",true,,,,,,impression
2026-08-22 17:36:26.369000+00:00,022ccb54-cf0d-494a-8330-ee891d5d5de7,ajs-next-1787420186369-8f906d00-8de9-47e6-a99e-2f5ad4ed06ff,,business_profile,profile,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/business_profile/roban-design-llc---civil-engineering-1771545376609x752763268373144000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roban-design-llc---civil-engineering-1771545376609x752763268373144000,,,,/business_profile/roban-design-llc---civil-engineering-1771545376609x752763268373144000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roban-design-llc---civil-engineering-1771545376609x752763268373144000,profile,business_profile,1771545376609x752763268373144000,,,,,,,page
2026-08-22 18:06:18.396000+00:00,457b1aea-1f4c-4b5c-8045-e4ac61997e1a,ajs-next-1787421978396-5a457b1a-ea1f-4cab-9c80-45e4ac61997e,,about_us,about_us,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1786898834753x395355449487442050,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1786898834753x395355449487442050,[],False,,/about_us/1786898834753x395355449487442050,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1786898834753x395355449487442050,about_us,about_us,,,,,,,,page
2026-08-22 19:47:31.004000+00:00,7d4af1d1-1a6d-4207-9140-6831d4b751f8,ajs-next-1787428051004-6d7d4af1-d11a-4df2-8751-406831d4b751,,how_it_works,how_it_works,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/1786909466039x595782834782085200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1786909466039x595782834782085200,[],False,,/how_it_works/1786909466039x595782834782085200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1786909466039x595782834782085200,how_it_works,how_it_works,,,,,,,,page
2026-08-22 21:20:51.080000+00:00,022ccb54-cf0d-494a-8330-ee891d5d5de7,ajs-next-1787433651080-64d34a52-07c6-409d-9b06-720a90efbac3,,business_profile,profile,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1",/business_profile/roban-design-llc---civil-engineering-1771545376609x752763268373144000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roban-design-llc---civil-engineering-1771545376609x752763268373144000,,,,/business_profile/roban-design-llc---civil-engineering-1771545376609x752763268373144000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roban-design-llc---civil-engineering-1771545376609x752763268373144000,profile,business_profile,1771545376609x752763268373144000,,,,,,,page
