originalTimestamp,anonymousId,messageId,userId,name,category,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,location,search_text,button_name,city,parish,event_type
2026-08-23 15:16:18.496000+00:00,4bfc46bb-295e-4b22-a425-788932f668ab,ajs-next-1787498178496-b04bfc46-bb29-4e8b-a264-25788932f668,,about_us,about_us,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1787315795730x620352246503794700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1787315795730x620352246503794700,[],False,,/about_us/1787315795730x620352246503794700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1787315795730x620352246503794700,about_us,about_us,,,,,,,,page
2026-08-23 16:58:46.792000+00:00,4acad8f2-38fe-4d9e-8d73-f5c28caccbba,ajs-next-1787504326792-894acad8-f238-4e4d-9ecd-73f5c28caccb,,business_profile,profile,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",/business_profile/rampart-technical-services-1766070455303x639821695383855700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/rampart-technical-services-1766070455303x639821695383855700,"[{'brand': 'Not/A)Brand', 'version': '99'}, {'brand': 'Chromium', 'version': '148'}]",False,Windows,/business_profile/rampart-technical-services-1766070455303x639821695383855700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/rampart-technical-services-1766070455303x639821695383855700,profile,business_profile,1766070455303x639821695383855700,,,,,,,page
2026-08-23 18:16:03.741000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508963741-c5fac912-2fa7-45d0-b176-60ce2c1211da,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1771436045389x658317953644361100, 1781830336957x808577548450478500, 1770943484557x164806709481949200, 1744643921578x315333816253624100",true,,,,,,impression
2026-08-23 18:16:27.642000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508987642-fbb72228-8166-4a91-8579-bb7a657c1b0f,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,1744643921578x315333816253624100,true,main_list,,,,,impression
2026-08-23 18:16:06.943000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508966943-fde69da6-9c38-43db-818e-3244e4205d78,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=gym&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=gym&category=,,,,,,,,,,,,true,sidebar,,,,,impression
2026-08-23 18:16:02.906000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508962906-0fb412c5-fac9-422f-a7f5-d0717660ce2c,,index,index,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,page
2026-08-23 18:16:06.642000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508966642-f1dcfde6-9da6-4c38-93db-818e3244e420,,search,search,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=gym&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=gym&category=,,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=gym&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=gym&category=,search,search,,,,,,,,page
2026-08-23 18:16:05.575000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508965575-f5d07176-60ce-4c12-91da-73eeed20f638,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,gym,,,,search
2026-08-23 18:16:05.271000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508965271-2fa7f5d0-7176-40ce-ac12-11da73eeed20,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,search,,,button_click
2026-08-23 18:16:07.552000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508967552-9c3853db-818e-4244-a420-5d78822db53f,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=gym&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=gym&category=,,,,,,,,,,,1761930377989x951815782791809400,false,,,,,,impression
2026-08-23 18:16:13.723000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508973723-822db53f-8e17-4bb7-a228-8166aa91c579,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=fitness&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=fitness&category=,,,,,,,,,,,"1761930377989x951815782791809400, 1746765568691x979794717919274100, 1749580724532x760028975589297300, 1770152894907x464897480736850900, 1768581853937x610498789092930300",false,,,,,,impression
2026-08-23 18:16:07.246000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508967246-9da69c38-53db-418e-b244-e4205d78822d,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=gym&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=gym&category=,,,,,,,,,,,1744643921578x315333816253624100,true,main_list,,,,,impression
2026-08-23 18:16:13.419000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508973419-5d78822d-b53f-4e17-bbb7-22288166aa91,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=fitness&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=fitness&category=,,,,,,,,,,,1744643921578x315333816253624100,true,main_list,,,,,impression
2026-08-23 18:16:12.183000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508972183-53db818e-3244-4420-9d78-822db53f8e17,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=gym&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=gym&category=,,,,,,,,,,,,,,,search,,,button_click
2026-08-23 18:16:12.488000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508972488-818e3244-e420-4d78-822d-b53f8e17fbb7,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=gym&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=gym&category=,,,,,,,,,,,,,main_search,fitness,,,,search
2026-08-23 18:16:03.742000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508963742-c9122fa7-f5d0-4176-a0ce-2c1211da73ee,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1771436045389x658317953644361100, 1781830336957x808577548450478500, 1770943484557x164806709481949200, 1744643921578x315333816253624100",true,,,,,,impression
2026-08-23 18:16:27.339000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508987339-8e17fbb7-2228-4166-aa91-c579bb7a657c,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,true,sidebar,,,,,impression
2026-08-23 18:16:12.799000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508972799-3244e420-5d78-422d-b53f-8e17fbb72228,,search,search,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=fitness&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=fitness&category=,,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=fitness&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=fitness&category=,search,search,,,,,,,,page
2026-08-23 18:16:27.950000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508987950-22288166-aa91-4579-bb7a-657c1b0f0259,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,"1753909381745x872991521395046100, 1744760380914x558772773612561600, 1753985929691x853149258569598100, 1747165674437x491901038958021200, 1769719058268x843927058977011000, 1760458225389x690604949380638100, 1771517879190x523242735258870900, 1775058462201x523059865418210800, 1749057953945x756346430245684600, 1752182630575x854371423894944000, 1749742920378x965836759111504900, 1776210729408x448410210135887360, 1750783679107x801419812763124500, 1750783674403x491887953737125700, 1746827109704x963221719337950200, 1782146204142x629417106351450200, 1768238584049x399775147114029200, 1766011883106x917993758751800300, 1744398484109x785674167096991400, 1768844277981x664142917381285000, 1751319669665x621437589169731200, 1776102250538x198432379819539760, 1746938798847x931997689495082400, 1757437593796x460281345015416640, 1777052217878x935579896985562900, 1753465897836x101289632151690960, 1747864432460x772931238395911000, 1779371355755x238144527494011940, 1772482882558x843076024552954900, 1744335958024x226211831616957250, 1750784029587x963255839088365200, 1746635677548x343522492232585660, 1776360466250x658348247885801300, 1751749348389x952656707958261400, 1779564452798x328047204556438640, 1781830336957x808577548450478500, 1747184079669x994211808429350800, 1771021914207x198452557005754900, 1761044854709x307607562836745150, 1746855895334x711816173120128000, 1779223019066x495549806274790700, 1777921226784x512595595894430850, 1765399408996x262641226191956400, 1776360294100x840938158936498600, 1747163465846x476237095610093000, 1774573166178x561429420668618400, 1746765568691x979794717919274100, 1754949567759x639105313824555300, 1754084205128x675147807630683600, 1771545376609x752763268373144000, 1764781838221x716772635359430500, 1764963280733x431041418968701760, 1757369121056x350487849823425600, 1758120880051x675194275556497400, 1743547621069x279645472884266780, 1760118921086x941497076227920600, 1747848709032x210920410073364830, 1744134674881x127285411168640110, 1762271200864x775090106640580500, 1749580724532x760028975589297300, 1763408145585x201322720695875870, 1745533127765x291393362647413700, 1747420152884x437771544876149700, 1747398900475x598159844147748100, 1771538218470x758525499484679000, 1744751205492x235134337285239230, 1781734682517x295026001124971000, 1776373432940x530737443814194940, 1747216018889x770977089491677400, 1765001972595x338020444395840100, 1745597587022x519433479989605000, 1766070455303x639821695383855700, 1758147388607x898014240790697700, 1747185390251x665604546429507900, 1753982403438x535213824960417500, 1762889659042x996969350831174300, 1747594874125x270237571814453630, 1785949295783x548744299333027400, 1744319857648x144922844539837200, 1779898672007x583448227567234600, 1754941249648x796792188496967000, 1746467711533x453074785848415400, 1744643921578x315333816253624100, 1744282156200x727555159743162000, 1743549178851x847080663521240200, 1757355028996x505189727810192200, 1753135741395x558904608479141570, 1761762460002x434978052003146300, 1744157592334x292550965261606100, 1748365021326x105262688542451250, 1747415704843x665338483592092500, 1746631267951x741803061642879500, 1764893879099x465248075524681500, 1744737250347x219277345743008400, 1783629215270x470942340385689600, 1749068120323x412920063824988600, 1747170561218x640297169073643000, 1778678470875x691076180629588500, 1744736810207x919925185055488400, 1747221865162x703532834449508000, 1786064042259x692870208226282400, 1751224250248x539537516841198200, 1777042895042x187867473484191420, 1762957766158x632118084948257900, 1753911193017x504194995643152640, 1764711530894x480989914892320700, 1751402056748x637551618886434600, 1763569204895x378265538177280400, 1768584016102x834619843946063900, 1777321143190x321072500270616060, 1768426055630x579798080961828200, 1750423781412x480534435350699700, 1763255155587x707008769292458900, 1746548006831x128230088489826860, 1747183179554x540122160625888100, 1754624056001x759184470890143000, 1759423986281x805514757919405700, 1776552489781x780158200693874000, 1759153763139x433792388290277000, 1744743906400x631087870982087000, 1763672237927x725969385673238800, 1754081360962x724252535884739300, 1771003581692x955050931630977700, 1781791909727x427924501831676600, 1784643082658x121064733756065300, 1779207002005x542183775914824900, 1771433486472x495156137805681660, 1770152894907x464897480736850900, 1751744301621x758526182685981300, 1752687366861x422755081931784260, 1762364811793x796217509980630800, 1759930025997x126109694575208930, 1783603380895x646194509208660700, 1755621956288x571897163769246900, 1747827548541x313848517899538500, 1765991015203x350068785849064760, 1763148950401x545361905340972600, 1770755356265x111382421474427680, 1755271286521x378031808974615550, 1754927931120x470668069008822300, 1768581853937x610498789092930300, 1761930377989x951815782791809400, 1758568877707x715638242996164100, 1752717497153x537286585580736960, 1744391553368x301043576290850300, 1785541764222x907401192484364800, 1744260813114x505427712482621440, 1772982809798x739419868972941400, 1768427614253x929508274229176300, 1769635123521x385801932800474700, 1757720364741x595714121363069200, 1750784475796x702583457937545900, 1751425811600x127124815802215140, 1746843461447x686795565273950000, 1754505203290x671062062407191900, 1744397288473x909294892772270800, 1753374338412x209529915103450200, 1749173974503x736079030141835600, 1771436045389x658317953644361100, 1750436264420x989591292213482400, 1777405836126x277715594249416060, 1748389292320x918627677903932400, 1778185404695x597979725335827200, 1750785338983x949958887494882000, 1763509156539x144450665564595840, 1761762406893x958878656538368500, 1775244057768x699511577684581800, 1763305551668x997299018011994600, 1744175271939x575064790204550460, 1770943484557x164806709481949200, 1755533063776x956164571796881400, 1744907031541x119079844893356540, 1744748222708x779656090283929300, 1745273541628x945470626229355500, 1745528732739x896561533370513300, 1757438153395x416809556103947500, 1761919898226x928695665795906700, 1744740154739x566945822952470660, 1785246262777x370343103907722500, 1764342295066x618134664283571500, 1744579851707x640487742075829500, 1777042863057x294476376362385400, 1778709723276x637265650543127800, 1748581534531x956271769254002200, 1758312173588x895819358343598700",false,,,,,,impression
2026-08-23 18:16:13.116000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508973116-e4205d78-822d-453f-8e17-fbb722288166,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=fitness&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=fitness&category=,,,,,,,,,,,,true,sidebar,,,,,impression
2026-08-23 18:16:27.034000+00:00,b412c5fa-c912-4fa7-b5d0-717660ce2c12,ajs-next-1787508987034-b53f8e17-fbb7-4228-8166-aa91c579bb7a,,search,search,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,search,search,,,,,,,,page
