category,userId,anonymousId,name,messageId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,location,search_text,city,parish,button_name,event_type
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455500372-c645828f-e6dd-4656-aa09-0fe4d7576315,2025-10-26 05:11:40.372000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,,,,,,,,,,,1750436264420x989591292213482400,true,main_list,,,,,impression
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455674672-9cc9c446-a6b3-4973-98a5-6ada26c08aad,2025-10-26 05:14:34.672000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,,,,,,,,,,,,true,sidebar,,,,,impression
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455482543-c644260b-9c17-4c3d-bd55-3f80ae878fc4,2025-10-26 05:11:22.543000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,,,,,,,,,,,,,main_search,Construction,,Ave Maria,,search
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455674980-c446a6b3-0973-48a5-aada-26c08aad5a0d,2025-10-26 05:14:34.980000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,,,,,,,,,,,1750436264420x989591292213482400,true,main_list,,,,,impression
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455429892-5e5d00b7-702f-4181-b570-5e250d56eb61,2025-10-26 05:10:29.892000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200",true,,,,,,impression
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455704631-76dfd2a6-07e2-471d-8347-e08ef65bfc14,2025-10-26 05:15:04.631000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=,,,,,,,,,,,1745273541628x945470626229355500,false,,,,,more_info_text,button_click
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455483159-9c172c3d-fd55-4f80-ae87-8fc49cb1c645,2025-10-26 05:11:23.159000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=,,,,,,,,,,,,true,sidebar,,,,,impression
search,,8f8c5e5d-00b7-402f-b181-75705e250d56,search,ajs-next-1761455698534-6ada26c0-8aad-4a0d-b6df-d2a607e2671d,2025-10-26 05:14:58.534000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=,,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=,search,search,,,,,,,,page
profile,,8f8c5e5d-00b7-402f-b181-75705e250d56,business_profile,ajs-next-1761455705498-604d7817-88a0-4609-a673-064fbb6c49dc,2025-10-26 05:15:05.498000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/business_profile/bunn--sons-custom-builders-1745273541628x945470626229355500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/bunn--sons-custom-builders-1745273541628x945470626229355500,,,,/business_profile/bunn--sons-custom-builders-1745273541628x945470626229355500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/bunn--sons-custom-builders-1745273541628x945470626229355500,profile,business_profile,1745273541628x945470626229355500,,,,,,,page
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455698219-d8a56ada-26c0-4aad-9a0d-76dfd2a607e2,2025-10-26 05:14:58.219000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,,,,,,,,,,,,,main_search,Construction,,Ave Maria,,search
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455697912-0973d8a5-6ada-46c0-8aad-5a0d76dfd2a6,2025-10-26 05:14:57.912000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,,,,,,,,,,,,,,,,,search,button_click
about_us,,209491fc-7e7a-46d1-b821-fce4db801333,about_us,ajs-next-1761528762586-3d209491-fc7e-4aa6-91f8-21fce4db8013,2025-10-27 01:32:42.586000+00:00,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/about_us/1760735885639x686646516440875900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1760735885639x686646516440875900,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Linux,/about_us/1760735885639x686646516440875900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1760735885639x686646516440875900,about_us,about_us,,,,,,,,page
,,1046834d-9f9f-4898-a054-45daf4b95319,,ajs-next-1761543941498-834d9f9f-b898-4054-85da-f4b953198390,2025-10-27 05:45:41.498000+00:00,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/140.0.7339.16 Safari/537.36",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'HeadlessChrome', 'version': '140'}]",False,Linux,,,,,,,,"1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200",true,,,,,,impression
,,1046834d-9f9f-4898-a054-45daf4b95319,,ajs-next-1761543942153-9f9fb898-6054-45da-b4b9-531983904595,2025-10-27 05:45:42.153000+00:00,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/140.0.7339.16 Safari/537.36",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'HeadlessChrome', 'version': '140'}]",False,Linux,,,,,,,,"1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200",true,,,,,,impression
index,,1046834d-9f9f-4898-a054-45daf4b95319,index,ajs-next-1761543941488-e9104683-4d9f-4fb8-9860-5445daf4b953,2025-10-27 05:45:41.488000+00:00,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/140.0.7339.16 Safari/537.36",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'HeadlessChrome', 'version': '140'}]",False,Linux,/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,page
