category,userId,anonymousId,name,messageId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,location,search_text,city,parish,button_name,event_type
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455500680-e6dd6656-6a09-4fe4-9757-631527cb604c,2025-10-26 05:11:40.680000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,,,,,,,,,,,1746467711533x453074785848415400,false,,,,,,impression
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455429893-00b7702f-b181-4570-9e25-0d56eb614965,2025-10-26 05:10:29.893000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200",true,,,,,,impression
Other,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455445841-b1817570-5e25-4d56-ab61-4965b266c5da,2025-10-26 05:10:45.841000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,Asphalt,,,,search
Other,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455461959-53e4f318-6ea5-459f-af16-a582c644260b,2025-10-26 05:11:01.959000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Asphalt&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Asphalt&category=Other,,,,,,,,,,,,,main_search,Construction,,,,search
index,,8f8c5e5d-00b7-402f-b181-75705e250d56,index,ajs-next-1761455429461-c38f8c5e-5d00-4770-afb1-8175705e250d,2025-10-26 05:10:29.461000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,page
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455445535-702fb181-7570-4e25-8d56-eb614965b266,2025-10-26 05:10:45.535000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,,,search,button_click
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455463191-2f16a582-c644-460b-9c17-2c3dfd553f80,2025-10-26 05:11:03.191000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,,,,,,,,,,,1746467711533x453074785848415400,false,,,,,,impression
search,,8f8c5e5d-00b7-402f-b181-75705e250d56,search,ajs-next-1761455482855-260b9c17-2c3d-4d55-bf80-ae878fc49cb1,2025-10-26 05:11:22.855000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=,,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=,search,search,,,,,,,,page
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455699448-5a0d76df-d2a6-47e2-a71d-c347e08ef65b,2025-10-26 05:14:59.448000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=,,,,,,,,,,,"1745273541628x945470626229355500, 1746467711533x453074785848415400",false,,,,,,impression
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455482235-a582c644-260b-4c17-ac3d-fd553f80ae87,2025-10-26 05:11:22.235000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,,,,,,,,,,,,,,,,,search,button_click
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455500589-828fe6dd-6656-4a09-8fe4-d757631527cb,2025-10-26 05:11:40.589000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,,,,,,,,,,,,,,,,,search,button_click
profile,,8f8c5e5d-00b7-402f-b181-75705e250d56,business_profile,ajs-next-1761455505017-b9321e26-52b3-4fee-891d-f0894af5217b,2025-10-26 05:11:45.017000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/business_profile/integration-design-group-1746467711533x453074785848415400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/integration-design-group-1746467711533x453074785848415400,,,,/business_profile/integration-design-group-1746467711533x453074785848415400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/integration-design-group-1746467711533x453074785848415400,profile,business_profile,1746467711533x453074785848415400,,,,,,,page
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455499143-3f80ae87-8fc4-4cb1-8645-828fe6dd6656,2025-10-26 05:11:39.143000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=,,,,,,,,,,,,,,,,,search,button_click
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455699143-8aad5a0d-76df-42a6-87e2-671dc347e08e,2025-10-26 05:14:59.143000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=,,,,,,,,,,,1743547621069x279645472884266780,true,main_list,,,,,impression
search,,8f8c5e5d-00b7-402f-b181-75705e250d56,search,ajs-next-1761455462275-f3186ea5-359f-4f16-a582-c644260b9c17,2025-10-26 05:11:02.275000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,search,search,,,,,,,,page
Other,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455500895-66566a09-0fe4-4757-a315-27cb604c09f7,2025-10-26 05:11:40.895000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,,,,,,,,,,,,,main_search,Construction,,Ave Maria,,search
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455447654-2f5ae003-d7f2-43e4-b318-6ea5359f2f16,2025-10-26 05:10:47.654000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Asphalt&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Asphalt&category=Other,,,,,,,,,,,1750436264420x989591292213482400,true,main_list,,,,,impression
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455500067-9cb1c645-828f-46dd-a656-6a090fe4d757,2025-10-26 05:11:40.067000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,,,,,,,,,,,,true,sidebar,,,,,impression
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455462881-359f2f16-a582-4644-a60b-9c172c3dfd55,2025-10-26 05:11:02.881000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,,,,,,,,,,,1750436264420x989591292213482400,true,main_list,,,,,impression
Other,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455499450-ae878fc4-9cb1-4645-828f-e6dd66566a09,2025-10-26 05:11:39.450000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=,,,,,,,,,,,,,main_search,Construction,,Ave Maria,,search
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455698839-26c08aad-5a0d-46df-92a6-07e2671dc347,2025-10-26 05:14:58.839000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=,,,,,,,,,,,,true,sidebar,,,,,impression
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455461651-d7f253e4-f318-4ea5-b59f-2f16a582c644,2025-10-26 05:11:01.651000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Asphalt&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Asphalt&category=Other,,,,,,,,,,,,,,,,,search,button_click
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455675291-a6b30973-d8a5-4ada-a6c0-8aad5a0d76df,2025-10-26 05:14:35.291000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,,,,,,,,,,,1746467711533x453074785848415400,false,,,,,,impression
search,,8f8c5e5d-00b7-402f-b181-75705e250d56,search,ajs-next-1761455499763-8fc49cb1-c645-428f-a6dd-66566a090fe4,2025-10-26 05:11:39.763000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,search,search,,,,,,,,page
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455447961-e003d7f2-53e4-4318-aea5-359f2f16a582,2025-10-26 05:10:47.961000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Asphalt&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Asphalt&category=Other,,,,,,,,,,,,false,,,,,,impression
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455447350-40db2f5a-e003-47f2-93e4-f3186ea5359f,2025-10-26 05:10:47.350000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Asphalt&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Asphalt&category=Other,,,,,,,,,,,,true,sidebar,,,,,impression
,,8f8c5e5d-00b7-402f-b181-75705e250d56,,ajs-next-1761455483764-fd553f80-ae87-4fc4-9cb1-c645828fe6dd,2025-10-26 05:11:23.764000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=,,,,,,,,,,,"1745273541628x945470626229355500, 1746467711533x453074785848415400",false,,,,,,impression
search,,8f8c5e5d-00b7-402f-b181-75705e250d56,search,ajs-next-1761455674351-681e9cc9-c446-46b3-8973-d8a56ada26c0,2025-10-26 05:14:34.351000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=Construction&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Construction&category=Other,search,search,,,,,,,,page
