userId,anonymousId,category,originalTimestamp,messageId,name,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,business_id,category_properties,name_properties,location,sponsored_listing,button_name,city,search_text,parish,event_type
,71001a6d-4bb7-4c88-a29a-859079956764,,2026-07-10 20:32:07.316000+00:00,ajs-next-1783715527316-081841c8-0f57-4402-9c05-919b5ac651bd,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Food%20%26%20Restaurants,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Food%20%26%20Restaurants,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,,,,,,,,,search,,,,button_click
,7065cab7-53ac-4e96-b74b-20f73f4bc5c2,,2026-07-10 20:36:56.404000+00:00,ajs-next-1783715816404-cab753ac-de96-474b-a0f7-3f4bc5c2ab7e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:152.0) Gecko/20100101 Firefox/152.0,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1753982403438x535213824960417500, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1753374338412x209529915103450200, 1770943484557x164806709481949200, 1752717497153x537286585580736960, 1771436045389x658317953644361100, 1744643921578x315333816253624100, 1750436264420x989591292213482400, 1781830336957x808577548450478500",,,,true,,,,,impression
,71001a6d-4bb7-4c88-a29a-859079956764,,2026-07-10 20:31:37.555000+00:00,ajs-next-1783715497555-20fbe7c6-bff1-4915-b900-1c225b4b3413,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,,,,1781830336957x808577548450478500,,,main_list,true,,,,,impression
,71001a6d-4bb7-4c88-a29a-859079956764,search,2026-07-10 20:31:54.967000+00:00,ajs-next-1783715514967-e17bd02b-1949-4cd2-8818-41c80f577402,search,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Food%20%26%20Restaurants,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Food%20%26%20Restaurants,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Food%20%26%20Restaurants,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Food%20%26%20Restaurants,,search,search,,,,,,,page
,71001a6d-4bb7-4c88-a29a-859079956764,search,2026-07-10 20:32:07.927000+00:00,ajs-next-1783715527927-0f577402-1c05-419b-9ac6-51bd1f1f0d48,search,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,,search,search,,,,,,,page
,71001a6d-4bb7-4c88-a29a-859079956764,index,2026-07-10 20:30:48.476000+00:00,ajs-next-1783715448476-9971001a-6d4b-47ec-88a2-9a8590799567,index,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,page
,71001a6d-4bb7-4c88-a29a-859079956764,,2026-07-10 20:31:51.903000+00:00,ajs-next-1783715511903-5b4b3413-ed70-4852-8749-67df1cd4f85f,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Food%20%26%20Restaurants,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Food%20%26%20Restaurants,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,,,,,,,main_list,true,,,,,impression
,71001a6d-4bb7-4c88-a29a-859079956764,profile,2026-07-10 20:31:53.548000+00:00,ajs-next-1783715513548-09311220-cccb-4dfc-96a4-1e2954696e21,business_profile,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/business_profile/am-honey-1751749348389x952656707958261400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/am-honey-1751749348389x952656707958261400,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,/business_profile/am-honey-1751749348389x952656707958261400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/am-honey-1751749348389x952656707958261400,1751749348389x952656707958261400,profile,business_profile,,,,,,,page
,71001a6d-4bb7-4c88-a29a-859079956764,,2026-07-10 20:31:37.253000+00:00,ajs-next-1783715497253-124520fb-e7c6-4ff1-a915-b9001c225b4b,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,,,,,,,sidebar,true,,,,,impression
,71001a6d-4bb7-4c88-a29a-859079956764,,2026-07-10 20:31:50.683000+00:00,ajs-next-1783715510683-bff1e915-b900-4c22-9b4b-3413ed70c852,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,,,,,,,,,search,,,,button_click
,7065cab7-53ac-4e96-b74b-20f73f4bc5c2,index,2026-07-10 20:36:56.251000+00:00,ajs-next-1783715816251-e97065ca-b753-4cde-96f7-4b20f73f4bc5,index,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:152.0) Gecko/20100101 Firefox/152.0,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,page
,7065cab7-53ac-4e96-b74b-20f73f4bc5c2,,2026-07-10 20:36:56.559000+00:00,ajs-next-1783715816559-53acde96-f74b-40f7-bf4b-c5c2ab7eb0b9,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:152.0) Gecko/20100101 Firefox/152.0,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1753982403438x535213824960417500, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1753374338412x209529915103450200, 1770943484557x164806709481949200, 1752717497153x537286585580736960, 1771436045389x658317953644361100, 1744643921578x315333816253624100, 1750436264420x989591292213482400, 1781830336957x808577548450478500",,,,true,,,,,impression
,71001a6d-4bb7-4c88-a29a-859079956764,,2026-07-10 20:31:37.861000+00:00,ajs-next-1783715497861-e7c6bff1-e915-4900-9c22-5b4b3413ed70,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,,,,"1763305551668x997299018011994600, 1768584016102x834619843946063900, 1743549178851x847080663521240200, 1758312173588x895819358343598700, 1744737250347x219277345743008400, 1747415704843x665338483592092500, 1744335958024x226211831616957250, 1757355028996x505189727810192200, 1747398900475x598159844147748100, 1744907031541x119079844893356540, 1779223019066x495549806274790700, 1745597587022x519433479989605000, 1746855895334x711816173120128000, 1769635123521x385801932800474700, 1766011883106x917993758751800300, 1744398484109x785674167096991400, 1763509156539x144450665564595840, 1761930377989x951815782791809400, 1746635677548x343522492232585660, 1744743906400x631087870982087000, 1770755356265x111382421474427680, 1760458225389x690604949380638100, 1778185404695x597979725335827200, 1778678470875x691076180629588500, 1768238584049x399775147114029200, 1772482882558x843076024552954900, 1754624056001x759184470890143000, 1776102250538x198432379819539760, 1771003581692x955050931630977700, 1751744301621x758526182685981300, 1759423986281x805514757919405700, 1746631267951x741803061642879500, 1754949567759x639105313824555300, 1757369121056x350487849823425600, 1748365021326x105262688542451250, 1750436264420x989591292213482400, 1744282156200x727555159743162000, 1744736810207x919925185055488400, 1774573166178x561429420668618400, 1744260813114x505427712482621440, 1763148950401x545361905340972600, 1749173974503x736079030141835600, 1751319669665x621437589169731200, 1769719058268x843927058977011000, 1744319857648x144922844539837200, 1752717497153x537286585580736960, 1771538218470x758525499484679000, 1749057953945x756346430245684600, 1779371355755x238144527494011940, 1768426055630x579798080961828200, 1746827109704x963221719337950200, 1744760380914x558772773612561600, 1768581853937x610498789092930300, 1764711530894x480989914892320700, 1747184079669x994211808429350800, 1753465897836x101289632151690960, 1759930025997x126109694575208930, 1777042895042x187867473484191420, 1768844277981x664142917381285000, 1744579851707x640487742075829500, 1764893879099x465248075524681500, 1754505203290x671062062407191900, 1749742920378x965836759111504900, 1758147388607x898014240790697700, 1744397288473x909294892772270800, 1762364811793x796217509980630800, 1750785338983x949958887494882000, 1762957766158x632118084948257900, 1747848709032x210920410073364830, 1746548006831x128230088489826860, 1755533063776x956164571796881400, 1751749348389x952656707958261400, 1750423781412x480534435350699700, 1778709723276x637265650543127800, 1762271200864x775090106640580500, 1761044854709x307607562836745150, 1771433486472x495156137805681660, 1743547621069x279645472884266780, 1763569204895x378265538177280400, 1777052217878x935579896985562900, 1752687366861x422755081931784260, 1763408145585x201322720695875870, 1765399408996x262641226191956400, 1776210729408x448410210135887360, 1775244057768x699511577684581800, 1783629215270x470942340385689600, 1776373432940x530737443814194940, 1754927931120x470668069008822300, 1753909381745x872991521395046100, 1770152894907x464897480736850900, 1747594874125x270237571814453630, 1746938798847x931997689495082400, 1750784029587x963255839088365200, 1747221865162x703532834449508000, 1771545376609x752763268373144000, 1744643921578x315333816253624100, 1750783679107x801419812763124500, 1747163465846x476237095610093000, 1747170561218x640297169073643000, 1751425811600x127124815802215140, 1745273541628x945470626229355500, 1747827548541x313848517899538500, 1777405836126x277715594249416060, 1777921226784x512595595894430850, 1744391553368x301043576290850300, 1764963280733x431041418968701760, 1765991015203x350068785849064760, 1747165674437x491901038958021200, 1776360294100x840938158936498600, 1775058462201x523059865418210800, 1771021914207x198452557005754900, 1744134674881x127285411168640110, 1752182630575x854371423894944000, 1753374338412x209529915103450200, 1750784475796x702583457937545900, 1747864432460x772931238395911000, 1744748222708x779656090283929300, 1745528732739x896561533370513300, 1757437593796x460281345015416640, 1776360466250x658348247885801300, 1771436045389x658317953644361100, 1761762460002x434978052003146300, 1749068120323x412920063824988600, 1768427614253x929508274229176300, 1777042863057x294476376362385400, 1747183179554x540122160625888100, 1747185390251x665604546429507900, 1753135741395x558904608479141570, 1748581534531x956271769254002200, 1751224250248x539537516841198200, 1746467711533x453074785848415400, 1744751205492x235134337285239230, 1781734682517x295026001124971000, 1782146204142x629417106351450200, 1751402056748x637551618886434600, 1749580724532x760028975589297300, 1781791909727x427924501831676600, 1754081360962x724252535884739300, 1753985929691x853149258569598100, 1776552489781x780158200693874000, 1779564452798x328047204556438640, 1748389292320x918627677903932400, 1777321143190x321072500270616060, 1747420152884x437771544876149700, 1779207002005x542183775914824900, 1770943484557x164806709481949200, 1754084205128x675147807630683600, 1766070455303x639821695383855700, 1753982403438x535213824960417500, 1757438153395x416809556103947500, 1758568877707x715638242996164100, 1744740154739x566945822952470660, 1754941249648x796792188496967000, 1746765568691x979794717919274100, 1755621956288x571897163769246900, 1750783674403x491887953737125700, 1764781838221x716772635359430500, 1744157592334x292550965261606100, 1757720364741x595714121363069200, 1759153763139x433792388290277000, 1745533127765x291393362647413700, 1747216018889x770977089491677400, 1763255155587x707008769292458900, 1761919898226x928695665795906700, 1762889659042x996969350831174300, 1781830336957x808577548450478500, 1758120880051x675194275556497400, 1755271286521x378031808974615550, 1765001972595x338020444395840100, 1761762406893x958878656538368500, 1744175271939x575064790204550460, 1753911193017x504194995643152640, 1763672237927x725969385673238800, 1760118921086x941497076227920600, 1764342295066x618134664283571500, 1746843461447x686795565273950000, 1771517879190x523242735258870900, 1772982809798x739419868972941400, 1783603380895x646194509208660700, 1779898672007x583448227567234600",,,,false,,,,,impression
,71001a6d-4bb7-4c88-a29a-859079956764,Health & Wellness,2026-07-10 20:32:07.619000+00:00,ajs-next-1783715527619-41c80f57-7402-4c05-919b-5ac651bd1f1f,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Food%20%26%20Restaurants,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Food%20%26%20Restaurants,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,,,,,,,main_search,,,,,,search
,71001a6d-4bb7-4c88-a29a-859079956764,,2026-07-10 20:31:55.572000+00:00,ajs-next-1783715515572-1949ccd2-0818-41c8-8f57-74021c05919b,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Food%20%26%20Restaurants,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Food%20%26%20Restaurants,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,,,,,,,main_list,true,,,,,impression
,71001a6d-4bb7-4c88-a29a-859079956764,,2026-07-10 20:31:55.880000+00:00,ajs-next-1783715515880-ccd20818-41c8-4f57-b402-1c05919b5ac6,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Food%20%26%20Restaurants,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Food%20%26%20Restaurants,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,,,,"1772982809798x739419868972941400, 1743549178851x847080663521240200, 1751749348389x952656707958261400",,,,false,,,,,impression
,71001a6d-4bb7-4c88-a29a-859079956764,,2026-07-10 20:32:47.980000+00:00,ajs-next-1783715567980-ca7167c9-ac85-41aa-bec8-57a156a38c14,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/business_profile/denver-catholic-counseling-1744740154739x566945822952470660,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/denver-catholic-counseling-1744740154739x566945822952470660,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,,,,1744740154739x566945822952470660,,,,,visit_website,,,,button_click
,71001a6d-4bb7-4c88-a29a-859079956764,Food & Restaurants,2026-07-10 20:31:50.988000+00:00,ajs-next-1783715510988-e915b900-1c22-4b4b-b413-ed70c8524749,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,macOS,,,,,,,,,main_search,,,,,,search
