anonymousId,userId,originalTimestamp,messageId,userAgent,page.path,page.referrer,page.search,page.title,page.url,business_id,sponsored_listing,category,name,path,referrer,search,title,url,category_properties,name_properties,userAgentData.brands,userAgentData.mobile,userAgentData.platform,location,button_name,city,search_text,parish,event_type
b30b03df-844e-4e1c-aa22-e7c36aa5e752,,2026-05-28 23:09:33.513000+00:00,ajs-next-1780009773513-ebaa1527-c9bd-4ffb-83c7-8a19ee15c1c3,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1753374338412x209529915103450200, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1750436264420x989591292213482400, 1770943484557x164806709481949200, 1771436045389x658317953644361100, 1744335958024x226211831616957250",true,,,,,,,,,,,,,,,,,,impression
b30b03df-844e-4e1c-aa22-e7c36aa5e752,,2026-05-28 23:09:17.339000+00:00,ajs-next-1780009757339-32b30b03-df84-4e1e-9c2a-22e7c36aa5e7,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,1747216018889x770977089491677400,,profile,business_profile,/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,profile,business_profile,,,,,,,,,page
b30b03df-844e-4e1c-aa22-e7c36aa5e752,,2026-05-28 23:09:33.051000+00:00,ajs-next-1780009773051-ec6aebaa-1527-49bd-bffb-c3c78a19ee15,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,page
c60116fb-78f4-45bc-a1f2-e5b6eaef6096,,2026-05-28 23:40:44.659000+00:00,ajs-next-1780011644659-6772f2a5-1cca-41e8-a90a-cc45bc351ab4,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,1753374338412x209529915103450200,,profile,business_profile,/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,profile,business_profile,,,,,,,,,page
c60116fb-78f4-45bc-a1f2-e5b6eaef6096,,2026-05-28 23:39:35.281000+00:00,ajs-next-1780011575281-16fb78f4-55bc-41f2-a5b6-eaef6096c5da,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1752717497153x537286585580736960, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1771436045389x658317953644361100, 1744579851707x640487742075829500, 1770943484557x164806709481949200",true,,,,,,,,,,,,,,,,,,impression
c60116fb-78f4-45bc-a1f2-e5b6eaef6096,,2026-05-28 23:39:35.275000+00:00,ajs-next-1780011575275-e2c60116-fb78-4455-bc61-f2e5b6eaef60,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,page
c60116fb-78f4-45bc-a1f2-e5b6eaef6096,,2026-05-28 23:39:35.687000+00:00,ajs-next-1780011575687-78f455bc-61f2-45b6-aaef-6096c5da3169,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1752717497153x537286585580736960, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1771436045389x658317953644361100, 1744579851707x640487742075829500, 1770943484557x164806709481949200",true,,,,,,,,,,,,,,,,,,impression
b30b03df-844e-4e1c-aa22-e7c36aa5e752,,2026-05-29 00:20:35.938000+00:00,ajs-next-1780014035938-9bf73481-c3bd-4067-a3d4-5093ae0557e0,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,page
b30b03df-844e-4e1c-aa22-e7c36aa5e752,,2026-05-29 00:20:36.382000+00:00,ajs-next-1780014036382-3481c3bd-9067-43d4-9093-ae0557e0d7be,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1750436264420x989591292213482400, 1752717497153x537286585580736960, 1771436045389x658317953644361100, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1770943484557x164806709481949200, 1753374338412x209529915103450200, 1744579851707x640487742075829500",true,,,,,,,,,,,,,,,,,,impression
b30b03df-844e-4e1c-aa22-e7c36aa5e752,,2026-05-29 03:41:04.728000+00:00,ajs-next-1780026064728-31289d5d-f293-49c8-b6eb-3869176d4162,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,1747216018889x770977089491677400,,profile,business_profile,/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,profile,business_profile,,,,,,,,,page
401f4071-4f8a-4d26-96e7-2a5389eeb7c3,,2026-05-29 03:46:11.480000+00:00,ajs-next-1780026371480-4f8a0d26-d6e7-4a53-89ee-b7c315756b63,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1750436264420x989591292213482400, 1744335958024x226211831616957250, 1770943484557x164806709481949200, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1771436045389x658317953644361100, 1752717497153x537286585580736960, 1744579851707x640487742075829500",true,,,,,,,,,,,,,,,,,,impression
401f4071-4f8a-4d26-96e7-2a5389eeb7c3,,2026-05-29 03:46:11.175000+00:00,ajs-next-1780026371175-9e401f40-714f-4a0d-a6d6-e72a5389eeb7,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,page
401f4071-4f8a-4d26-96e7-2a5389eeb7c3,,2026-05-29 03:46:11.177000+00:00,ajs-next-1780026371177-40714f8a-0d26-46e7-aa53-89eeb7c31575,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1750436264420x989591292213482400, 1744335958024x226211831616957250, 1770943484557x164806709481949200, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1771436045389x658317953644361100, 1752717497153x537286585580736960, 1744579851707x640487742075829500",true,,,,,,,,,,,,,,,,,,impression
660dd23a-9e94-41cf-b51f-25c61527558f,,2026-05-29 12:47:10.395000+00:00,ajs-next-1780058830395-d23a9e94-91cf-451f-a5c6-1527558f8fc1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,https://www.snucm.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1752717497153x537286585580736960, 1753982403438x535213824960417500, 1771436045389x658317953644361100, 1770943484557x164806709481949200, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1750436264420x989591292213482400, 1744335958024x226211831616957250",true,,,,,,,,,,[],False,,,,,,,impression
660dd23a-9e94-41cf-b51f-25c61527558f,,2026-05-29 12:47:12.041000+00:00,ajs-next-1780058832041-9e9491cf-351f-45c6-9527-558f8fc14445,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,https://www.snucm.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1752717497153x537286585580736960, 1753982403438x535213824960417500, 1771436045389x658317953644361100, 1770943484557x164806709481949200, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1750436264420x989591292213482400, 1744335958024x226211831616957250",true,,,,,,,,,,[],False,,,,,,,impression
660dd23a-9e94-41cf-b51f-25c61527558f,,2026-05-29 12:47:10.375000+00:00,ajs-next-1780058830375-09660dd2-3a9e-4491-8f35-1f25c6152755,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,https://www.snucm.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,https://www.snucm.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,[],False,,,,,,,page
43d6581a-7bfd-4c73-9a54-f8b8147ae4c5,,2026-05-29 17:36:49.570000+00:00,ajs-next-1780076209570-48b5dbfb-32d2-45cf-905c-1c18ec494996,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,macOS,,,,,,page
90ab1ba5-9b5f-45a5-a109-71d29727d60f,,2026-05-29 17:40:34.411000+00:00,ajs-next-1780076434411-5d90ab1b-a59b-4f15-a5e1-0971d29727d6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 15_7_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,page
90ab1ba5-9b5f-45a5-a109-71d29727d60f,,2026-05-29 17:40:34.840000+00:00,ajs-next-1780076434840-9b5f15a5-e109-41d2-9727-d60f5b7fc93a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 15_7_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1752717497153x537286585580736960, 1753982403438x535213824960417500, 1770943484557x164806709481949200, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1750436264420x989591292213482400, 1771436045389x658317953644361100, 1744335958024x226211831616957250",true,,,,,,,,,,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,impression
43d6581a-7bfd-4c73-9a54-f8b8147ae4c5,,2026-05-29 17:36:49.573000+00:00,ajs-next-1780076209573-dbfb32d2-65cf-405c-9c18-ec494996fd77,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1744335958024x226211831616957250, 1770943484557x164806709481949200, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1771436045389x658317953644361100, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1753374338412x209529915103450200",true,,,,,,,,,,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,macOS,,,,,,impression
43d6581a-7bfd-4c73-9a54-f8b8147ae4c5,,2026-05-29 17:36:49.877000+00:00,ajs-next-1780076209877-32d265cf-905c-4c18-ac49-4996fd77f95e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1744335958024x226211831616957250, 1770943484557x164806709481949200, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1771436045389x658317953644361100, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1753374338412x209529915103450200",true,,,,,,,,,,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,macOS,,,,,,impression
90ab1ba5-9b5f-45a5-a109-71d29727d60f,,2026-05-29 17:40:34.444000+00:00,ajs-next-1780076434444-1ba59b5f-15a5-4109-b1d2-9727d60f5b7f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 15_7_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1752717497153x537286585580736960, 1753982403438x535213824960417500, 1770943484557x164806709481949200, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1750436264420x989591292213482400, 1771436045389x658317953644361100, 1744335958024x226211831616957250",true,,,,,,,,,,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,impression
3a598039-3e29-4500-98fe-a16b2884a97e,,2026-05-29 17:42:09.955000+00:00,ajs-next-1780076529955-a63a5980-393e-49e5-8098-fea16b2884a9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.163 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,page
