anonymousId,userId,originalTimestamp,messageId,userAgent,page.path,page.referrer,page.search,page.title,page.url,business_id,sponsored_listing,category,name,path,referrer,search,title,url,category_properties,name_properties,userAgentData.brands,userAgentData.mobile,userAgentData.platform,location,button_name,city,search_text,parish,event_type
3a598039-3e29-4500-98fe-a16b2884a97e,,2026-05-29 17:42:09.964000+00:00,ajs-next-1780076529964-80393e29-e500-48fe-a16b-2884a97ea46b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.163 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1744579851707x640487742075829500, 1770943484557x164806709481949200, 1750436264420x989591292213482400, 1771436045389x658317953644361100, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1752717497153x537286585580736960",true,,,,,,,,,,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,impression
3a598039-3e29-4500-98fe-a16b2884a97e,,2026-05-29 17:42:10.262000+00:00,ajs-next-1780076530262-3e29e500-98fe-416b-a884-a97ea46b3a17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.163 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1744579851707x640487742075829500, 1770943484557x164806709481949200, 1750436264420x989591292213482400, 1771436045389x658317953644361100, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1752717497153x537286585580736960",true,,,,,,,,,,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,impression
d37532a3-0083-4310-bbfa-df9b6c6568d5,,2026-05-29 19:33:11.715000+00:00,ajs-next-1780083191715-80e94eec-f258-47c9-b744-2580f8d9e09d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,true,,,,,,,,,,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,sidebar,,,,,impression
d37532a3-0083-4310-bbfa-df9b6c6568d5,,2026-05-29 19:33:55.505000+00:00,ajs-next-1780083235505-543908f6-3396-4782-8e98-f95330114f81,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"1744579851707x640487742075829500, 1763255155587x707008769292458900, 1744751205492x235134337285239230, 1744398484109x785674167096991400, 1759153763139x433792388290277000, 1747864432460x772931238395911000, 1759423986281x805514757919405700, 1754927931120x470668069008822300, 1775058462201x523059865418210800, 1776552489781x780158200693874000, 1744335958024x226211831616957250, 1746855895334x711816173120128000, 1777042863057x294476376362385400, 1759930025997x126109694575208930, 1754505203290x671062062407191900, 1747216018889x770977089491677400, 1744748222708x779656090283929300, 1745273541628x945470626229355500, 1763148950401x545361905340972600, 1768581853937x610498789092930300, 1749742920378x965836759111504900, 1750783674403x491887953737125700, 1755621956288x571897163769246900, 1755533063776x956164571796881400, 1753911193017x504194995643152640, 1770943484557x164806709481949200, 1751319669665x621437589169731200, 1747398900475x598159844147748100, 1750436264420x989591292213482400, 1763408145585x201322720695875870",false,,,,,,,,,,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,impression
d37532a3-0083-4310-bbfa-df9b6c6568d5,,2026-05-29 19:44:26.851000+00:00,ajs-next-1780083866851-7637de1b-6521-4ed0-ae13-4073837cc65f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,search,,,,button_click
d37532a3-0083-4310-bbfa-df9b6c6568d5,,2026-05-29 19:46:57.001000+00:00,ajs-next-1780084017001-6bd94604-5df9-48d5-939a-9c179705f57a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,,,,,,,,,,Other,,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,main_search,,,,,search
d37532a3-0083-4310-bbfa-df9b6c6568d5,,2026-05-29 19:47:22.394000+00:00,ajs-next-1780084042394-51533831-1199-43e0-9678-78ff09ead6c6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/business_profile/call-of-the-wild-1758120880051x675194275556497400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/call-of-the-wild-1758120880051x675194275556497400,1758120880051x675194275556497400,,profile,business_profile,/business_profile/call-of-the-wild-1758120880051x675194275556497400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/call-of-the-wild-1758120880051x675194275556497400,profile,business_profile,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,page
d37532a3-0083-4310-bbfa-df9b6c6568d5,,2026-05-29 19:33:02.226000+00:00,ajs-next-1780083182226-58d0d504-265d-4a1d-b182-861bbae8965d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,page
d37532a3-0083-4310-bbfa-df9b6c6568d5,,2026-05-29 19:33:54.577000+00:00,ajs-next-1780083234577-2580f8d9-e09d-4439-88f6-339617820e98,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,page
d37532a3-0083-4310-bbfa-df9b6c6568d5,,2026-05-29 19:44:27.478000+00:00,ajs-next-1780083867478-65215ed0-2e13-4073-837c-c65f6ef01def,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Food%20%26%20Restaurants,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Food%20%26%20Restaurants,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Food%20%26%20Restaurants,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Food%20%26%20Restaurants,search,search,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,page
d37532a3-0083-4310-bbfa-df9b6c6568d5,,2026-05-29 19:45:59.163000+00:00,ajs-next-1780083959163-1def3999-4a82-44e2-9328-9ec5e2e6a373,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"1763255155587x707008769292458900, 1744398484109x785674167096991400, 1747864432460x772931238395911000, 1776552489781x780158200693874000, 1755621956288x571897163769246900, 1751319669665x621437589169731200, 1759930025997x126109694575208930, 1768581853937x610498789092930300, 1744335958024x226211831616957250, 1759423986281x805514757919405700, 1777042863057x294476376362385400, 1759153763139x433792388290277000, 1747216018889x770977089491677400, 1763148950401x545361905340972600, 1753911193017x504194995643152640, 1744579851707x640487742075829500, 1746855895334x711816173120128000, 1744751205492x235134337285239230, 1754927931120x470668069008822300, 1749742920378x965836759111504900, 1763408145585x201322720695875870, 1770943484557x164806709481949200, 1750783674403x491887953737125700, 1750436264420x989591292213482400, 1745273541628x945470626229355500, 1744748222708x779656090283929300, 1747398900475x598159844147748100, 1775058462201x523059865418210800, 1754505203290x671062062407191900, 1755533063776x956164571796881400",false,,,,,,,,,,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,impression
d37532a3-0083-4310-bbfa-df9b6c6568d5,,2026-05-29 19:33:53.951000+00:00,ajs-next-1780083233951-97c93744-2580-48d9-a09d-543908f63396,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,search,,,,button_click
