originalTimestamp,name,userId,category,anonymousId,messageId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,city,search_text,location,parish,button_name,sponsored_listing,event_type
2025-12-16 00:10:59.974000+00:00,how_it_works,,how_it_works,9a474df0-3e8b-4a9f-8c0f-108e8b751c93,ajs-next-1765843859974-0b9a474d-f03e-4b6a-9f8c-0f108e8b751c,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1764229440899x180613616156907200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1764229440899x180613616156907200,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/how_it_works/1764229440899x180613616156907200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1764229440899x180613616156907200,how_it_works,how_it_works,,,,,,,,page
2025-12-16 00:20:12.753000+00:00,how_it_works,,how_it_works,e2d51a76-522e-4d0d-b4ad-aeb5c6c5f428,ajs-next-1765844412753-dbe2d51a-7652-4e2d-8db4-adaeb5c6c5f4,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763737129596x928816138933642000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763737129596x928816138933642000,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/how_it_works/1763737129596x928816138933642000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763737129596x928816138933642000,how_it_works,how_it_works,,,,,,,,page
2025-12-16 05:55:56.574000+00:00,how_it_works,,how_it_works,24a1a433-b386-40c2-b05c-d92bc3f23f9a,ajs-next-1765864556574-c424a1a4-33b3-4660-8270-5cd92bc3f23f,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/longbowman-services-llc-1765399408996x262641226191956400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/longbowman-services-llc-1765399408996x262641226191956400,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/how_it_works/longbowman-services-llc-1765399408996x262641226191956400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/longbowman-services-llc-1765399408996x262641226191956400,how_it_works,how_it_works,,,,,,,,page
2025-12-16 06:16:31.844000+00:00,about_us,,about_us,7e6b0e61-53c8-4d72-8a8b-dbd481aab49e,ajs-next-1765865791844-467e6b0e-6153-481d-b24a-8bdbd481aab4,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1764622217878x501918840369745400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1764622217878x501918840369745400,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/about_us/1764622217878x501918840369745400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1764622217878x501918840369745400,about_us,about_us,,,,,,,,page
2025-12-16 11:06:04.012000+00:00,about_us,,about_us,5486e076-a200-4c9c-91f7-2d9e6d77ea01,ajs-next-1765883164012-af5486e0-76a2-407c-9c11-f72d9e6d77ea,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1765086255331x432472227621929500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1765086255331x432472227621929500,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/about_us/1765086255331x432472227621929500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1765086255331x432472227621929500,about_us,about_us,,,,,,,,page
2025-12-16 17:46:10.602000+00:00,business_profile,,profile,d7362f93-4129-45db-b46b-7011344ec6ac,ajs-next-1765907170602-86d7362f-9341-4965-9bf4-6b7011344ec6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/business_profile/brendan-moran-the-irish-realtor-1744737250347x219277345743008400,https://www.google.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/brendan-moran-the-irish-realtor-1744737250347x219277345743008400,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/business_profile/brendan-moran-the-irish-realtor-1744737250347x219277345743008400,https://www.google.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/brendan-moran-the-irish-realtor-1744737250347x219277345743008400,profile,business_profile,1744737250347x219277345743008400,,,,,,,page
2025-12-16 17:55:50.915000+00:00,search,,search,de9d0d03-42ce-4e34-bba7-92eb09ad3457,ajs-next-1765907750915-abe44465-3bd9-451c-b1e1-bd6a91df7760,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,search,search,,,,,,,,page
2025-12-16 18:19:30.494000+00:00,,,,b1931b92-2597-4075-bb8c-5fa879366c23,ajs-next-1765909170494-4a04da96-b4b9-43e4-9ef5-bab8bc5aa687,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,macOS,,,,,,Food & Restaurants,,,,,main_search,,,,search
2025-12-16 17:52:23.617000+00:00,,,,d7362f93-4129-45db-b46b-7011344ec6ac,ajs-next-1765907543617-2f934129-65db-446b-b011-344ec6acda96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/business_profile/brendan-moran-the-irish-realtor-1744737250347x219277345743008400,https://www.google.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/brendan-moran-the-irish-realtor-1744737250347x219277345743008400,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,1744737250347x219277345743008400,,,,,visit_website,,button_click
2025-12-16 17:56:08.160000+00:00,,,,de9d0d03-42ce-4e34-bba7-92eb09ad3457,ajs-next-1765907768160-b1e1bd6a-91df-4760-a5d7-e8fad864b3a9,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,,,,,search,,button_click
