category,name,userId,originalTimestamp,anonymousId,messageId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,button_name,city,search_text,location,parish,event_type
search,search,,2025-10-27 17:53:28.040000+00:00,d30c121c-b0b8-4a5c-be46-1fe690c9ef6a,ajs-next-1761587608040-748bee55-0731-4112-bc39-4d60ff78dc37,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Solomon&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Solomon&category=,,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=Solomon&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Solomon&category=,search,search,,,,,,,,page
,,,2025-10-27 18:36:08.041000+00:00,d30c121c-b0b8-4a5c-be46-1fe690c9ef6a,ajs-next-1761590168041-ecdadba2-e5a3-4d61-ae85-ede2f110792e,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,true,,,,sidebar,,impression
,,,2025-10-27 17:53:49.590000+00:00,d30c121c-b0b8-4a5c-be46-1fe690c9ef6a,ajs-next-1761587629590-5b87c6e0-3cb5-4f97-988f-4b22c2d68373,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Guitar&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Guitar&category=,,,,,,,,,,,1743547621069x279645472884266780,true,,,,main_list,,impression
,,,2025-10-27 17:54:50.451000+00:00,d30c121c-b0b8-4a5c-be46-1fe690c9ef6a,ajs-next-1761587690451-d5219628-6b32-45ac-a39f-c393dd35fb7f,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/business_profile/wild-goose-music-1750436264420x989591292213482400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/wild-goose-music-1750436264420x989591292213482400,,,,,,,,,,,1750436264420x989591292213482400,,visit_website,,,,,button_click
dashboard,dashboard,,2025-10-27 18:17:00.193000+00:00,7970244d-1ebf-4798-b259-b7f9d7bdf85b,ajs-next-1761589020193-62797024-4d1e-4fc7-9832-59b7f9d7bdf8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,dashboard,dashboard,1761589020446x476871514461143040,,,,,,,page
,,,2025-10-27 18:35:51.917000+00:00,d30c121c-b0b8-4a5c-be46-1fe690c9ef6a,ajs-next-1761590151917-06e90808-59d8-4d01-997e-a7f27579ed4d,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1743549178851x847080663521240200, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1743547621069x279645472884266780, 1744335958024x226211831616957250, 1753982403438x535213824960417500",true,,,,,,impression
,,,2025-10-27 18:36:06.117000+00:00,d30c121c-b0b8-4a5c-be46-1fe690c9ef6a,ajs-next-1761590166117-080859d8-4d01-497e-a7f2-7579ed4d3e85,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,search,,,,,button_click
search,search,,2025-10-27 18:36:07.738000+00:00,d30c121c-b0b8-4a5c-be46-1fe690c9ef6a,ajs-next-1761590167738-6dd3ecda-dba2-45a3-8d61-ae85ede2f110,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,,,,,page
,,,2025-10-27 18:36:08.656000+00:00,d30c121c-b0b8-4a5c-be46-1fe690c9ef6a,ajs-next-1761590168656-e5a38d61-ae85-4de2-b110-792e97fcabe3,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,"1749742920378x965836759111504900, 1744398484109x785674167096991400, 1744579851707x640487742075829500, 1754505203290x671062062407191900, 1744748222708x779656090283929300, 1753911193017x504194995643152640, 1747864432460x772931238395911000, 1747398900475x598159844147748100, 1755621956288x571897163769246900, 1754927931120x470668069008822300, 1747216018889x770977089491677400, 1750783674403x491887953737125700, 1744335958024x226211831616957250, 1755533063776x956164571796881400, 1744751205492x235134337285239230, 1759423986281x805514757919405700, 1745273541628x945470626229355500, 1746855895334x711816173120128000, 1759153763139x433792388290277000, 1751319669665x621437589169731200",false,,,,,,impression
,,,2025-10-27 18:36:08.348000+00:00,d30c121c-b0b8-4a5c-be46-1fe690c9ef6a,ajs-next-1761590168348-dba2e5a3-8d61-4e85-ade2-f110792e97fc,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,1744579851707x640487742075829500,true,,,,main_list,,impression
,,,2025-10-27 19:32:40.370000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593560370-a4e9ebe4-1200-4f9f-a1d5-801bd4dd7587,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1743549178851x847080663521240200, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1752717497153x537286585580736960",true,,,,,,impression
index,index,,2025-10-27 18:46:24.659000+00:00,6601f69a-ddae-4aa2-b461-a855d238a005,ajs-next-1761590784659-b86601f6-9add-4e8a-a234-61a855d238a0,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,page
,,,2025-10-27 18:46:25.878000+00:00,6601f69a-ddae-4aa2-b461-a855d238a005,ajs-next-1761590785878-f69addae-8aa2-4461-a855-d238a0054411,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1753374338412x209529915103450200, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1744579851707x640487742075829500, 1750436264420x989591292213482400",true,,,,,,impression
Home Services,,,2025-10-27 19:32:49.541000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593569541-12006f9f-21d5-401b-94dd-75873ad2f11c,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,,,,search
,,,2025-10-27 18:46:25.885000+00:00,6601f69a-ddae-4aa2-b461-a855d238a005,ajs-next-1761590785885-ddae8aa2-3461-4855-9238-a0054411ae2d,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1753374338412x209529915103450200, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1744579851707x640487742075829500, 1750436264420x989591292213482400",true,,,,,,impression
,,,2025-10-27 19:35:17.413000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593717413-c76361c8-7416-4cc0-9283-26b8de79f6e0,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,"1747864432460x772931238395911000, 1750783674403x491887953737125700, 1755621956288x571897163769246900, 1746855895334x711816173120128000, 1744398484109x785674167096991400, 1744748222708x779656090283929300, 1744751205492x235134337285239230, 1755533063776x956164571796881400, 1754927931120x470668069008822300, 1747398900475x598159844147748100, 1749742920378x965836759111504900, 1759153763139x433792388290277000, 1759423986281x805514757919405700, 1745273541628x945470626229355500, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1753911193017x504194995643152640, 1751319669665x621437589169731200, 1747216018889x770977089491677400, 1754505203290x671062062407191900",false,,,,,,impression
search,search,,2025-10-27 19:32:53.665000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593573665-a445cec0-e463-40ce-9fdb-87fe1ce8024e,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,,,,,page
profile,business_profile,,2025-10-27 19:33:00.874000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593580874-e173ccfc-8a38-4d79-83b3-98d4bbf627ae,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/business_profile/roof-technologies-llc-1744579851707x640487742075829500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,,/business_profile/roof-technologies-llc-1744579851707x640487742075829500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,profile,business_profile,1744579851707x640487742075829500,,,,,,,page
how_it_works,how_it_works,,2025-10-27 19:36:00.501000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593760501-18c4a8ed-ef7f-4d8e-8b0b-42b034e3c269,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/how_it_works/1761593554893x420724997355780300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1761593554893x420724997355780300,,,,/how_it_works/1761593554893x420724997355780300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1761593554893x420724997355780300,how_it_works,how_it_works,,,,,,,,page
,,,2025-10-27 19:32:54.855000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593574855-c0ce9fdb-87fe-4ce8-824e-414ebd900c43,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,"1749742920378x965836759111504900, 1759423986281x805514757919405700, 1744398484109x785674167096991400, 1755621956288x571897163769246900, 1754927931120x470668069008822300, 1751319669665x621437589169731200, 1747864432460x772931238395911000, 1750783674403x491887953737125700, 1759153763139x433792388290277000, 1744335958024x226211831616957250, 1744751205492x235134337285239230, 1745273541628x945470626229355500, 1753911193017x504194995643152640, 1754505203290x671062062407191900, 1744748222708x779656090283929300, 1746855895334x711816173120128000, 1747216018889x770977089491677400, 1747398900475x598159844147748100, 1744579851707x640487742075829500, 1755533063776x956164571796881400",false,,,,,,impression
,,,2025-10-27 19:35:17.021000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593717021-41800d05-5cad-4763-a1c8-74164cc0d283,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,1744335958024x226211831616957250,true,,,,main_list,,impression
,,,2025-10-27 19:35:16.714000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593716714-967bdd1e-4180-4d05-9cad-c76361c87416,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,true,,,,sidebar,,impression
,,,2025-10-27 19:32:58.636000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593578636-9fdb87fe-1ce8-424e-814e-bd900c4386f8,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,1744579851707x640487742075829500,true,more_info,,,main_sponsor,,button_click
,,,2025-10-27 19:35:17.332000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593717332-5cadc763-61c8-4416-8cc0-d28326b8de79,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,"1747864432460x772931238395911000, 1750783674403x491887953737125700, 1755621956288x571897163769246900, 1746855895334x711816173120128000, 1744398484109x785674167096991400, 1744748222708x779656090283929300, 1744751205492x235134337285239230, 1755533063776x956164571796881400, 1754927931120x470668069008822300, 1747398900475x598159844147748100, 1749742920378x965836759111504900, 1759153763139x433792388290277000, 1759423986281x805514757919405700, 1745273541628x945470626229355500, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1753911193017x504194995643152640, 1751319669665x621437589169731200, 1747216018889x770977089491677400, 1754505203290x671062062407191900",false,,,,,,impression
,,,2025-10-27 19:32:39.736000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593559736-2d5ea4e9-ebe4-4200-af9f-21d5801bd4dd,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1743549178851x847080663521240200, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1752717497153x537286585580736960",true,,,,,,impression
,,,2025-10-27 19:32:49.234000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593569234-ebe41200-6f9f-41d5-801b-d4dd75873ad2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,search,,,,,button_click
,,,2025-10-27 19:35:16.801000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593716801-dd1e4180-0d05-4cad-8763-61c874164cc0,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,true,,,,sidebar,,impression
index,index,,2025-10-27 19:32:39.728000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593559728-47b6cf2d-5ea4-49eb-a412-006f9f21d580,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,page
,,,2025-10-27 19:35:17.106000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593717106-0d055cad-c763-41c8-b416-4cc0d28326b8,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,1744335958024x226211831616957250,true,,,,main_list,,impression
search,search,,2025-10-27 19:35:16.208000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593716208-d53f967b-dd1e-4180-8d05-5cadc76361c8,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,,,,,page
,,,2025-10-27 19:32:53.970000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593573970-cec0e463-c0ce-4fdb-87fe-1ce8024e414e,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,true,,,,sidebar,,impression
,,,2025-10-27 19:33:16.735000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593596735-ccfc8a38-bd79-43b3-98d4-bbf627ae8f70,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/business_profile/roof-technologies-llc-1744579851707x640487742075829500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,,,,,,,,,1744579851707x640487742075829500,,visit_website,,,,,button_click
,,,2025-10-27 19:32:54.275000+00:00,b6cf2d5e-a4e9-4be4-9200-6f9f21d5801b,ajs-next-1761593574275-e463c0ce-9fdb-47fe-9ce8-024e414ebd90,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,1744579851707x640487742075829500,true,,,,main_list,,impression
,,,2025-10-27 20:01:58.511000+00:00,556cb754-6dae-43f6-b119-02434c9b77e9,ajs-next-1761595318511-b7546dae-03f6-4119-8243-4c9b77e95ef5,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'HeadlessChrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,,,"1750436264420x989591292213482400, 1753982403438x535213824960417500, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1753374338412x209529915103450200",true,,,,,,impression
,,,2025-10-27 21:46:10.669000+00:00,d30c121c-b0b8-4a5c-be46-1fe690c9ef6a,ajs-next-1761601570669-aa69fca8-ab46-40e7-8e54-351a4af7ce80,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,"1744335958024x226211831616957250, 1744748222708x779656090283929300, 1745273541628x945470626229355500, 1744579851707x640487742075829500, 1759153763139x433792388290277000, 1755533063776x956164571796881400, 1750783674403x491887953737125700, 1753911193017x504194995643152640, 1754927931120x470668069008822300, 1759423986281x805514757919405700, 1751319669665x621437589169731200, 1747398900475x598159844147748100, 1747216018889x770977089491677400, 1746855895334x711816173120128000, 1747864432460x772931238395911000, 1754505203290x671062062407191900, 1755621956288x571897163769246900, 1749742920378x965836759111504900, 1744751205492x235134337285239230, 1744398484109x785674167096991400",false,,,,,,impression
,,,2025-10-27 21:46:10.363000+00:00,d30c121c-b0b8-4a5c-be46-1fe690c9ef6a,ajs-next-1761601570363-d93daa69-fca8-4b46-b0e7-ce54351a4af7,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,1744579851707x640487742075829500,true,,,,main_list,,impression
search,search,,2025-10-27 21:46:09.756000+00:00,d30c121c-b0b8-4a5c-be46-1fe690c9ef6a,ajs-next-1761601569756-1c0d20b6-d93d-4a69-bca8-ab4670e7ce54,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,,,,,page
,,,2025-10-27 21:46:10.060000+00:00,d30c121c-b0b8-4a5c-be46-1fe690c9ef6a,ajs-next-1761601570061-20b6d93d-aa69-4ca8-ab46-70e7ce54351a,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,true,,,,sidebar,,impression
