userId,messageId,originalTimestamp,anonymousId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,business_id,sponsored_listing,name,category,path,referrer,search,title,url,category_properties,name_properties,location,city,search_text,parish,button_name,event_type
,ajs-next-1781395867665-2f5278ed-cd3a-41c4-8a53-e98bd260f6a9,2026-06-14 00:11:07.665000+00:00,a3a72f52-78ed-4d3a-81c4-8a53e98bd260,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.5938.132 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,"1744579851707x640487742075829500, 1753374338412x209529915103450200, 1771436045389x658317953644361100, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1752717497153x537286585580736960, 1750436264420x989591292213482400, 1770943484557x164806709481949200",true,,,,,,,,,,,,,,,impression
,ajs-next-1781395868131-78edcd3a-c1c4-4a53-a98b-d260f6a98bcf,2026-06-14 00:11:08.131000+00:00,a3a72f52-78ed-4d3a-81c4-8a53e98bd260,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.5938.132 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,"1744579851707x640487742075829500, 1753374338412x209529915103450200, 1771436045389x658317953644361100, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1752717497153x537286585580736960, 1750436264420x989591292213482400, 1770943484557x164806709481949200",true,,,,,,,,,,,,,,,impression
,ajs-next-1781395867658-b9a3a72f-5278-4dcd-bac1-c48a53e98bd2,2026-06-14 00:11:07.658000+00:00,a3a72f52-78ed-4d3a-81c4-8a53e98bd260,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.5938.132 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
,ajs-next-1781413677593-f1d47b84-031f-43ff-b458-3c0f7dc7f764,2026-06-14 05:07:57.593000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,"1755621956288x571897163769246900, 1754927931120x470668069008822300, 1770943484557x164806709481949200, 1754505203290x671062062407191900, 1775058462201x523059865418210800, 1746855895334x711816173120128000, 1755533063776x956164571796881400, 1763255155587x707008769292458900, 1744579851707x640487742075829500, 1768581853937x610498789092930300, 1750783674403x491887953737125700, 1745273541628x945470626229355500, 1751319669665x621437589169731200, 1763148950401x545361905340972600, 1747216018889x770977089491677400, 1750436264420x989591292213482400, 1777042863057x294476376362385400, 1759930025997x126109694575208930, 1749742920378x965836759111504900, 1744335958024x226211831616957250, 1753911193017x504194995643152640, 1763408145585x201322720695875870, 1747398900475x598159844147748100, 1776552489781x780158200693874000, 1744398484109x785674167096991400, 1744751205492x235134337285239230, 1747864432460x772931238395911000, 1759153763139x433792388290277000, 1759423986281x805514757919405700, 1744748222708x779656090283929300",false,,,,,,,,,,,,,,,impression
,ajs-next-1781414284451-3a0ed6c7-78ff-4873-9954-ecb8b6f8ad58,2026-06-14 05:18:04.451000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,true,,,,,,,,,,sidebar,,,,,impression
,ajs-next-1781413680393-031f03ff-b458-4c0f-bdc7-f764bb693a45,2026-06-14 05:08:00.393000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,Home Services,,,,,,,,main_search,,,,,search
,ajs-next-1781413889963-8c985694-9afe-4d1d-99ee-e8f578bcd378,2026-06-14 05:11:29.963000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/business_profile/portam-interiors-1753911193017x504194995643152640,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/portam-interiors-1753911193017x504194995643152640,,,,1753911193017x504194995643152640,,business_profile,profile,/business_profile/portam-interiors-1753911193017x504194995643152640,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/portam-interiors-1753911193017x504194995643152640,profile,business_profile,,,,,,page
,ajs-next-1781414285067-78ff3873-5954-4cb8-b6f8-ad58d7856f38,2026-06-14 05:18:05.067000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,"1777042863057x294476376362385400, 1759423986281x805514757919405700, 1770943484557x164806709481949200, 1744751205492x235134337285239230, 1747864432460x772931238395911000, 1746855895334x711816173120128000, 1755621956288x571897163769246900, 1750436264420x989591292213482400, 1750783674403x491887953737125700, 1759153763139x433792388290277000, 1744579851707x640487742075829500, 1754927931120x470668069008822300, 1744335958024x226211831616957250, 1747398900475x598159844147748100, 1744398484109x785674167096991400, 1763255155587x707008769292458900, 1759930025997x126109694575208930, 1768581853937x610498789092930300, 1744748222708x779656090283929300, 1755533063776x956164571796881400, 1763408145585x201322720695875870, 1751319669665x621437589169731200, 1776552489781x780158200693874000, 1753911193017x504194995643152640, 1763148950401x545361905340972600, 1754505203290x671062062407191900, 1745273541628x945470626229355500, 1747216018889x770977089491677400, 1749742920378x965836759111504900, 1775058462201x523059865418210800",false,,,,,,,,,,,,,,,impression
,ajs-next-1781413676978-078904e9-f1d4-4b84-831f-03ffb4583c0f,2026-06-14 05:07:56.978000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,true,,,,,,,,,,sidebar,,,,,impression
,ajs-next-1781413973016-e3b2f9db-97e8-4191-b7e1-b9cf24d7d0c2,2026-06-14 05:12:53.016000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/business_profile/roof-technologies-llc-1744579851707x640487742075829500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,,1744579851707x640487742075829500,,business_profile,profile,/business_profile/roof-technologies-llc-1744579851707x640487742075829500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,profile,business_profile,,,,,,page
,ajs-next-1781413706365-cecfb76d-a945-4d0b-907c-c9ff4f3cb3e5,2026-06-14 05:08:26.365000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,1750436264420x989591292213482400,true,,,,,,,,,,main_list,,,,,impression
,ajs-next-1781413706671-b76da945-bd0b-407c-89ff-4f3cb3e5fbd5,2026-06-14 05:08:26.671000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,"1750436264420x989591292213482400, 1744748222708x779656090283929300, 1744579851707x640487742075829500, 1759930025997x126109694575208930, 1747216018889x770977089491677400, 1746855895334x711816173120128000, 1755621956288x571897163769246900, 1753911193017x504194995643152640, 1747864432460x772931238395911000, 1754505203290x671062062407191900, 1777042863057x294476376362385400, 1747398900475x598159844147748100, 1745273541628x945470626229355500, 1744751205492x235134337285239230, 1755533063776x956164571796881400, 1744335958024x226211831616957250, 1768581853937x610498789092930300, 1763408145585x201322720695875870, 1775058462201x523059865418210800, 1763255155587x707008769292458900, 1763148950401x545361905340972600, 1750783674403x491887953737125700, 1776552489781x780158200693874000, 1759423986281x805514757919405700, 1770943484557x164806709481949200, 1751319669665x621437589169731200, 1744398484109x785674167096991400, 1749742920378x965836759111504900, 1759153763139x433792388290277000, 1754927931120x470668069008822300",false,,,,,,,,,,,,,,,impression
,ajs-next-1781413967266-01c52dfd-5685-463b-b26e-c66c60198dbd,2026-06-14 05:12:47.266000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,true,,,,,,,,,,sidebar,,,,,impression
,ajs-next-1781413895336-56949afe-ad1d-49ee-a8f5-78bcd3781af7,2026-06-14 05:11:35.336000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/business_profile/portam-interiors-1753911193017x504194995643152640,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/portam-interiors-1753911193017x504194995643152640,,,,1753911193017x504194995643152640,,,,,,,,,,,,,,,visit_website,button_click
,ajs-next-1781414352485-f605e69f-2cb7-4475-91d6-417d7f43f139,2026-06-14 05:19:12.485000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/business_profile/treeline-roofing--construction-1763408145585x201322720695875870,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/treeline-roofing--construction-1763408145585x201322720695875870,,,,1763408145585x201322720695875870,,business_profile,profile,/business_profile/treeline-roofing--construction-1763408145585x201322720695875870,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/treeline-roofing--construction-1763408145585x201322720695875870,profile,business_profile,,,,,,page
,ajs-next-1781414392098-0a641bd9-1974-440f-8c3e-24d7eee79e9a,2026-06-14 05:19:52.098000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,"1744748222708x779656090283929300, 1768581853937x610498789092930300, 1750436264420x989591292213482400, 1759423986281x805514757919405700, 1746855895334x711816173120128000, 1750783674403x491887953737125700, 1777042863057x294476376362385400, 1759153763139x433792388290277000, 1747216018889x770977089491677400, 1753911193017x504194995643152640, 1744579851707x640487742075829500, 1744398484109x785674167096991400, 1770943484557x164806709481949200, 1759930025997x126109694575208930, 1763408145585x201322720695875870, 1754505203290x671062062407191900, 1747864432460x772931238395911000, 1755621956288x571897163769246900, 1763255155587x707008769292458900, 1755533063776x956164571796881400, 1749742920378x965836759111504900, 1763148950401x545361905340972600, 1747398900475x598159844147748100, 1745273541628x945470626229355500, 1754927931120x470668069008822300, 1751319669665x621437589169731200, 1776552489781x780158200693874000, 1744335958024x226211831616957250, 1775058462201x523059865418210800, 1744751205492x235134337285239230",false,,,,,,,,,,,,,,,impression
,ajs-next-1781413677283-04e9f1d4-7b84-431f-83ff-b4583c0f7dc7,2026-06-14 05:07:57.283000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,1770943484557x164806709481949200,true,,,,,,,,,,main_list,,,,,impression
,ajs-next-1781413966067-671601c5-2dfd-4685-a63b-326ec66c6019,2026-06-14 05:12:46.067000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,search,search,/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,,,page
,ajs-next-1781413759776-e60e3e7c-aeba-43d7-b815-08cd6c99df77,2026-06-14 05:09:19.776000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/business_profile/grants-handy-work-1747398900475x598159844147748100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/grants-handy-work-1747398900475x598159844147748100,,,,1747398900475x598159844147748100,,business_profile,profile,/business_profile/grants-handy-work-1747398900475x598159844147748100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/grants-handy-work-1747398900475x598159844147748100,profile,business_profile,,,,,,page
,ajs-next-1781413874624-6953170b-5013-423d-a002-1c5132c26ab7,2026-06-14 05:11:14.624000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,search,search,/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,,,page
,ajs-next-1781413875088-170b5013-b23d-4002-9c51-32c26ab7a73d,2026-06-14 05:11:15.088000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,true,,,,,,,,,,sidebar,,,,,impression
,ajs-next-1781413875704-b23d2002-1c51-42c2-aab7-a73df852e9fb,2026-06-14 05:11:15.704000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,"1747216018889x770977089491677400, 1749742920378x965836759111504900, 1763255155587x707008769292458900, 1777042863057x294476376362385400, 1744751205492x235134337285239230, 1744748222708x779656090283929300, 1759153763139x433792388290277000, 1759423986281x805514757919405700, 1746855895334x711816173120128000, 1776552489781x780158200693874000, 1747398900475x598159844147748100, 1753911193017x504194995643152640, 1770943484557x164806709481949200, 1744579851707x640487742075829500, 1750436264420x989591292213482400, 1755533063776x956164571796881400, 1754927931120x470668069008822300, 1750783674403x491887953737125700, 1751319669665x621437589169731200, 1763408145585x201322720695875870, 1744335958024x226211831616957250, 1747864432460x772931238395911000, 1763148950401x545361905340972600, 1745273541628x945470626229355500, 1768581853937x610498789092930300, 1744398484109x785674167096991400, 1759930025997x126109694575208930, 1775058462201x523059865418210800, 1754505203290x671062062407191900, 1755621956288x571897163769246900",false,,,,,,,,,,,,,,,impression
,ajs-next-1781413967965-2dfd5685-663b-426e-866c-60198dbdab3f,2026-06-14 05:12:47.965000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,1770943484557x164806709481949200,true,,,,,,,,,,main_list,,,,,impression
,ajs-next-1781414271484-a9dac352-8f33-4f41-bc70-bdbacf14cc6d,2026-06-14 05:17:51.484000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,search,search,/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,,,page
,ajs-next-1781414272164-8f334f41-bc70-4dba-8f14-cc6d33690e0f,2026-06-14 05:17:52.164000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,1744579851707x640487742075829500,true,,,,,,,,,,main_list,,,,,impression
,ajs-next-1781413706056-450bcecf-b76d-4945-bd0b-907cc9ff4f3c,2026-06-14 05:08:26.056000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,true,,,,,,,,,,sidebar,,,,,impression
,ajs-next-1781414284758-d6c778ff-3873-4954-acb8-b6f8ad58d785,2026-06-14 05:18:04.758000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,1744335958024x226211831616957250,true,,,,,,,,,,main_list,,,,,impression
,ajs-next-1781413970196-c66c6019-8dbd-4b3f-aed1-3fb00eb0d570,2026-06-14 05:12:50.196000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,1744579851707x640487742075829500,false,,,,,,,,,,,,,,more_info_text,button_click
,ajs-next-1781413700855-b1179aae-da08-42a8-bc6b-0ec586f21665,2026-06-14 05:08:20.855000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/business_profile/roof-technologies-llc-1744579851707x640487742075829500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,,1744579851707x640487742075829500,,business_profile,profile,/business_profile/roof-technologies-llc-1744579851707x640487742075829500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,profile,business_profile,,,,,,page
,ajs-next-1781413676636-8eec0789-04e9-41d4-bb84-031f03ffb458,2026-06-14 05:07:56.636000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,search,search,/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,,,page
,ajs-next-1781413875395-5013b23d-2002-4c51-b2c2-6ab7a73df852,2026-06-14 05:11:15.395000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,1770943484557x164806709481949200,true,,,,,,,,,,main_list,,,,,impression
,ajs-next-1781413925936-04c8d209-e868-4a1c-b931-e2ca82815c9e,2026-06-14 05:12:05.936000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,search,search,/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,,,page
,ajs-next-1781413968008-5685663b-326e-466c-a019-8dbdab3f2ed1,2026-06-14 05:12:48.008000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,1770943484557x164806709481949200,true,,,,,,,,,,main_list,,,,,impression
,ajs-next-1781413968324-326ec66c-6019-4dbd-ab3f-2ed13fb00eb0,2026-06-14 05:12:48.324000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,"1776552489781x780158200693874000, 1744579851707x640487742075829500, 1763255155587x707008769292458900, 1777042863057x294476376362385400, 1770943484557x164806709481949200, 1750436264420x989591292213482400, 1744335958024x226211831616957250, 1759930025997x126109694575208930, 1744751205492x235134337285239230, 1747398900475x598159844147748100, 1744398484109x785674167096991400, 1747864432460x772931238395911000, 1763408145585x201322720695875870, 1747216018889x770977089491677400, 1763148950401x545361905340972600, 1755621956288x571897163769246900, 1759423986281x805514757919405700, 1775058462201x523059865418210800, 1746855895334x711816173120128000, 1745273541628x945470626229355500, 1749742920378x965836759111504900, 1750783674403x491887953737125700, 1754505203290x671062062407191900, 1744748222708x779656090283929300, 1754927931120x470668069008822300, 1755533063776x956164571796881400, 1759153763139x433792388290277000, 1751319669665x621437589169731200, 1768581853937x610498789092930300, 1753911193017x504194995643152640",false,,,,,,,,,,,,,,,impression
,ajs-next-1781414391169-5a412261-6985-4a64-9bd9-1974840f8c3e,2026-06-14 05:19:51.169000+00:00,6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,search,search,/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,,,page
