userId,anonymousId,originalTimestamp,messageId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,business_id,sponsored_listing,location,category,name,path,referrer,search,title,url,category_properties,name_properties,city,search_text,parish,button_name,event_type
,f2814c20-987d-4277-b0be-ec365afe2fcd,2026-05-17 23:56:24.338000+00:00,ajs-next-1779062184338-70beec36-5afe-4fcd-99b1-0fab96c8f9bd,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",True,Android,,,,,,,,,,,,,,Gym,,,search
,f2814c20-987d-4277-b0be-ec365afe2fcd,2026-05-17 23:56:33.318000+00:00,ajs-next-1779062193318-20e6e193-f6dc-40cc-a9fa-c976f37e9482,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Gym&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Gym&category=Health%20%26%20Wellness,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",True,Android,1761930377989x951815782791809400,false,,,,,,,,,,,,,,,impression
,f2814c20-987d-4277-b0be-ec365afe2fcd,2026-05-17 23:56:24.032000+00:00,ajs-next-1779062184032-e27770be-ec36-4afe-afcd-d9b10fab96c8,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",True,Android,,,,,,,,,,,,,,,,search,button_click
,f2814c20-987d-4277-b0be-ec365afe2fcd,2026-05-17 23:56:17.053000+00:00,ajs-next-1779062177053-4c20987d-e277-40be-ac36-5afe2fcdd9b1,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",True,Android,"1771436045389x658317953644361100, 1753374338412x209529915103450200, 1770943484557x164806709481949200, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1752717497153x537286585580736960, 1750436264420x989591292213482400, 1744335958024x226211831616957250, 1751744301621x758526182685981300",true,,,,,,,,,,,,,,,impression
,f2814c20-987d-4277-b0be-ec365afe2fcd,2026-05-17 23:56:31.685000+00:00,ajs-next-1779062191685-16f5510d-c1a2-49cd-a0cd-20e6e193f6dc,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Gym&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Gym&category=,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",True,Android,,,,,,,,,,,,,,,,search,button_click
,89e52609-9b64-4240-ad9c-a749abc5f80a,2026-05-18 00:23:49.158000+00:00,ajs-next-1779063829158-9b64e240-ed9c-4749-abc5-f80a1d86b1da,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/136.0.0.0 Safari/537.36",/search,,?category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=Other,[],False,,,true,main_list,,,,,,,,,,,,,,impression
,5ae1477c-694c-49a7-8f6c-2a5788a3e2f3,2026-05-18 00:53:58.290000+00:00,ajs-next-1779065638290-655ae147-7c69-4cc9-a78f-6c2a5788a3e2,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/low-cost-mortgage-loans-1778185404695x597979725335827200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/low-cost-mortgage-loans-1778185404695x597979725335827200,[],False,,,,,about_us,about_us,/about_us/low-cost-mortgage-loans-1778185404695x597979725335827200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/low-cost-mortgage-loans-1778185404695x597979725335827200,about_us,about_us,,,,,page
,9f3c9d28-43da-4203-995a-c5a3fe5cc493,2026-05-18 04:27:28.260000+00:00,ajs-next-1779078448260-949f3c9d-2843-4ae2-8399-5ac5a3fe5cc4,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1779065636689x207066601642816640,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1779065636689x207066601642816640,[],False,,,,,about_us,about_us,/about_us/1779065636689x207066601642816640,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1779065636689x207066601642816640,about_us,about_us,,,,,page
,7edbfe7c-e193-4248-8151-8acb0ea92705,2026-05-18 05:28:23.287000+00:00,ajs-next-1779082103287-507edbfe-7ce1-4322-8841-518acb0ea927,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1779078446773x695880284101242800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1779078446773x695880284101242800,[],False,,,,,how_it_works,how_it_works,/how_it_works/1779078446773x695880284101242800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1779078446773x695880284101242800,how_it_works,how_it_works,,,,,page
,99038736-a5e8-4ffd-97b2-2d4cf25878af,2026-05-18 08:57:03.394000+00:00,ajs-next-1779094623394-85990387-36a5-487f-bd17-b22d4cf25878,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1779082100391x776980323255217700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1779082100391x776980323255217700,[],False,,,,,about_us,about_us,/about_us/1779082100391x776980323255217700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1779082100391x776980323255217700,about_us,about_us,,,,,page
,39538317-d732-4359-94d3-192d61eacc74,2026-05-18 12:22:41.174000+00:00,ajs-next-1779106961174-12395383-17d7-42c3-9954-d3192d61eacc,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/about_us/1766012286897x109227545817439220,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1766012286897x109227545817439220,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Linux,,,,about_us,about_us,/about_us/1766012286897x109227545817439220,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1766012286897x109227545817439220,about_us,about_us,,,,,page
1743547621069x279645472884266780,4afaca51-6fac-4730-9069-ac8f92734313,2026-05-18 16:50:19.724000+00:00,ajs-next-1779123019724-ace62873-73d5-4058-af8e-2fc0beab11a3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,macOS,,,,,,,,,,,,,,,,search,button_click
1743547621069x279645472884266780,4afaca51-6fac-4730-9069-ac8f92734313,2026-05-18 16:50:21.714000+00:00,ajs-next-1779123021714-705b41ab-50e5-4c83-8f86-118f2b4ca301,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,macOS,,true,sidebar,,,,,,,,,,,,,,impression
1743547621069x279645472884266780,4afaca51-6fac-4730-9069-ac8f92734313,2026-05-18 16:50:09.476000+00:00,ajs-next-1779123009476-8a817d26-ace6-4873-b3d5-c058af8e2fc0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,macOS,"1744335958024x226211831616957250, 1752717497153x537286585580736960, 1751744301621x758526182685981300, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1771436045389x658317953644361100, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1770943484557x164806709481949200",true,,,,,,,,,,,,,,,impression
1743547621069x279645472884266780,4afaca51-6fac-4730-9069-ac8f92734313,2026-05-18 16:50:09.476000+00:00,ajs-next-1779123009476-7d26ace6-2873-43d5-8058-af8e2fc0beab,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,macOS,"1744335958024x226211831616957250, 1752717497153x537286585580736960, 1751744301621x758526182685981300, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1771436045389x658317953644361100, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1770943484557x164806709481949200",true,,,,,,,,,,,,,,,impression
1743547621069x279645472884266780,4afaca51-6fac-4730-9069-ac8f92734313,2026-05-18 16:50:21.412000+00:00,ajs-next-1779123021412-21d3705b-41ab-40e5-bc83-4f86118f2b4c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,macOS,,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,search,search,,,,,page
1743547621069x279645472884266780,4afaca51-6fac-4730-9069-ac8f92734313,2026-05-18 16:50:20.028000+00:00,ajs-next-1779123020028-287373d5-c058-4f8e-afc0-beab11a303d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,macOS,,,,,,,,,,,,,,,,,search
1743547621069x279645472884266780,4afaca51-6fac-4730-9069-ac8f92734313,2026-05-18 16:50:22.016000+00:00,ajs-next-1779123022016-41ab50e5-fc83-4f86-918f-2b4ca3019cab,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,macOS,1751744301621x758526182685981300,true,main_list,,,,,,,,,,,,,,impression
1743547621069x279645472884266780,4afaca51-6fac-4730-9069-ac8f92734313,2026-05-18 16:50:09.008000+00:00,ajs-next-1779123009008-32608a81-7d26-4ce6-a873-73d5c058af8e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,macOS,,,,index,index,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,page
,f8358213-e0a5-49ba-9f9d-041d70b15e24,2026-05-18 17:37:36.392000+00:00,ajs-next-1779125856392-c1a907f5-104a-4b16-9b1c-6d4b47ef49b2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=truck&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=truck&category=,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,macOS,,false,,,,,,,,,,,,,,,impression
1743547621069x279645472884266780,4afaca51-6fac-4730-9069-ac8f92734313,2026-05-18 16:50:22.322000+00:00,ajs-next-1779123022322-50e5fc83-4f86-418f-ab4c-a3019cab9b18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,macOS,"1757369121056x350487849823425600, 1777405836126x277715594249416060, 1768584016102x834619843946063900, 1762364811793x796217509980630800, 1766011883106x917993758751800300, 1761044854709x307607562836745150, 1775244057768x699511577684581800, 1747163465846x476237095610093000, 1771545376609x752763268373144000, 1745597587022x519433479989605000, 1768426055630x579798080961828200, 1747221865162x703532834449508000, 1750785338983x949958887494882000, 1750784029587x963255839088365200, 1752182630575x854371423894944000, 1778709723276x637265650543127800, 1750436264420x989591292213482400, 1749742920378x965836759111504900, 1765991015203x350068785849064760, 1748365021326x105262688542451250, 1747183179554x540122160625888100, 1771436045389x658317953644361100, 1777052217878x935579896985562900, 1753909381745x872991521395046100, 1747185390251x665604546429507900, 1751319669665x621437589169731200, 1750423781412x480534435350699700, 1769635123521x385801932800474700, 1765399408996x262641226191956400, 1754927931120x470668069008822300, 1744397288473x909294892772270800, 1768427614253x929508274229176300, 1746855895334x711816173120128000, 1747216018889x770977089491677400, 1754505203290x671062062407191900, 1751224250248x539537516841198200, 1747864432460x772931238395911000, 1744736810207x919925185055488400, 1753374338412x209529915103450200, 1744907031541x119079844893356540, 1750783674403x491887953737125700, 1771433486472x495156137805681660, 1758147388607x898014240790697700, 1776552489781x780158200693874000, 1757720364741x595714121363069200, 1746631267951x741803061642879500, 1746467711533x453074785848415400, 1764711530894x480989914892320700, 1777321143190x321072500270616060, 1747398900475x598159844147748100, 1761919898226x928695665795906700, 1757438153395x416809556103947500, 1768844277981x664142917381285000, 1761930377989x951815782791809400, 1765001972595x338020444395840100, 1763672237927x725969385673238800, 1766070455303x639821695383855700, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1751425811600x127124815802215140, 1760458225389x690604949380638100, 1747170561218x640297169073643000, 1752717497153x537286585580736960, 1751402056748x637551618886434600, 1745533127765x291393362647413700, 1772482882558x843076024552954900, 1777921226784x512595595894430850, 1776360294100x840938158936498600, 1744743906400x631087870982087000, 1777042863057x294476376362385400, 1745273541628x945470626229355500, 1747184079669x994211808429350800, 1764781838221x716772635359430500, 1759930025997x126109694575208930, 1763305551668x997299018011994600, 1752687366861x422755081931784260, 1753982403438x535213824960417500, 1746548006831x128230088489826860, 1754624056001x759184470890143000, 1754081360962x724252535884739300, 1763569204895x378265538177280400, 1762889659042x996969350831174300, 1754949567759x639105313824555300, 1747420152884x437771544876149700, 1778678470875x691076180629588500, 1758568877707x715638242996164100, 1762957766158x632118084948257900, 1763509156539x144450665564595840, 1751749348389x952656707958261400, 1759153763139x433792388290277000, 1754084205128x675147807630683600, 1755621956288x571897163769246900, 1770755356265x111382421474427680, 1746765568691x979794717919274100, 1747827548541x313848517899538500, 1744282156200x727555159743162000, 1758312173588x895819358343598700, 1759423986281x805514757919405700, 1771021914207x198452557005754900, 1744260813114x505427712482621440, 1776360466250x658348247885801300, 1746827109704x963221719337950200, 1749068120323x412920063824988600, 1744175271939x575064790204550460, 1748389292320x918627677903932400, 1771517879190x523242735258870900, 1760118921086x941497076227920600, 1751744301621x758526182685981300, 1775058462201x523059865418210800, 1744748222708x779656090283929300, 1750783679107x801419812763124500, 1772982809798x739419868972941400, 1764893879099x465248075524681500, 1749580724532x760028975589297300, 1764342295066x618134664283571500, 1744760380914x558772773612561600, 1754941249648x796792188496967000, 1774573166178x561429420668618400, 1771538218470x758525499484679000, 1744737250347x219277345743008400, 1753911193017x504194995643152640, 1778185404695x597979725335827200, 1763255155587x707008769292458900, 1769719058268x843927058977011000, 1749057953945x756346430245684600, 1757355028996x505189727810192200, 1745528732739x896561533370513300, 1749173974503x736079030141835600, 1757437593796x460281345015416640, 1753985929691x853149258569598100, 1744391553368x301043576290850300, 1748581534531x956271769254002200, 1762271200864x775090106640580500, 1758120880051x675194275556497400, 1744740154739x566945822952470660, 1755271286521x378031808974615550, 1755533063776x956164571796881400, 1763408145585x201322720695875870, 1746938798847x931997689495082400, 1771003581692x955050931630977700, 1747594874125x270237571814453630, 1746843461447x686795565273950000, 1743549178851x847080663521240200, 1744319857648x144922844539837200, 1776210729408x448410210135887360, 1746635677548x343522492232585660, 1761762406893x958878656538368500, 1744398484109x785674167096991400, 1770943484557x164806709481949200, 1777042895042x187867473484191420, 1770152894907x464897480736850900, 1753135741395x558904608479141570, 1768581853937x610498789092930300, 1763148950401x545361905340972600, 1776373432940x530737443814194940, 1764963280733x431041418968701760, 1747848709032x210920410073364830, 1747415704843x665338483592092500, 1747165674437x491901038958021200, 1744157592334x292550965261606100, 1744643921578x315333816253624100, 1744134674881x127285411168640110, 1761762460002x434978052003146300, 1768238584049x399775147114029200, 1750784475796x702583457937545900, 1744751205492x235134337285239230, 1753465897836x101289632151690960, 1743547621069x279645472884266780, 1776102250538x198432379819539760",false,,,,,,,,,,,,,,,impression
