messageId,userId,originalTimestamp,anonymousId,userAgent,page.path,page.referrer,page.search,page.title,page.url,business_id,sponsored_listing,name,category,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,location,button_name,city,search_text,parish,event_type
ajs-next-1768337821094-56c05d42-783a-4d96-baef-8c4892409d30,,2026-01-13 20:57:01.094000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,1743547621069x279645472884266780,true,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,main_list,,,,,impression
ajs-next-1768337691648-0951f07d-b007-4b5b-a203-132c49c1cb73,,2026-01-13 20:54:51.648000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1753982403438x535213824960417500, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1744579851707x640487742075829500, 1750436264420x989591292213482400, 1743549178851x847080663521240200",true,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,,,,,impression
ajs-next-1768337815302-1fe9bfd9-0629-4a7e-bf67-15e72c2625a0,,2026-01-13 20:56:55.302000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/business_profile/laymans-flame-1751744301621x758526182685981300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/laymans-flame-1751744301621x758526182685981300,1751744301621x758526182685981300,,business_profile,profile,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,/business_profile/laymans-flame-1751744301621x758526182685981300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/laymans-flame-1751744301621x758526182685981300,profile,business_profile,,,,,,page
ajs-next-1768337774950-04c21cc0-8e92-48ea-bf19-453dca24cc9d,,2026-01-13 20:56:14.950000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,map_maker,,,,button_click
ajs-next-1768337867568-b1556f0b-24b0-458b-9a17-711ffda135f7,,2026-01-13 20:57:47.568000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,map_maker,,,,button_click
ajs-next-1768337793276-8e9238ea-7f19-453d-8a24-cc9d8cd060fe,,2026-01-13 20:56:33.276000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,map_maker,,,,button_click
ajs-next-1768337832970-783a0d96-faef-4c48-9240-9d3048a092f8,,2026-01-13 20:57:12.970000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,map_maker,,,,button_click
ajs-next-1768337843116-faef8c48-9240-4d30-88a0-92f8b1556f0b,,2026-01-13 20:57:23.116000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,map_maker,,,,button_click
ajs-next-1768337864893-92f8b155-6f0b-44b0-858b-9a17711ffda1,,2026-01-13 20:57:44.893000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,map_maker,,,,button_click
ajs-next-1768337847426-8c489240-9d30-48a0-92f8-b1556f0b24b0,,2026-01-13 20:57:27.426000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,map_maker,,,,button_click
ajs-next-1768337691417-c432cf09-51f0-4db0-876b-5b2203132c49,,2026-01-13 20:54:51.417000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
ajs-next-1768337733957-5a9a7a2a-2cae-44c2-9cc0-8e9238ea7f19,,2026-01-13 20:55:33.957000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,1744579851707x640487742075829500,true,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,main_list,,,,,impression
ajs-next-1768337850663-92409d30-48a0-42f8-b155-6f0b24b0858b,,2026-01-13 20:57:30.663000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,map_maker,,,,button_click
ajs-next-1768337691719-f07db007-6b5b-4203-932c-49c1cb73d640,,2026-01-13 20:54:51.719000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1753982403438x535213824960417500, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1744579851707x640487742075829500, 1750436264420x989591292213482400, 1743549178851x847080663521240200",true,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,,,,,impression
ajs-next-1768337872532-24b0858b-9a17-411f-bda1-35f72ca638d9,,2026-01-13 20:57:52.532000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,map_maker,,,,button_click
ajs-next-1768337870047-6f0b24b0-858b-4a17-b11f-fda135f72ca6,,2026-01-13 20:57:50.047000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,map_maker,,,,button_click
ajs-next-1768337759640-2cae04c2-1cc0-4e92-b8ea-7f19453dca24,,2026-01-13 20:55:59.640000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,map_maker,,,,button_click
ajs-next-1768337820487-f0b5a9e2-56c0-4d42-b83a-0d96faef8c48,,2026-01-13 20:57:00.487000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,search,search,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,search,search,,,,,,page
ajs-next-1768337779256-1cc08e92-38ea-4f19-853d-ca24cc9d8cd0,,2026-01-13 20:56:19.256000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,map_maker,,,,button_click
ajs-next-1768337837850-0d96faef-8c48-4240-9d30-48a092f8b155,,2026-01-13 20:57:17.850000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,map_maker,,,,button_click
ajs-next-1768337862307-48a092f8-b155-4f0b-a4b0-858b9a17711f,,2026-01-13 20:57:42.307000+00:00,32cf0951-f07d-4007-ab5b-2203132c49c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,"[{'brand': 'Microsoft Edge', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,map_maker,,,,button_click
ajs-next-1768352613823-beb57b29-2d74-464e-95f5-f4d7da2cf7eb,,2026-01-14 01:03:33.823000+00:00,ef5c450b-17f5-4ef3-92af-687d75fe4b93,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,1743547621069x279645472884266780,,business_profile,profile,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,profile,business_profile,,,,,,page
ajs-next-1768355793699-0e875dce-c0b9-474a-a3e1-d1c78c48d2cc,,2026-01-14 01:56:33.699000+00:00,11296826-0918-4417-92c8-38234b16e9a3,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,1743549178851x847080663521240200,,business_profile,profile,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,profile,business_profile,,,,,,page
ajs-next-1768352617950-2f160751-ec26-4404-b464-c3babf104927,,2026-01-14 01:03:37.949000+00:00,ef5c450b-17f5-4ef3-92af-687d75fe4b93,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/slider-artworks-1744335958024x226211831616957250,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/slider-artworks-1744335958024x226211831616957250,1744335958024x226211831616957250,,business_profile,profile,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/slider-artworks-1744335958024x226211831616957250,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/slider-artworks-1744335958024x226211831616957250,profile,business_profile,,,,,,page
ajs-next-1768352610342-f5ef5c45-0b17-453e-b352-af687d75fe4b,,2026-01-14 01:03:30.342000+00:00,ef5c450b-17f5-4ef3-92af-687d75fe4b93,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/wild-goose-music-1750436264420x989591292213482400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/wild-goose-music-1750436264420x989591292213482400,1750436264420x989591292213482400,,business_profile,profile,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/wild-goose-music-1750436264420x989591292213482400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/wild-goose-music-1750436264420x989591292213482400,profile,business_profile,,,,,,page
ajs-next-1768352633666-30b496e4-bc87-4b6c-9e4a-510f9714e85b,,2026-01-14 01:03:53.666000+00:00,ef5c450b-17f5-4ef3-92af-687d75fe4b93,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,,start,start,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,start,start,,,,,,page
ajs-next-1768355775939-1a112968-2609-4844-97d2-c838234b16e9,,2026-01-14 01:56:15.939000+00:00,11296826-0918-4417-92c8-38234b16e9a3,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,,start,start,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,start,start,,,,,,page
ajs-next-1768355798708-460d2129-4fa5-4e45-9dd7-587d7c734b09,,2026-01-14 01:56:38.708000+00:00,11296826-0918-4417-92c8-38234b16e9a3,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,1753982403438x535213824960417500,,business_profile,profile,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,profile,business_profile,,,,,,page
ajs-next-1768361001667-8dbb26bc-9d4c-49b1-9b3f-01a04258a7a6,,2026-01-14 03:23:21.667000+00:00,bb26bc9d-4c79-41db-bf01-a04258a7a6f2,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1767712000661x657392353554837400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1767712000661x657392353554837400,,,about_us,about_us,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/about_us/1767712000661x657392353554837400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1767712000661x657392353554837400,about_us,about_us,,,,,,page
ajs-next-1768362493738-ee285649-1f5d-4a27-85f5-95fbebe3425a,,2026-01-14 03:48:13.738000+00:00,2856491f-5dfa-47c5-b595-fbebe3425ab3,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1767712968998x864773039673744100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1767712968998x864773039673744100,,,about_us,about_us,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/about_us/1767712968998x864773039673744100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1767712968998x864773039673744100,about_us,about_us,,,,,,page
ajs-next-1768364878697-0414e35c-ca59-4bd3-977e-d808a34cf425,,2026-01-14 04:27:58.697000+00:00,57dba659-83d5-4ebd-a3db-eb57aaae15d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Safari/605.1.15",/business_profile/solera-national-bank--1746635677548x343522492232585660,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/solera-national-bank--1746635677548x343522492232585660,1746635677548x343522492232585660,,business_profile,profile,,,,/business_profile/solera-national-bank--1746635677548x343522492232585660,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/solera-national-bank--1746635677548x343522492232585660,profile,business_profile,,,,,,page
ajs-next-1768371363324-6741e049-87f5-4298-8e07-d17ba27b2616,,2026-01-14 06:16:03.324000+00:00,41e04987-f532-484e-87d1-7ba27b261637,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1767758449001x748434179438057800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1767758449001x748434179438057800,,,about_us,about_us,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/about_us/1767758449001x748434179438057800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1767758449001x748434179438057800,about_us,about_us,,,,,,page
ajs-next-1768372138667-b5b3dd63-2b56-4c36-8127-647ae46c6f8d,,2026-01-14 06:28:58.667000+00:00,a4e051fc-70f6-4e2a-b554-64c535c8ef5c,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,1752717497153x537286585580736960,,business_profile,profile,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,profile,business_profile,,,,,,page
ajs-next-1768372133679-56a4e051-fc70-460e-aaf5-5464c535c8ef,,2026-01-14 06:28:53.679000+00:00,a4e051fc-70f6-4e2a-b554-64c535c8ef5c,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,1743547621069x279645472884266780,,business_profile,profile,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,profile,business_profile,,,,,,page
ajs-next-1768372153651-3755692c-8d57-49c6-8502-0e432ba2d573,,2026-01-14 06:29:13.650000+00:00,a4e051fc-70f6-4e2a-b554-64c535c8ef5c,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,,start,start,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,start,start,,,,,,page
