userId,originalTimestamp,category,messageId,name,anonymousId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,button_name,location,search_text,city,parish,event_type
,2025-12-02 02:03:20.689000+00:00,how_it_works,ajs-next-1764641000689-0163c82e-4e89-450c-bd0b-652c1c2a59df,how_it_works,63c82e4e-89d5-4c3d-8b65-2c1c2a59dfea,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763123880540x900900150266283400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763123880540x900900150266283400,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/how_it_works/1763123880540x900900150266283400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763123880540x900900150266283400,how_it_works,how_it_works,,,,,,,,page
,2025-12-02 03:13:31.572000+00:00,how_it_works,ajs-next-1764645211572-dbb3c647-d511-459d-8131-432f3bb9c769,how_it_works,b3c647d5-1155-4d81-b143-2f3bb9c76998,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763033758974x684549674393884800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763033758974x684549674393884800,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/how_it_works/1763033758974x684549674393884800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763033758974x684549674393884800,how_it_works,how_it_works,,,,,,,,page
,2025-12-02 13:56:51.214000+00:00,about_us,ajs-next-1764683811215-c199d690-e77e-48da-9c10-eb0c40f00d7b,about_us,99d690e7-7e88-4adc-90eb-0c40f00d7b1c,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1763084428091x225556543474017200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763084428091x225556543474017200,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/about_us/1763084428091x225556543474017200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763084428091x225556543474017200,about_us,about_us,,,,,,,,page
,2025-12-02 14:49:32.794000+00:00,how_it_works,ajs-next-1764686972794-20333cb1-7bf2-43d2-a9b0-fc4128a1939a,how_it_works,333cb17b-f293-42a9-b0fc-4128a1939a1e,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763989083478x326340789811758700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763989083478x326340789811758700,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/how_it_works/1763989083478x326340789811758700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763989083478x326340789811758700,how_it_works,how_it_works,,,,,,,,page
,2025-12-02 14:46:18.946000+00:00,about_us,ajs-next-1764686778946-81b20e93-049b-4cbe-b46a-03b87f6f4ad7,about_us,b20e9304-9b8c-4ef4-aa03-b87f6f4ad763,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1763142582658x166668598017938100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763142582658x166668598017938100,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/about_us/1763142582658x166668598017938100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763142582658x166668598017938100,about_us,about_us,,,,,,,,page
,2025-12-02 14:54:58.887000+00:00,about_us,ajs-next-1764687298887-9a591e8c-56e0-4eee-a74d-3bb46084b343,about_us,591e8c56-e03e-4e27-8d3b-b46084b343fd,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1763168377225x782382712926573000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763168377225x782382712926573000,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/about_us/1763168377225x782382712926573000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763168377225x782382712926573000,about_us,about_us,,,,,,,,page
,2025-12-02 15:46:09.735000+00:00,how_it_works,ajs-next-1764690369735-ec7673a1-b23c-41e0-b3ba-c37b9fa733ba,how_it_works,7673a1b2-3c71-40b3-bac3-7b9fa733ba1e,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763123352331x715715833171400000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763123352331x715715833171400000,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/how_it_works/1763123352331x715715833171400000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763123352331x715715833171400000,how_it_works,how_it_works,,,,,,,,page
,2025-12-02 16:14:53.995000+00:00,,ajs-next-1764692093995-8e08d25a-9f92-4d6f-b797-c23f99cae075,,09438e08-d25a-4f92-8d6f-3797c23f99ca,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,,,,,,,,"1743547621069x279645472884266780, 1752717497153x537286585580736960, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1758312173588x895819358343598700, 1743549178851x847080663521240200, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1744579851707x640487742075829500",true,,,,,,impression
,2025-12-02 16:17:25.443000+00:00,index,ajs-next-1764692245443-981efdec-02d7-471d-b0cc-ae99e1923e59,index,1efdec02-d727-4db0-8cae-99e1923e59b0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,page
,2025-12-02 16:15:06.005000+00:00,,ajs-next-1764692106005-20de12ec-15be-4739-9801-670f4746dcfc,,677a20de-12ec-45be-9739-d801670f4746,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,,,,,,,,"1744335958024x226211831616957250, 1744579851707x640487742075829500, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1758312173588x895819358343598700, 1752717497153x537286585580736960",true,,,,,,impression
