userId,originalTimestamp,anonymousId,messageId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,business_id,location,sponsored_listing,category,name,path,referrer,search,title,url,category_properties,name_properties,button_name,event_type
,2026-09-19 18:50:59.088000+00:00,e2b84131-183e-4d99-82cd-f9ce28b44d31,ajs-next-1789843859088-3de2b841-3118-4e1d-99c2-cdf9ce28b44d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/1789359076429x210023626276212740,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789359076429x210023626276212740,[],False,,,,,how_it_works,how_it_works,/how_it_works/1789359076429x210023626276212740,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789359076429x210023626276212740,how_it_works,how_it_works,,page
,2026-09-19 19:29:24.933000+00:00,341674c8-0366-4ef0-8c89-61054d5cb6e1,ajs-next-1789846164933-a1341674-c803-468e-b0cc-8961054d5cb6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/1789355189177x989975431831380300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789355189177x989975431831380300,[],False,,,,,how_it_works,how_it_works,/how_it_works/1789355189177x989975431831380300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789355189177x989975431831380300,how_it_works,how_it_works,,page
,2026-09-19 19:46:49.268000+00:00,eef4f8c6-829e-4fe4-9ae4-3477f5759f1e,ajs-next-1789847209268-bceef4f8-c682-4eaf-a4da-e43477f5759f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/strawberries-catering--1789087344017x838590767181066400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/strawberries-catering--1789087344017x838590767181066400,[],False,,,,,how_it_works,how_it_works,/how_it_works/strawberries-catering--1789087344017x838590767181066400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/strawberries-catering--1789087344017x838590767181066400,how_it_works,how_it_works,,page
,2026-09-19 20:09:11.202000+00:00,0c803775-85f3-4f1d-b10e-1b30ef70b871,ajs-next-1789848551202-c10c8037-7585-438f-9d71-0e1b30ef70b8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/1789336787750x990911277238548600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789336787750x990911277238548600,[],False,,,,,how_it_works,how_it_works,/how_it_works/1789336787750x990911277238548600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789336787750x990911277238548600,how_it_works,how_it_works,,page
,2026-09-19 20:00:33.314000+00:00,c282d7df-4928-4e86-ac68-85f345871ea3,ajs-next-1789848033314-95c282d7-df49-481e-86ac-6885f345871e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1789334324436x998438473086415500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789334324436x998438473086415500,[],False,,,,,about_us,about_us,/about_us/1789334324436x998438473086415500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789334324436x998438473086415500,about_us,about_us,,page
,2026-09-19 20:04:26.626000+00:00,800a68f1-0516-4d29-8a5f-f1bbc22fba8c,ajs-next-1789848266626-29800a68-f105-46dd-a9ca-5ff1bbc22fba,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/1789306940318x533305484376114200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789306940318x533305484376114200,[],False,,,,,how_it_works,how_it_works,/how_it_works/1789306940318x533305484376114200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789306940318x533305484376114200,how_it_works,how_it_works,,page
,2026-09-19 20:20:12.689000+00:00,f8d8c2c6-7e79-4faa-bb55-a68423b899dc,ajs-next-1789849212689-77f8d8c2-c67e-496f-aa3b-55a68423b899,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/business_profile/michael-dietz-knights-of-columbus-family-assets-protection--1788535654123x503131355377559360,,,Michael Dietz-Knights of Columbus Family Assets Protection | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/michael-dietz-knights-of-columbus-family-assets-protection--1788535654123x503131355377559360,[],False,,1788535654123x503131355377559360,,,profile,business_profile,/business_profile/michael-dietz-knights-of-columbus-family-assets-protection--1788535654123x503131355377559360,,,Michael Dietz-Knights of Columbus Family Assets Protection | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/michael-dietz-knights-of-columbus-family-assets-protection--1788535654123x503131355377559360,profile,business_profile,,page
,2026-09-19 20:16:39.523000+00:00,0caecef9-cbc9-47b4-90f9-9bfc785b2635,ajs-next-1789848999523-210caece-f9cb-49b7-b450-f99bfc785b26,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1789338493398x890299191600039300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789338493398x890299191600039300,[],False,,,,,about_us,about_us,/about_us/1789338493398x890299191600039300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789338493398x890299191600039300,about_us,about_us,,page
,2026-09-19 20:35:46.748000+00:00,71a1aa25-1341-4ebc-9cf1-d32642b7dc46,ajs-next-1789850146748-9471a1aa-2513-41ae-bc9c-f1d32642b7dc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/1789295505913x915731392446415600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789295505913x915731392446415600,[],False,,,,,how_it_works,how_it_works,/how_it_works/1789295505913x915731392446415600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1789295505913x915731392446415600,how_it_works,how_it_works,,page
,2026-09-19 20:34:56.586000+00:00,3a7d9561-7390-4480-afc2-3adda64a0af6,ajs-next-1789850096586-7d3a7d95-6173-4074-802f-c23adda64a0a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1789310396473x455618709892781760,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789310396473x455618709892781760,[],False,,,,,about_us,about_us,/about_us/1789310396473x455618709892781760,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789310396473x455618709892781760,about_us,about_us,,page
,2026-09-19 21:27:11.739000+00:00,14fe9401-dea3-408f-948b-7d83c522dc47,ajs-next-1789853231739-e114fe94-01de-4350-8f14-8b7d83c522dc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1789354918766x140504998021230060,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789354918766x140504998021230060,[],False,,,,,about_us,about_us,/about_us/1789354918766x140504998021230060,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1789354918766x140504998021230060,about_us,about_us,,page
