anonymousId,category,messageId,name,userId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,location,button_name,search_text,event_type
3ed20aec-edd5-4ee4-9db4-eb8561351df5,about_us,ajs-next-1767492415732-7c3ed20a-eced-45fe-a45d-b4eb8561351d,about_us,,2026-01-04 02:06:55.732000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1763072071234x338497451809667500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763072071234x338497451809667500,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/about_us/1763072071234x338497451809667500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763072071234x338497451809667500,about_us,about_us,,,,,,page
06990012-48b0-4975-9083-30e8d813c3ea,how_it_works,ajs-next-1767492606656-9e069900-1248-4019-b510-8330e8d813c3,how_it_works,,2026-01-04 02:10:06.656000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1767191466598x173711641564016080,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1767191466598x173711641564016080,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/how_it_works/1767191466598x173711641564016080,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1767191466598x173711641564016080,how_it_works,how_it_works,,,,,,page
5eaccdcc-bb83-45cf-871f-29fd2a5bf024,how_it_works,ajs-next-1767492629775-755eaccd-ccbb-43f5-8f07-1f29fd2a5bf0,how_it_works,,2026-01-04 02:10:29.775000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1767242509658x896824317363740400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1767242509658x896824317363740400,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/how_it_works/1767242509658x896824317363740400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1767242509658x896824317363740400,how_it_works,how_it_works,,,,,,page
87b37e24-7f26-4102-9e21-36ed8eadb0c0,,ajs-next-1767499206478-7e247f26-b102-4e21-b6ed-8eadb0c0f2f5,,,2026-01-04 04:00:06.478000+00:00,"Mozilla/5.0 (Linux; Android 12; TECNO BE6j Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/143.0.7499.146 Mobile Safari/537.36 [FBAN/AudienceNetworkForWindows;FBDV/TECNO BE6j;FBSV/12;FBAV/488.0.0.10.107;FBLC/en_US]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeqOYKotPzRMGtekwqWDf2y8YprElfzFV-tGL8A5h2GY-qs252QXccxT-lrsg_aem_649QVkMnnCt__dx-j4-R5Q,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeqOYKotPzRMGtekwqWDf2y8YprElfzFV-tGL8A5h2GY-qs252QXccxT-lrsg_aem_649QVkMnnCt__dx-j4-R5Q,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,,,,,,,,"1744579851707x640487742075829500, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1753982403438x535213824960417500",true,,,,impression
87b37e24-7f26-4102-9e21-36ed8eadb0c0,index,ajs-next-1767499205226-a987b37e-247f-46b1-825e-2136ed8eadb0,index,,2026-01-04 04:00:05.225000+00:00,"Mozilla/5.0 (Linux; Android 12; TECNO BE6j Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/143.0.7499.146 Mobile Safari/537.36 [FBAN/AudienceNetworkForWindows;FBDV/TECNO BE6j;FBSV/12;FBAV/488.0.0.10.107;FBLC/en_US]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeqOYKotPzRMGtekwqWDf2y8YprElfzFV-tGL8A5h2GY-qs252QXccxT-lrsg_aem_649QVkMnnCt__dx-j4-R5Q,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeqOYKotPzRMGtekwqWDf2y8YprElfzFV-tGL8A5h2GY-qs252QXccxT-lrsg_aem_649QVkMnnCt__dx-j4-R5Q,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeqOYKotPzRMGtekwqWDf2y8YprElfzFV-tGL8A5h2GY-qs252QXccxT-lrsg_aem_649QVkMnnCt__dx-j4-R5Q,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeqOYKotPzRMGtekwqWDf2y8YprElfzFV-tGL8A5h2GY-qs252QXccxT-lrsg_aem_649QVkMnnCt__dx-j4-R5Q,index,index,,,,,,page
68d18299-0fe8-45e1-bcca-5336ba685fc1,how_it_works,ajs-next-1767539396095-f668d182-990f-4845-a1fc-ca5336ba685f,how_it_works,,2026-01-04 15:09:56.095000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763176709438x694277654692732300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763176709438x694277654692732300,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/how_it_works/1763176709438x694277654692732300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763176709438x694277654692732300,how_it_works,how_it_works,,,,,,page
d9a9b578-dd1d-4860-a819-4209668df051,how_it_works,ajs-next-1767545575637-96d9a9b5-78dd-4dc8-a0a8-194209668df0,how_it_works,,2026-01-04 16:52:55.637000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763142582658x166668598017938100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763142582658x166668598017938100,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/how_it_works/1763142582658x166668598017938100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763142582658x166668598017938100,how_it_works,how_it_works,,,,,,page
8a6b63eb-a2e2-4be7-a2ae-a4a9517f793d,,ajs-next-1767546578366-63eba2e2-6be7-42ae-a4a9-517f793d7d2a,,,2026-01-04 17:09:38.366000+00:00,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/136.0.0.0 Safari/537.36",/search,,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,[],False,,,,,,,,,,true,sidebar,,,impression
cccc0379-49e7-4bf4-a046-59caa158988b,how_it_works,ajs-next-1767545827512-a9cccc03-7949-47fb-b420-4659caa15898,how_it_works,,2026-01-04 16:57:07.512000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763033798776x793039101140567000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763033798776x793039101140567000,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/how_it_works/1763033798776x793039101140567000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763033798776x793039101140567000,how_it_works,how_it_works,,,,,,page
739b4102-decf-4ac0-8759-014fe2c576f7,how_it_works,ajs-next-1767545850815-bd739b41-02de-4f0a-8007-59014fe2c576,how_it_works,,2026-01-04 16:57:30.815000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763033798776x793039101140567000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763033798776x793039101140567000,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/how_it_works/1763033798776x793039101140567000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763033798776x793039101140567000,how_it_works,how_it_works,,,,,,page
