anonymousId,userId,messageId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,business_id,sponsored_listing,category,name,path,referrer,search,title,url,category_properties,name_properties,location,button_name,search_text,event_type
fe04922f-3ebd-4a80-aee6-714ab039ae66,,ajs-next-1765583816017-a6c46170-9422-4e25-ad28-472d74b643e5,2025-12-12 23:56:56.017000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,1743547621069x279645472884266780,true,,,,,,,,,,main_list,,,impression
eb34ff15-83ab-49e3-ad4c-a8f1978c2dea,,ajs-next-1765584749061-b0eb34ff-1583-4b49-a3ed-4ca8f1978c2d,2025-12-13 00:12:29.061000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,1765551391877x764325784038095700,,dashboard,dashboard,/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,dashboard,dashboard,,,,page
bb1402d6-c964-430f-a257-982cefcdaa64,,ajs-next-1765591215043-7abb1402-d6c9-4473-8fe2-57982cefcdaa,2025-12-13 02:00:15.043000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763159300755x201718309282412640,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763159300755x201718309282412640,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,how_it_works,how_it_works,/how_it_works/1763159300755x201718309282412640,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763159300755x201718309282412640,how_it_works,how_it_works,,,,page
73629656-09ae-45ff-ae83-5c90d2628783,,ajs-next-1765608748267-5b736296-5609-4e25-bfae-835c90d26287,2025-12-13 06:52:28.267000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1764468601451x594871297713932800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1764468601451x594871297713932800,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,how_it_works,how_it_works,/how_it_works/1764468601451x594871297713932800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1764468601451x594871297713932800,how_it_works,how_it_works,,,,page
cbac2523-e3c1-4674-89b6-f49e968dbe50,,ajs-next-1765624885603-c5cbac25-23e3-41d6-b449-b6f49e968dbe,2025-12-13 11:21:25.603000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1765083867373x729479755378653200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1765083867373x729479755378653200,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,about_us,about_us,/about_us/1765083867373x729479755378653200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1765083867373x729479755378653200,about_us,about_us,,,,page
7cb46dfd-805d-4f6d-949f-1e159d3257fc,,ajs-next-1765668330936-3c7cb46d-fd80-4dcf-add4-9f1e159d3257,2025-12-13 23:25:30.936000+00:00,"Mozilla/5.0 (Linux; Android 11; moto g power (2022)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",/business_profile/house-of-carmel-religious-gifts--books-1748365021326x105262688542451250,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/house-of-carmel-religious-gifts--books-1748365021326x105262688542451250,"[{'brand': 'Chromium', 'version': '137'}, {'brand': 'Google Chrome', 'version': '137'}]",True,Android,1748365021326x105262688542451250,,profile,business_profile,/business_profile/house-of-carmel-religious-gifts--books-1748365021326x105262688542451250,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/house-of-carmel-religious-gifts--books-1748365021326x105262688542451250,profile,business_profile,,,,page
8736ce32-b020-458c-a5ac-01df1bf62cfc,,ajs-next-1765710029570-aa8736ce-32b0-4005-8ce5-ac01df1bf62c,2025-12-14 11:00:29.570000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1765412681744x362223400007786160,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1765412681744x362223400007786160,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,how_it_works,how_it_works,/how_it_works/1765412681744x362223400007786160,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1765412681744x362223400007786160,how_it_works,how_it_works,,,,page
f3cfe717-e014-4759-875b-4acc23348410,,ajs-next-1765727644850-f7f3cfe7-17e0-4447-9907-5b4acc233484,2025-12-14 15:54:04.849000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1765384797482x630726156916768100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1765384797482x630726156916768100,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,about_us,about_us,/about_us/1765384797482x630726156916768100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1765384797482x630726156916768100,about_us,about_us,,,,page
9c0ebdbb-3f56-41cb-b337-3642841685ae,,ajs-next-1765736841434-9b9c0ebd-bb3f-46c1-8bb3-373642841685,2025-12-14 18:27:21.434000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1765515286474x197731918398600830,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1765515286474x197731918398600830,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,about_us,about_us,/about_us/1765515286474x197731918398600830,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1765515286474x197731918398600830,about_us,about_us,,,,page
56f581b3-3f2c-4d79-878f-9cb306c565f4,,ajs-next-1765753208847-50779839-ab43-4c1f-805e-937b66a69731,2025-12-14 23:00:08.847000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.148 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Wood&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Wood&category=,,,,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=Wood&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Wood&category=,search,search,,,,page
56f581b3-3f2c-4d79-878f-9cb306c565f4,,ajs-next-1765753206831-5d79878f-9cb3-46c5-a5f4-77b55993bf5a,2025-12-14 23:00:06.831000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.148 Mobile/15E148 Safari/604.1",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,,search,,button_click
56f581b3-3f2c-4d79-878f-9cb306c565f4,,ajs-next-1765753202991-3f2c5d79-878f-4cb3-86c5-65f477b55993,2025-12-14 23:00:02.991000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.148 Mobile/15E148 Safari/604.1",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,"1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743547621069x279645472884266780, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1743549178851x847080663521240200",true,,,,,,,,,,,,,impression
56f581b3-3f2c-4d79-878f-9cb306c565f4,,ajs-next-1765753209453-ab436c1f-805e-437b-a6a6-9731968781c6,2025-12-14 23:00:09.453000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.148 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Wood&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Wood&category=,,,,1744335958024x226211831616957250,true,,,,,,,,,,main_list,,,impression
56f581b3-3f2c-4d79-878f-9cb306c565f4,,ajs-next-1765753209150-9839ab43-6c1f-405e-937b-66a697319687,2025-12-14 23:00:09.150000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.148 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Wood&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Wood&category=,,,,,true,,,,,,,,,,sidebar,,,impression
56f581b3-3f2c-4d79-878f-9cb306c565f4,,ajs-next-1765753209756-6c1f805e-937b-46a6-9731-968781c697ad,2025-12-14 23:00:09.756000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.148 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Wood&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Wood&category=,,,,"1744335958024x226211831616957250, 1749742920378x965836759111504900",false,,,,,,,,,,,,,impression
56f581b3-3f2c-4d79-878f-9cb306c565f4,,ajs-next-1765753220919-b2910878-9dd9-400d-aaff-f1ed93225e2a,2025-12-14 23:00:20.919000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.148 Mobile/15E148 Safari/604.1",/business_profile/slider-artworks-1744335958024x226211831616957250,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/slider-artworks-1744335958024x226211831616957250,,,,1744335958024x226211831616957250,,,,,,,,,,,,visit_website,,button_click
56f581b3-3f2c-4d79-878f-9cb306c565f4,,ajs-next-1765753216335-805e937b-66a6-4731-9687-81c697ad5f82,2025-12-14 23:00:16.335000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.148 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Wood&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Wood&category=,,,,1744335958024x226211831616957250,false,,,,,,,,,,,more_info_text,,button_click
56f581b3-3f2c-4d79-878f-9cb306c565f4,,ajs-next-1765753207137-878f9cb3-06c5-45f4-b7b5-5993bf5aa337,2025-12-14 23:00:07.137000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.148 Mobile/15E148 Safari/604.1",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,,,Wood,search
56f581b3-3f2c-4d79-878f-9cb306c565f4,,ajs-next-1765753217258-e345b291-0878-4dd9-a00d-eafff1ed9322,2025-12-14 23:00:17.258000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.148 Mobile/15E148 Safari/604.1",/business_profile/slider-artworks-1744335958024x226211831616957250,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/slider-artworks-1744335958024x226211831616957250,,,,1744335958024x226211831616957250,,profile,business_profile,/business_profile/slider-artworks-1744335958024x226211831616957250,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/slider-artworks-1744335958024x226211831616957250,profile,business_profile,,,,page
56f581b3-3f2c-4d79-878f-9cb306c565f4,,ajs-next-1765753202524-1756f581-b33f-4c5d-b987-8f9cb306c565,2025-12-14 23:00:02.524000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.148 Mobile/15E148 Safari/604.1",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,index,index,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,page
56f581b3-3f2c-4d79-878f-9cb306c565f4,,ajs-next-1765753202987-81b33f2c-5d79-478f-9cb3-06c565f477b5,2025-12-14 23:00:02.987000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.148 Mobile/15E148 Safari/604.1",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,"1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743547621069x279645472884266780, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1743549178851x847080663521240200",true,,,,,,,,,,,,,impression
2f7516aa-cb10-4fc2-b61f-418a58cd8725,,ajs-next-1765779224887-d32f7516-aacb-402f-82b6-1f418a58cd87,2025-12-15 06:13:44.887000+00:00,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/136.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,page
