anonymousId,category,messageId,name,originalTimestamp,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,location,button_name,search_text,event_type
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,index,ajs-next-1774842878068-f53d0d27-23e5-424b-ab0d-91c38addfd40,index,2026-03-30 03:54:38.068000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,,ajs-next-1774842722612-a4f2a878-2821-43f0-b912-f40bd1cd7f34,,2026-03-30 03:52:02.612000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Colorado%20Springs%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Colorado%20Springs%20&category=,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,"1764963280733x431041418968701760, 1763255155587x707008769292458900, 1749057953945x756346430245684600, 1770943484557x164806709481949200, 1762364811793x796217509980630800, 1744397288473x909294892772270800, 1746765568691x979794717919274100, 1766011883106x917993758751800300, 1770152894907x464897480736850900, 1774573166178x561429420668618400",false,,,,impression
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,,ajs-next-1774842721979-fcebbdaf-a4f2-4878-a821-f3f0f912f40b,,2026-03-30 03:52:01.979000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Colorado%20Springs%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Colorado%20Springs%20&category=,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,,true,sidebar,,,impression
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,,ajs-next-1774842718375-054dd52b-ad7c-4b6c-8fa5-2223aa01a1f8,,2026-03-30 03:51:58.375000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,,,,,Colorado Springs ,search
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,,ajs-next-1774842799025-8081db7c-af3e-4310-ad4d-5fa9f31b36f6,,2026-03-30 03:53:19.025000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Colorado%20Springs%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Colorado%20Springs%20&category=,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,"1766011883106x917993758751800300, 1764963280733x431041418968701760, 1770152894907x464897480736850900, 1770943484557x164806709481949200, 1762364811793x796217509980630800, 1746765568691x979794717919274100, 1744397288473x909294892772270800, 1763255155587x707008769292458900, 1749057953945x756346430245684600, 1774573166178x561429420668618400",false,,,,impression
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,profile,ajs-next-1774842789807-38af7a28-0b55-4c89-aba5-a8249f5b6e77,business_profile,2026-03-30 03:53:09.807000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,profile,business_profile,1752717497153x537286585580736960,,,,,page
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,index,ajs-next-1774842705064-dacf353a-974e-460a-9f05-4dd52bad7c9b,index,2026-03-30 03:51:45.064000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,,ajs-next-1774842882102-23e5424b-2b0d-41c3-8add-fd40b297743a,,2026-03-30 03:54:42.102000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,,,navbar,logo,,button_click
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,,ajs-next-1774842930021-f036c199-c863-45a2-89d6-31155bdae684,,2026-03-30 03:55:30.021000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,"1743549178851x847080663521240200, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1770943484557x164806709481949200, 1752717497153x537286585580736960, 1771436045389x658317953644361100, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1743547621069x279645472884266780, 1753374338412x209529915103450200",true,,,,impression
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,,ajs-next-1774842928520-f7e5fc28-d62c-4328-8a23-fac341ba50b8,,2026-03-30 03:55:28.520000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/about_us/1774822359753x195426309118684100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1774822359753x195426309118684100,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,,,navbar,logo,,button_click
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,search,ajs-next-1774842721675-d689fceb-bdaf-44f2-a878-2821f3f0f912,search,2026-03-30 03:52:01.675000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Colorado%20Springs%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Colorado%20Springs%20&category=,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,/search,https://coloradocatholicbusinessdirectory.com/,?query=Colorado%20Springs%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Colorado%20Springs%20&category=,search,search,,,,,,page
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,,ajs-next-1774842788732-a8782821-f3f0-4912-b40b-d1cd7f3404b5,,2026-03-30 03:53:08.732000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Colorado%20Springs%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Colorado%20Springs%20&category=,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,1752717497153x537286585580736960,true,main_sponsor,more_info,,button_click
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,about_us,ajs-next-1774842887208-4e23f7e5-fc28-462c-9328-ca23fac341ba,about_us,2026-03-30 03:54:47.208000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/about_us/1774822359753x195426309118684100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1774822359753x195426309118684100,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,/about_us/1774822359753x195426309118684100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1774822359753x195426309118684100,about_us,about_us,,,,,,page
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,,ajs-next-1774842878606-0d2723e5-424b-4b0d-91c3-8addfd40b297,,2026-03-30 03:54:38.606000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,"1744579851707x640487742075829500, 1743547621069x279645472884266780, 1770943484557x164806709481949200, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1744335958024x226211831616957250, 1771436045389x658317953644361100, 1752717497153x537286585580736960, 1743549178851x847080663521240200, 1753982403438x535213824960417500",true,,,,impression
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,,ajs-next-1774842722303-bdafa4f2-a878-4821-b3f0-f912f40bd1cd,,2026-03-30 03:52:02.303000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Colorado%20Springs%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Colorado%20Springs%20&category=,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,1752717497153x537286585580736960,true,main_list,,,impression
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,index,ajs-next-1774842805468-40edd43d-ddd3-43af-889a-6a03022ee0ea,index,2026-03-30 03:53:25.468000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,,ajs-next-1774842705495-3a974e26-0a5f-454d-952b-ad7c9b6ccfa5,,2026-03-30 03:51:45.495000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,"1771436045389x658317953644361100, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1753374338412x209529915103450200, 1770943484557x164806709481949200, 1743547621069x279645472884266780, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1752717497153x537286585580736960, 1744579851707x640487742075829500",true,,,,impression
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,,ajs-next-1774842827149-ddd353af-c89a-4a03-822e-e0ead38ecf63,,2026-03-30 03:53:47.149000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,,,navbar,logo,,button_click
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,,ajs-next-1774842705497-4e260a5f-054d-452b-ad7c-9b6ccfa52223,,2026-03-30 03:51:45.497000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,"1771436045389x658317953644361100, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1753374338412x209529915103450200, 1770943484557x164806709481949200, 1743547621069x279645472884266780, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1752717497153x537286585580736960, 1744579851707x640487742075829500",true,,,,impression
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,,ajs-next-1774842798406-74c8719d-8081-4b7c-af3e-53106d4d5fa9,,2026-03-30 03:53:18.406000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Colorado%20Springs%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Colorado%20Springs%20&category=,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,,true,sidebar,,,impression
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,search,ajs-next-1774842798101-95ec74c8-719d-4081-9b7c-af3e53106d4d,search,2026-03-30 03:53:18.101000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Colorado%20Springs%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Colorado%20Springs%20&category=,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,/search,https://coloradocatholicbusinessdirectory.com/,?query=Colorado%20Springs%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Colorado%20Springs%20&category=,search,search,,,,,,page
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,,ajs-next-1774842798713-719d8081-db7c-4f3e-9310-6d4d5fa9f31b,,2026-03-30 03:53:18.713000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Colorado%20Springs%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Colorado%20Springs%20&category=,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,1743549178851x847080663521240200,true,main_list,,,impression
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,index,ajs-next-1774842929499-f879f036-c199-4863-b5a2-49d631155bda,index,2026-03-30 03:55:29.499000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
