anonymousId,category,messageId,name,originalTimestamp,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,location,button_name,search_text,event_type
f288b7ca-1d66-4e4f-b416-b520ab26bb8e,profile,ajs-next-1774805396577-1757e9c0-89db-41f5-8785-7a9af71ccc55,business_profile,2026-03-29 17:29:56.577000+00:00,,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/the-foote-group-keller-williams-aspire-1770943484557x164806709481949200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/the-foote-group-keller-williams-aspire-1770943484557x164806709481949200,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/the-foote-group-keller-williams-aspire-1770943484557x164806709481949200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/the-foote-group-keller-williams-aspire-1770943484557x164806709481949200,profile,business_profile,1770943484557x164806709481949200,,,,,page
45061b88-9054-4679-a227-394918dd355b,about_us,ajs-next-1774810768759-4d45061b-8890-44f6-b9a2-27394918dd35,about_us,2026-03-29 18:59:28.759000+00:00,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1774796361390x308095420971368000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1774796361390x308095420971368000,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'HeadlessChrome', 'version': '146'}]",False,Windows,/about_us/1774796361390x308095420971368000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1774796361390x308095420971368000,about_us,about_us,,,,,,page
f0daf3ab-e89f-4298-ad4f-1caa969364d1,profile,ajs-next-1774817353992-4aa2b84f-898e-48c8-a0ef-6b05c98d5404,business_profile,2026-03-29 20:49:13.992000+00:00,,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,profile,business_profile,1752717497153x537286585580736960,,,,,page
f0daf3ab-e89f-4298-ad4f-1caa969364d1,profile,ajs-next-1774817352437-7ef0daf3-abe8-4f42-98ed-4f1caa969364,business_profile,2026-03-29 20:49:12.437000+00:00,,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/the-foote-group-keller-williams-aspire-1770943484557x164806709481949200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/the-foote-group-keller-williams-aspire-1770943484557x164806709481949200,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/the-foote-group-keller-williams-aspire-1770943484557x164806709481949200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/the-foote-group-keller-williams-aspire-1770943484557x164806709481949200,profile,business_profile,1770943484557x164806709481949200,,,,,page
f0daf3ab-e89f-4298-ad4f-1caa969364d1,start,ajs-next-1774817373513-b31dc144-358a-47f3-a1d8-d12bf998685c,start,2026-03-29 20:49:33.513000+00:00,,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,start,start,,,,,,page
4afaca51-6fac-4730-9069-ac8f92734313,,ajs-next-1774819058275-1909f4b5-7fa9-4eb3-9259-d82e350e658b,,2026-03-29 21:17:38.275000+00:00,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,macOS,,,,,,,,"1753374338412x209529915103450200, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1743549178851x847080663521240200, 1771436045389x658317953644361100, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1770943484557x164806709481949200",true,,,,impression
4afaca51-6fac-4730-9069-ac8f92734313,search,ajs-next-1774819060007-1d810756-2392-4173-af47-5b64e6dcc221,search,2026-03-29 21:17:40.007000+00:00,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,macOS,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,search,search,,,,,,page
4afaca51-6fac-4730-9069-ac8f92734313,,ajs-next-1774819060307-07562392-c173-4f47-9b64-e6dcc2213237,,2026-03-29 21:17:40.307000+00:00,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,macOS,,,,,,,,,true,sidebar,,,impression
4afaca51-6fac-4730-9069-ac8f92734313,,ajs-next-1774819060928-c1732f47-5b64-46dc-8221-3237abff88c5,,2026-03-29 21:17:40.928000+00:00,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,macOS,,,,,,,,"1750423781412x480534435350699700, 1761762460002x434978052003146300, 1769719058268x843927058977011000, 1747163465846x476237095610093000, 1747864432460x772931238395911000, 1748389292320x918627677903932400, 1771433486472x495156137805681660, 1749068120323x412920063824988600, 1759423986281x805514757919405700, 1744740154739x566945822952470660, 1746855895334x711816173120128000, 1746843461447x686795565273950000, 1758147388607x898014240790697700, 1746827109704x963221719337950200, 1757720364741x595714121363069200, 1748581534531x956271769254002200, 1751425811600x127124815802215140, 1757355028996x505189727810192200, 1747848709032x210920410073364830, 1771021914207x198452557005754900, 1771545376609x752763268373144000, 1761930377989x951815782791809400, 1765399408996x262641226191956400, 1764893879099x465248075524681500, 1744643921578x315333816253624100, 1743549178851x847080663521240200, 1753374338412x209529915103450200, 1769635123521x385801932800474700, 1764781838221x716772635359430500, 1753909381745x872991521395046100, 1746635677548x343522492232585660, 1754081360962x724252535884739300, 1747185390251x665604546429507900, 1761762406893x958878656538368500, 1763569204895x378265538177280400, 1745597587022x519433479989605000, 1755533063776x956164571796881400, 1764342295066x618134664283571500, 1752182630575x854371423894944000, 1765001972595x338020444395840100, 1753982403438x535213824960417500, 1768426055630x579798080961828200, 1771436045389x658317953644361100, 1763255155587x707008769292458900, 1768581853937x610498789092930300, 1744398484109x785674167096991400, 1755271286521x378031808974615550, 1745273541628x945470626229355500, 1744760380914x558772773612561600, 1744335958024x226211831616957250, 1754505203290x671062062407191900, 1758312173588x895819358343598700, 1759153763139x433792388290277000, 1758568877707x715638242996164100, 1770943484557x164806709481949200, 1770152894907x464897480736850900, 1746938798847x931997689495082400, 1746548006831x128230088489826860, 1747398900475x598159844147748100, 1753985929691x853149258569598100, 1764711530894x480989914892320700, 1760458225389x690604949380638100, 1744907031541x119079844893356540, 1772482882558x843076024552954900, 1758120880051x675194275556497400, 1751319669665x621437589169731200, 1768844277981x664142917381285000, 1755621956288x571897163769246900, 1770755356265x111382421474427680, 1762364811793x796217509980630800, 1753135741395x558904608479141570, 1744579851707x640487742075829500, 1766011883106x917993758751800300, 1766070455303x639821695383855700, 1750783674403x491887953737125700, 1744282156200x727555159743162000, 1749057953945x756346430245684600, 1747415704843x665338483592092500, 1751744301621x758526182685981300, 1753911193017x504194995643152640, 1749742920378x965836759111504900, 1744319857648x144922844539837200, 1744397288473x909294892772270800, 1761044854709x307607562836745150, 1744175271939x575064790204550460, 1751749348389x952656707958261400, 1771517879190x523242735258870900, 1762889659042x996969350831174300, 1749173974503x736079030141835600, 1744391553368x301043576290850300, 1757369121056x350487849823425600, 1744736810207x919925185055488400, 1747183179554x540122160625888100, 1771003581692x955050931630977700, 1745533127765x291393362647413700, 1750785338983x949958887494882000, 1748365021326x105262688542451250, 1760118921086x941497076227920600, 1744737250347x219277345743008400, 1762957766158x632118084948257900, 1753465897836x101289632151690960, 1744260813114x505427712482621440, 1747221865162x703532834449508000, 1754949567759x639105313824555300, 1763148950401x545361905340972600, 1750783679107x801419812763124500, 1768427614253x929508274229176300, 1765991015203x350068785849064760, 1750784029587x963255839088365200, 1744751205492x235134337285239230, 1763509156539x144450665564595840, 1747165674437x491901038958021200, 1763305551668x997299018011994600, 1747170561218x640297169073643000, 1746467711533x453074785848415400, 1768584016102x834619843946063900, 1747216018889x770977089491677400, 1762271200864x775090106640580500, 1746765568691x979794717919274100, 1774573166178x561429420668618400, 1754084205128x675147807630683600, 1757437593796x460281345015416640, 1744748222708x779656090283929300, 1744743906400x631087870982087000, 1751402056748x637551618886434600, 1764963280733x431041418968701760, 1747420152884x437771544876149700, 1750436264420x989591292213482400, 1763408145585x201322720695875870, 1772982809798x739419868972941400, 1750784475796x702583457937545900, 1747184079669x994211808429350800, 1754927931120x470668069008822300, 1761919898226x928695665795906700, 1745528732739x896561533370513300, 1763672237927x725969385673238800, 1752687366861x422755081931784260, 1752717497153x537286585580736960, 1757438153395x416809556103947500, 1771538218470x758525499484679000, 1746631267951x741803061642879500, 1754941249648x796792188496967000, 1743547621069x279645472884266780, 1759930025997x126109694575208930, 1744134674881x127285411168640110, 1747827548541x313848517899538500, 1744157592334x292550965261606100, 1749580724532x760028975589297300, 1768238584049x399775147114029200, 1754624056001x759184470890143000, 1751224250248x539537516841198200, 1747594874125x270237571814453630",false,,,,impression
4afaca51-6fac-4730-9069-ac8f92734313,index,ajs-next-1774819057787-0b981909-f4b5-4fa9-8eb3-9259d82e350e,index,2026-03-29 21:17:37.787000+00:00,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,macOS,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
4afaca51-6fac-4730-9069-ac8f92734313,,ajs-next-1774819060623-2392c173-2f47-4b64-a6dc-c2213237abff,,2026-03-29 21:17:40.623000+00:00,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,macOS,,,,,,,,1753982403438x535213824960417500,true,main_list,,,impression
efa323c9-a6e0-4571-8e9c-5a19d643a8de,profile,ajs-next-1774832472604-75963484-34f9-454e-b22c-fc445fb95a98,business_profile,2026-03-30 01:01:12.604000+00:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/554.0.0.40.109;FBBV/917678550;FBDV/iPhone15,4;FBMD/iPhone;FBSN/iOS;FBSV/26.3.1;FBSS/3;FBCR/;FBID/phone;FBLC/en_US;FBOP/80]",/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,,,,/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,profile,business_profile,1753374338412x209529915103450200,,,,,page
efa323c9-a6e0-4571-8e9c-5a19d643a8de,,ajs-next-1774832456867-a6e01571-ce9c-4a19-9643-a8de791ee956,,2026-03-30 01:00:56.867000+00:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/554.0.0.40.109;FBBV/917678550;FBDV/iPhone15,4;FBMD/iPhone;FBSN/iOS;FBSV/26.3.1;FBSS/3;FBCR/;FBID/phone;FBLC/en_US;FBOP/80]",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1753374338412x209529915103450200, 1744579851707x640487742075829500, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1771436045389x658317953644361100, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1752717497153x537286585580736960, 1743547621069x279645472884266780, 1743549178851x847080663521240200",true,,,,impression
efa323c9-a6e0-4571-8e9c-5a19d643a8de,index,ajs-next-1774832456563-74efa323-c9a6-4015-b1ce-9c5a19d643a8,index,2026-03-30 01:00:56.563000+00:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/554.0.0.40.109;FBBV/917678550;FBDV/iPhone15,4;FBMD/iPhone;FBSN/iOS;FBSV/26.3.1;FBSS/3;FBCR/;FBID/phone;FBLC/en_US;FBOP/80]",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
efa323c9-a6e0-4571-8e9c-5a19d643a8de,,ajs-next-1774832456600-23c9a6e0-1571-4e9c-9a19-d643a8de791e,,2026-03-30 01:00:56.600000+00:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/554.0.0.40.109;FBBV/917678550;FBDV/iPhone15,4;FBMD/iPhone;FBSN/iOS;FBSV/26.3.1;FBSS/3;FBCR/;FBID/phone;FBLC/en_US;FBOP/80]",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1753374338412x209529915103450200, 1744579851707x640487742075829500, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1771436045389x658317953644361100, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1752717497153x537286585580736960, 1743547621069x279645472884266780, 1743549178851x847080663521240200",true,,,,impression
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,,ajs-next-1774842805966-d43dddd3-53af-489a-aa03-022ee0ead38e,,2026-03-30 03:53:25.966000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,"1771436045389x658317953644361100, 1752717497153x537286585580736960, 1743547621069x279645472884266780, 1743549178851x847080663521240200, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1770943484557x164806709481949200, 1753374338412x209529915103450200, 1744579851707x640487742075829500",true,,,,impression
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,,ajs-next-1774842718069-0a5f054d-d52b-4d7c-9b6c-cfa52223aa01,,2026-03-30 03:51:58.069000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,,,,search,,button_click
cf353a97-4e26-4a5f-854d-d52bad7c9b6c,how_it_works,ajs-next-1774842838391-f0213128-c298-40fb-823e-c4203f62c19b,how_it_works,2026-03-30 03:53:58.391000+00:00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/how_it_works/1774822359753x195426309118684100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1774822359753x195426309118684100,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,/how_it_works/1774822359753x195426309118684100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1774822359753x195426309118684100,how_it_works,how_it_works,,,,,,page
