userId,messageId,name,originalTimestamp,category,anonymousId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,business_id,category_properties,name_properties,button_name,sponsored_listing,location,search_text,city,parish,event_type
,ajs-next-1773630894169-0cadd394-57fc-4543-b09b-7c050234036a,business_profile,2026-03-16 03:14:54.169000+00:00,profile,add39457-fc35-43b0-9b7c-050234036aa8,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,1753374338412x209529915103450200,profile,business_profile,,,,,,,page
,ajs-next-1773630904145-50cfa783-6e43-4aa7-a918-6ea49cd50b4e,business_profile,2026-03-16 03:15:04.145000+00:00,profile,add39457-fc35-43b0-9b7c-050234036aa8,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/paolucci-financial-services-1771436045389x658317953644361100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/paolucci-financial-services-1771436045389x658317953644361100,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/paolucci-financial-services-1771436045389x658317953644361100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/paolucci-financial-services-1771436045389x658317953644361100,1771436045389x658317953644361100,profile,business_profile,,,,,,,page
,ajs-next-1773630909142-efd27d1b-8776-403c-b550-388f8f64c956,start,2026-03-16 03:15:09.142000+00:00,start,add39457-fc35-43b0-9b7c-050234036aa8,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,,,,,,,page
,ajs-next-1773643212838-28356319-f5a7-4741-83d5-fb739f3b87ae,index,2026-03-16 06:40:12.838000+00:00,index,356319f5-a777-41c3-95fb-739f3b87ae47,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,page
,ajs-next-1773645586990-17fe3acd-340d-46d2-84f0-3b7eed8f1a46,business_profile,2026-03-16 07:19:46.990000+00:00,profile,1850f7f9-053f-47aa-8ba3-953b7cdfb5e1,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,1743547621069x279645472884266780,profile,business_profile,,,,,,,page
,ajs-next-1773645582595-8b20d4ec-37a6-415c-a641-a4fbe96777dd,business_profile,2026-03-16 07:19:42.595000+00:00,profile,1850f7f9-053f-47aa-8ba3-953b7cdfb5e1,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,1753374338412x209529915103450200,profile,business_profile,,,,,,,page
,ajs-next-1773649085395-1060522b-c467-451b-9afc-f5e3f2a4d96f,start,2026-03-16 08:18:05.395000+00:00,start,60522bc4-6715-4b5a-bcf5-e3f2a4d96f4c,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,,,,,,,page
,ajs-next-1773673064312-a27ca5b1-3043-4f4d-9976-a110ade20712,,2026-03-16 14:57:44.312000+00:00,,a6be65ef-1734-427c-a5b1-30434f4dd976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,,,,search,,,,,,button_click
,ajs-next-1773673069506-8b4b50ce-6d32-4c52-982d-2a00834902ac,,2026-03-16 14:57:49.506000+00:00,,a6be65ef-1734-427c-a5b1-30434f4dd976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,"1744579851707x640487742075829500, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1770943484557x164806709481949200, 1743549178851x847080663521240200, 1750436264420x989591292213482400, 1744335958024x226211831616957250, 1771436045389x658317953644361100, 1743547621069x279645472884266780, 1752717497153x537286585580736960",,,,true,,,,,impression
,ajs-next-1773673079213-0c7a6df1-843c-46b8-b840-4773d1f66d33,,2026-03-16 14:57:59.213000+00:00,,a6be65ef-1734-427c-a5b1-30434f4dd976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,,,,,true,sidebar,,,,impression
,ajs-next-1773673066886-6c05cdb9-1213-493d-af3a-d02a519b6adc,,2026-03-16 14:57:46.886000+00:00,,a6be65ef-1734-427c-a5b1-30434f4dd976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,"1744398484109x785674167096991400, 1744643921578x315333816253624100, 1746631267951x741803061642879500, 1746843461447x686795565273950000, 1763672237927x725969385673238800, 1757438153395x416809556103947500, 1764963280733x431041418968701760, 1753465897836x101289632151690960, 1764781838221x716772635359430500, 1761930377989x951815782791809400, 1745273541628x945470626229355500, 1744736810207x919925185055488400, 1753911193017x504194995643152640, 1759423986281x805514757919405700, 1751224250248x539537516841198200, 1744579851707x640487742075829500, 1763509156539x144450665564595840, 1747415704843x665338483592092500, 1771003581692x955050931630977700, 1750436264420x989591292213482400, 1747216018889x770977089491677400, 1761762406893x958878656538368500, 1747221865162x703532834449508000, 1746548006831x128230088489826860, 1758568877707x715638242996164100, 1766070455303x639821695383855700, 1763148950401x545361905340972600, 1744760380914x558772773612561600, 1771517879190x523242735258870900, 1761762460002x434978052003146300, 1752717497153x537286585580736960, 1754081360962x724252535884739300, 1769635123521x385801932800474700, 1757720364741x595714121363069200, 1745528732739x896561533370513300, 1746827109704x963221719337950200, 1772982809798x739419868972941400, 1745533127765x291393362647413700, 1762364811793x796217509980630800, 1768584016102x834619843946063900, 1744134674881x127285411168640110, 1749173974503x736079030141835600, 1747183179554x540122160625888100, 1754927931120x470668069008822300, 1770943484557x164806709481949200, 1744260813114x505427712482621440, 1744743906400x631087870982087000, 1764711530894x480989914892320700, 1747420152884x437771544876149700, 1743547621069x279645472884266780, 1753135741395x558904608479141570, 1750783674403x491887953737125700, 1765991015203x350068785849064760, 1766011883106x917993758751800300, 1763305551668x997299018011994600, 1768581853937x610498789092930300, 1771021914207x198452557005754900, 1746938798847x931997689495082400, 1758120880051x675194275556497400, 1758312173588x895819358343598700, 1749580724532x760028975589297300, 1744175271939x575064790204550460, 1753985929691x853149258569598100, 1744282156200x727555159743162000, 1755533063776x956164571796881400, 1745597587022x519433479989605000, 1754941249648x796792188496967000, 1770152894907x464897480736850900, 1755621956288x571897163769246900, 1748365021326x105262688542451250, 1747170561218x640297169073643000, 1769719058268x843927058977011000, 1765399408996x262641226191956400, 1768844277981x664142917381285000, 1768426055630x579798080961828200, 1743549178851x847080663521240200, 1748581534531x956271769254002200, 1744157592334x292550965261606100, 1744335958024x226211831616957250, 1753909381745x872991521395046100, 1747864432460x772931238395911000, 1768238584049x399775147114029200, 1757369121056x350487849823425600, 1754505203290x671062062407191900, 1771436045389x658317953644361100, 1747594874125x270237571814453630, 1750784475796x702583457937545900, 1754084205128x675147807630683600, 1744737250347x219277345743008400, 1744319857648x144922844539837200, 1746765568691x979794717919274100, 1744740154739x566945822952470660, 1758147388607x898014240790697700, 1749068120323x412920063824988600, 1759153763139x433792388290277000, 1750784029587x963255839088365200, 1747184079669x994211808429350800, 1772482882558x843076024552954900, 1770755356265x111382421474427680, 1761919898226x928695665795906700, 1752182630575x854371423894944000, 1747848709032x210920410073364830, 1755271286521x378031808974615550, 1750785338983x949958887494882000, 1754949567759x639105313824555300, 1751402056748x637551618886434600, 1764893879099x465248075524681500, 1760458225389x690604949380638100, 1747163465846x476237095610093000, 1749742920378x965836759111504900, 1757437593796x460281345015416640, 1747165674437x491901038958021200, 1753982403438x535213824960417500, 1762271200864x775090106640580500, 1763569204895x378265538177280400, 1747185390251x665604546429507900, 1764342295066x618134664283571500, 1746635677548x343522492232585660, 1753374338412x209529915103450200, 1754624056001x759184470890143000, 1747827548541x313848517899538500, 1765001972595x338020444395840100, 1749057953945x756346430245684600, 1768427614253x929508274229176300, 1762957766158x632118084948257900, 1771433486472x495156137805681660, 1763255155587x707008769292458900, 1757355028996x505189727810192200, 1751749348389x952656707958261400, 1746467711533x453074785848415400, 1744391553368x301043576290850300, 1746855895334x711816173120128000, 1751425811600x127124815802215140, 1762889659042x996969350831174300, 1771538218470x758525499484679000, 1747398900475x598159844147748100, 1759930025997x126109694575208930, 1744397288473x909294892772270800, 1744751205492x235134337285239230, 1751744301621x758526182685981300, 1750783679107x801419812763124500, 1760118921086x941497076227920600, 1763408145585x201322720695875870, 1771545376609x752763268373144000, 1748389292320x918627677903932400, 1761044854709x307607562836745150, 1751319669665x621437589169731200, 1744748222708x779656090283929300, 1744907031541x119079844893356540, 1750423781412x480534435350699700, 1752687366861x422755081931784260",,,,false,,,,,impression
,ajs-next-1773676114522-53d0380b-532a-41d3-9af1-4709c7ae395c,dashboard,2026-03-16 15:48:34.522000+00:00,dashboard,d0380b53-2a41-431a-b147-09c7ae395cd1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1773676125594x813416887405137800,dashboard,dashboard,,,,,,,page
,ajs-next-1773673042674-eaa6be65-ef17-44a2-bca5-b130434f4dd9,index,2026-03-16 14:57:22.674000+00:00,index,a6be65ef-1734-427c-a5b1-30434f4dd976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,page
,ajs-next-1773673066575-b1176c05-cdb9-4213-a93d-2f3ad02a519b,,2026-03-16 14:57:46.575000+00:00,,a6be65ef-1734-427c-a5b1-30434f4dd976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,1744579851707x640487742075829500,,,,true,main_list,,,,impression
,ajs-next-1773673078885-29640c7a-6df1-443c-a6b8-b8404773d1f6,search,2026-03-16 14:57:58.885000+00:00,search,a6be65ef-1734-427c-a5b1-30434f4dd976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,search,search,,,,,,,page
,ajs-next-1773673334009-e0fa5f53-a121-4049-8467-d42051233907,,2026-03-16 15:02:14.009000+00:00,,a6be65ef-1734-427c-a5b1-30434f4dd976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,"1747864432460x772931238395911000, 1763408145585x201322720695875870, 1744748222708x779656090283929300, 1763148950401x545361905340972600, 1750783674403x491887953737125700, 1749742920378x965836759111504900, 1744579851707x640487742075829500, 1759153763139x433792388290277000, 1747216018889x770977089491677400, 1763255155587x707008769292458900, 1768581853937x610498789092930300, 1744751205492x235134337285239230, 1754505203290x671062062407191900, 1753911193017x504194995643152640, 1770943484557x164806709481949200, 1755621956288x571897163769246900, 1755533063776x956164571796881400, 1759930025997x126109694575208930, 1745273541628x945470626229355500, 1744335958024x226211831616957250, 1747398900475x598159844147748100, 1751319669665x621437589169731200, 1746855895334x711816173120128000, 1744398484109x785674167096991400, 1754927931120x470668069008822300, 1759423986281x805514757919405700",,,,false,,,,,impression
1743547621069x279645472884266780,ajs-next-1773674712545-16abbc6b-9b2e-43f3-ba42-0e541c70e090,,2026-03-16 15:25:12.545000+00:00,,4afaca51-6fac-4730-9069-ac8f92734313,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,macOS,,,,,,,,,,true,sidebar,,,,impression
,ajs-next-1773673111965-c2eab076-bae4-4a31-985f-0fa36b908525,,2026-03-16 14:58:31.965000+00:00,,a6be65ef-1734-427c-a5b1-30434f4dd976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/business_profile/treeline-roofing--construction-1763408145585x201322720695875870,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/treeline-roofing--construction-1763408145585x201322720695875870,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,1763408145585x201322720695875870,,,visit_website,,,,,,button_click
,ajs-next-1773673377611-062507af-1896-4a57-82c2-a71719425ef2,,2026-03-16 15:02:57.611000+00:00,,a6be65ef-1734-427c-a5b1-30434f4dd976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,,,,,true,sidebar,,,,impression
1743547621069x279645472884266780,ajs-next-1773674712244-fb5416ab-bc6b-4b2e-a3f3-7a420e541c70,search,2026-03-16 15:25:12.244000+00:00,search,4afaca51-6fac-4730-9069-ac8f92734313,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,macOS,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,search,search,,,,,,,page
1743547621069x279645472884266780,ajs-next-1773674712847-bc6b9b2e-e3f3-4a42-8e54-1c70e09005d7,,2026-03-16 15:25:12.847000+00:00,,4afaca51-6fac-4730-9069-ac8f92734313,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,macOS,,,,,,1743549178851x847080663521240200,,,,true,main_list,,,,impression
,ajs-next-1773673043032-1734a27c-a5b1-4043-8f4d-d976a110ade2,,2026-03-16 14:57:23.032000+00:00,,a6be65ef-1734-427c-a5b1-30434f4dd976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,"1753374338412x209529915103450200, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1771436045389x658317953644361100, 1770943484557x164806709481949200, 1743549178851x847080663521240200, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1743547621069x279645472884266780",,,,true,,,,,impression
,ajs-next-1773673069048-69ed8b4b-50ce-4d32-ac52-d82d2a008349,index,2026-03-16 14:57:49.048000+00:00,index,a6be65ef-1734-427c-a5b1-30434f4dd976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,page
,ajs-next-1773673378219-18969a57-42c2-4717-9942-5ef2b23059c6,,2026-03-16 15:02:58.219000+00:00,,a6be65ef-1734-427c-a5b1-30434f4dd976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,"1744398484109x785674167096991400, 1744335958024x226211831616957250, 1768581853937x610498789092930300, 1747216018889x770977089491677400, 1747864432460x772931238395911000, 1754505203290x671062062407191900, 1763148950401x545361905340972600, 1751319669665x621437589169731200, 1744748222708x779656090283929300, 1759153763139x433792388290277000, 1755621956288x571897163769246900, 1746855895334x711816173120128000, 1759423986281x805514757919405700, 1754927931120x470668069008822300, 1749742920378x965836759111504900, 1744751205492x235134337285239230, 1763408145585x201322720695875870, 1763255155587x707008769292458900, 1747398900475x598159844147748100, 1759930025997x126109694575208930, 1745273541628x945470626229355500, 1770943484557x164806709481949200, 1744579851707x640487742075829500, 1753911193017x504194995643152640, 1755533063776x956164571796881400, 1750783674403x491887953737125700",,,,false,,,,,impression
,ajs-next-1773673328099-d080196d-a35e-4144-8862-89b28fee8bc4,,2026-03-16 15:02:08.099000+00:00,,a6be65ef-1734-427c-a5b1-30434f4dd976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/business_profile/matt-mathias-homes-1759930025997x126109694575208930,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/matt-mathias-homes-1759930025997x126109694575208930,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,1759930025997x126109694575208930,,,visit_website,,,,,,button_click
,ajs-next-1773673333101-e20bc5c1-da9e-40fa-9f53-a12100498467,search,2026-03-16 15:02:13.101000+00:00,search,a6be65ef-1734-427c-a5b1-30434f4dd976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,search,search,,,,,,,page
,ajs-next-1773673079829-843ce6b8-b840-4773-91f6-6d33432cb36a,,2026-03-16 14:57:59.829000+00:00,,a6be65ef-1734-427c-a5b1-30434f4dd976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,"1744398484109x785674167096991400, 1744751205492x235134337285239230, 1746855895334x711816173120128000, 1763408145585x201322720695875870, 1750783674403x491887953737125700, 1754505203290x671062062407191900, 1749742920378x965836759111504900, 1759930025997x126109694575208930, 1763148950401x545361905340972600, 1753911193017x504194995643152640, 1759423986281x805514757919405700, 1747864432460x772931238395911000, 1744335958024x226211831616957250, 1770943484557x164806709481949200, 1745273541628x945470626229355500, 1759153763139x433792388290277000, 1744748222708x779656090283929300, 1755621956288x571897163769246900, 1747216018889x770977089491677400, 1768581853937x610498789092930300, 1751319669665x621437589169731200, 1755533063776x956164571796881400, 1747398900475x598159844147748100, 1744579851707x640487742075829500, 1763255155587x707008769292458900, 1754927931120x470668069008822300",,,,false,,,,,impression
,ajs-next-1773673043029-65ef1734-a27c-45b1-b043-4f4dd976a110,,2026-03-16 14:57:23.029000+00:00,,a6be65ef-1734-427c-a5b1-30434f4dd976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,"1753374338412x209529915103450200, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1771436045389x658317953644361100, 1770943484557x164806709481949200, 1743549178851x847080663521240200, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1743547621069x279645472884266780",,,,true,,,,,impression
