anonymousId,category,messageId,userId,originalTimestamp,name,userAgent,page.path,page.referrer,page.search,page.title,page.url,path,referrer,search,title,url,category_properties,name_properties,button_name,business_id,location,sponsored_listing,city,search_text,parish,userAgentData.brands,userAgentData.mobile,userAgentData.platform,event_type
faf2f935-9e30-49db-baa7-70689632ffb5,,ajs-next-1780168554339-1e2e12cf-bd99-4079-a1cd-23fc0328962b,,2026-05-30 19:15:54.339000+00:00,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=maid&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=maid&category=,,,,,,,,,,sidebar,true,,,,,,,impression
6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,,ajs-next-1780167458428-89d733bf-2cae-486f-afa7-ca0c24df37d1,,2026-05-30 18:57:38.428000+00:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,1753982403438x535213824960417500,main_list,true,,,,,,,impression
6e26c3e4-c5b7-4dd1-9980-99843eaa7d46,,ajs-next-1780167458735-33bf2cae-286f-4fa7-8a0c-24df37d16e83,,2026-05-30 18:57:38.735000+00:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,"1747594874125x270237571814453630, 1745597587022x519433479989605000, 1763148950401x545361905340972600, 1764893879099x465248075524681500, 1752717497153x537286585580736960, 1757438153395x416809556103947500, 1744157592334x292550965261606100, 1745533127765x291393362647413700, 1765001972595x338020444395840100, 1779223019066x495549806274790700, 1765399408996x262641226191956400, 1754927931120x470668069008822300, 1762271200864x775090106640580500, 1744319857648x144922844539837200, 1769635123521x385801932800474700, 1762364811793x796217509980630800, 1744743906400x631087870982087000, 1748581534531x956271769254002200, 1768584016102x834619843946063900, 1744335958024x226211831616957250, 1761919898226x928695665795906700, 1753135741395x558904608479141570, 1752182630575x854371423894944000, 1751402056748x637551618886434600, 1776552489781x780158200693874000, 1777921226784x512595595894430850, 1747170561218x640297169073643000, 1762957766158x632118084948257900, 1761044854709x307607562836745150, 1764781838221x716772635359430500, 1754941249648x796792188496967000, 1744907031541x119079844893356540, 1746635677548x343522492232585660, 1747398900475x598159844147748100, 1772482882558x843076024552954900, 1747420152884x437771544876149700, 1753374338412x209529915103450200, 1753911193017x504194995643152640, 1744398484109x785674167096991400, 1764963280733x431041418968701760, 1759423986281x805514757919405700, 1744736810207x919925185055488400, 1772982809798x739419868972941400, 1776102250538x198432379819539760, 1745528732739x896561533370513300, 1745273541628x945470626229355500, 1744282156200x727555159743162000, 1754949567759x639105313824555300, 1744579851707x640487742075829500, 1746938798847x931997689495082400, 1778678470875x691076180629588500, 1750783674403x491887953737125700, 1758312173588x895819358343598700, 1777405836126x277715594249416060, 1751319669665x621437589169731200, 1768238584049x399775147114029200, 1744134674881x127285411168640110, 1747864432460x772931238395911000, 1746855895334x711816173120128000, 1765991015203x350068785849064760, 1744740154739x566945822952470660, 1762889659042x996969350831174300, 1747163465846x476237095610093000, 1746548006831x128230088489826860, 1771021914207x198452557005754900, 1747165674437x491901038958021200, 1777052217878x935579896985562900, 1744737250347x219277345743008400, 1768844277981x664142917381285000, 1755271286521x378031808974615550, 1759930025997x126109694575208930, 1749173974503x736079030141835600, 1754081360962x724252535884739300, 1747184079669x994211808429350800, 1744397288473x909294892772270800, 1770755356265x111382421474427680, 1771545376609x752763268373144000, 1763509156539x144450665564595840, 1754505203290x671062062407191900, 1766070455303x639821695383855700, 1763569204895x378265538177280400, 1751744301621x758526182685981300, 1747216018889x770977089491677400, 1750785338983x949958887494882000, 1779564452798x328047204556438640, 1764711530894x480989914892320700, 1769719058268x843927058977011000, 1768427614253x929508274229176300, 1764342295066x618134664283571500, 1750783679107x801419812763124500, 1763672237927x725969385673238800, 1763408145585x201322720695875870, 1757355028996x505189727810192200, 1747221865162x703532834449508000, 1761930377989x951815782791809400, 1753465897836x101289632151690960, 1751425811600x127124815802215140, 1777042863057x294476376362385400, 1744751205492x235134337285239230, 1744175271939x575064790204550460, 1758120880051x675194275556497400, 1744748222708x779656090283929300, 1755533063776x956164571796881400, 1776360466250x658348247885801300, 1743549178851x847080663521240200, 1744260813114x505427712482621440, 1746827109704x963221719337950200, 1747848709032x210920410073364830, 1749742920378x965836759111504900, 1760118921086x941497076227920600, 1747827548541x313848517899538500, 1760458225389x690604949380638100, 1775058462201x523059865418210800, 1776360294100x840938158936498600, 1744760380914x558772773612561600, 1753982403438x535213824960417500, 1743547621069x279645472884266780, 1747183179554x540122160625888100, 1758147388607x898014240790697700, 1750436264420x989591292213482400, 1751749348389x952656707958261400, 1779207002005x542183775914824900, 1774573166178x561429420668618400, 1749068120323x412920063824988600, 1768426055630x579798080961828200, 1747415704843x665338483592092500, 1754084205128x675147807630683600, 1771436045389x658317953644361100, 1761762460002x434978052003146300, 1771517879190x523242735258870900, 1776210729408x448410210135887360, 1776373432940x530737443814194940, 1770943484557x164806709481949200, 1771538218470x758525499484679000, 1746467711533x453074785848415400, 1744391553368x301043576290850300, 1763255155587x707008769292458900, 1751224250248x539537516841198200, 1778185404695x597979725335827200, 1748389292320x918627677903932400, 1775244057768x699511577684581800, 1749057953945x756346430245684600, 1753985929691x853149258569598100, 1778709723276x637265650543127800, 1768581853937x610498789092930300, 1754624056001x759184470890143000, 1752687366861x422755081931784260, 1758568877707x715638242996164100, 1750784029587x963255839088365200, 1779371355755x238144527494011940, 1761762406893x958878656538368500, 1771003581692x955050931630977700, 1759153763139x433792388290277000, 1750784475796x702583457937545900, 1746843461447x686795565273950000, 1766011883106x917993758751800300, 1757720364741x595714121363069200, 1748365021326x105262688542451250, 1777321143190x321072500270616060, 1757369121056x350487849823425600, 1770152894907x464897480736850900, 1753909381745x872991521395046100, 1757437593796x460281345015416640, 1771433486472x495156137805681660, 1749580724532x760028975589297300, 1746765568691x979794717919274100, 1755621956288x571897163769246900, 1777042895042x187867473484191420, 1750423781412x480534435350699700, 1779898672007x583448227567234600, 1746631267951x741803061642879500, 1747185390251x665604546429507900, 1744643921578x315333816253624100, 1763305551668x997299018011994600",,false,,,,,,,impression
faf2f935-9e30-49db-baa7-70689632ffb5,,ajs-next-1780168552870-feca6b30-d5be-4a57-9e2e-12cfbd99c079,,2026-05-30 19:15:52.870000+00:00,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=cleaning&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=cleaning&category=,,,,,,,,,,sidebar,true,,,,,,,impression
faf2f935-9e30-49db-baa7-70689632ffb5,,ajs-next-1780168527303-144a1514-5162-4b50-a526-c163310a599d,,2026-05-30 19:15:27.303000+00:00,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=cleaning&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=cleaning&category=,,,,,,,,,"1744748222708x779656090283929300, 1757437593796x460281345015416640, 1776552489781x780158200693874000, 1754081360962x724252535884739300, 1754084205128x675147807630683600, 1754505203290x671062062407191900, 1755621956288x571897163769246900",,false,,,,,,,impression
faf2f935-9e30-49db-baa7-70689632ffb5,,ajs-next-1780168521244-79e46e87-3fb6-4d87-920a-b9d5b145cb5e,,2026-05-30 19:15:21.244000+00:00,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=maid&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=maid&category=,,,,,,,,,,sidebar,true,,,,,,,impression
faf2f935-9e30-49db-baa7-70689632ffb5,,ajs-next-1780168525778-9d87120a-b9d5-4145-8b5e-144a15145162,,2026-05-30 19:15:25.778000+00:00,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=maid&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=maid&category=,,,,,,,,search,,,,,,,,,,button_click
faf2f935-9e30-49db-baa7-70689632ffb5,,ajs-next-1780168526694-b145cb5e-144a-4514-9162-7b50e526c163,,2026-05-30 19:15:26.694000+00:00,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=cleaning&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=cleaning&category=,,,,,,,,,,sidebar,true,,,,,,,impression
faf2f935-9e30-49db-baa7-70689632ffb5,,ajs-next-1780168554947-bd99c079-a1cd-43fc-8328-962b3ce0602a,,2026-05-30 19:15:54.947000+00:00,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=maid&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=maid&category=,,,,,,,,,,,false,,,,,,,impression
faf2f935-9e30-49db-baa7-70689632ffb5,,ajs-next-1780168526082-120ab9d5-b145-4b5e-944a-151451627b50,,2026-05-30 19:15:26.082000+00:00,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=maid&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=maid&category=,,,,,,,,,,main_search,,,cleaning,,,,,search
