userId,anonymousId,messageId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,business_id,location,sponsored_listing,name,category,path,referrer,search,title,url,category_properties,name_properties,button_name,search_text,event_type
1788219546192x434403220948011970,b7061137-9568-4be7-acef-9d605ccc4b8b,ajs-next-1788464165480-02e39bfe-bb65-4cb6-b7c2-6549b22156fb,2026-09-03 19:36:05.480000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,"1770943484557x164806709481949200, 1781830336957x808577548450478500, 1771436045389x658317953644361100, 1744643921578x315333816253624100",,true,,,,,,,,,,,,impression
1788219546192x434403220948011970,b7061137-9568-4be7-acef-9d605ccc4b8b,ajs-next-1788464165646-9bfebb65-bcb6-47c2-a549-b22156fbe91c,2026-09-03 19:36:05.646000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,"1770943484557x164806709481949200, 1781830336957x808577548450478500, 1771436045389x658317953644361100, 1744643921578x315333816253624100",,true,,,,,,,,,,,,impression
,a49d85a3-c3cf-4b74-a049-f9576434ce9f,ajs-next-1788467060398-aaa49d85-a3c3-4f4b-b4e0-49f9576434ce,2026-09-03 20:24:20.398000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/1788214318088x197376904215472930,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1788214318088x197376904215472930,[],False,,,,,how_it_works,how_it_works,/how_it_works/1788214318088x197376904215472930,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1788214318088x197376904215472930,how_it_works,how_it_works,,,page
,c0b5826c-332a-41e6-97dd-3b0923804033,ajs-next-1788468405398-6ec0b582-6c33-4aa1-a697-dd3b09238040,2026-09-03 20:46:45.398000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/about_us/1788299467879x543490159039668540,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1788299467879x543490159039668540,[],False,,,,,about_us,about_us,/about_us/1788299467879x543490159039668540,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1788299467879x543490159039668540,about_us,about_us,,,page
,bee9f30f-6afa-4a82-a74f-9a869da57898,ajs-next-1788471422574-c6bee9f3-0f6a-4afa-82e7-4f9a869da578,2026-09-03 21:37:02.574000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '145'}, {'brand': 'Not:A-Brand', 'version': '99'}]",False,Windows,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,page
,b439bf6f-d5b7-4f6f-baea-ff7ae2d00622,ajs-next-1788471426080-8ab439bf-6fd5-47df-affa-eaff7ae2d006,2026-09-03 21:37:06.080000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.162 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '145'}, {'brand': 'Not:A-Brand', 'version': '99'}]",False,Windows,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,page
,b439bf6f-d5b7-4f6f-baea-ff7ae2d00622,ajs-next-1788471426090-bf6fd5b7-df6f-4aea-bf7a-e2d00622f592,2026-09-03 21:37:06.090000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.162 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '145'}, {'brand': 'Not:A-Brand', 'version': '99'}]",False,Windows,"1771436045389x658317953644361100, 1781830336957x808577548450478500, 1744643921578x315333816253624100, 1770943484557x164806709481949200",,true,,,,,,,,,,,,impression
,bee9f30f-6afa-4a82-a74f-9a869da57898,ajs-next-1788471423331-6afafa82-e74f-4a86-9da5-7898e0cc44e2,2026-09-03 21:37:03.331000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '145'}, {'brand': 'Not:A-Brand', 'version': '99'}]",False,Windows,"1770943484557x164806709481949200, 1781830336957x808577548450478500, 1744643921578x315333816253624100, 1771436045389x658317953644361100",,true,,,,,,,,,,,,impression
,77ec1bc3-6d28-45ad-8735-80428e59b491,ajs-next-1788471428458-6d2875ad-c735-4042-8e59-b491bf1b943d,2026-09-03 21:37:08.458000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '145'}, {'brand': 'Not:A-Brand', 'version': '99'}]",False,Windows,"1771436045389x658317953644361100, 1770943484557x164806709481949200, 1744643921578x315333816253624100, 1781830336957x808577548450478500",,true,,,,,,,,,,,,impression
,77ec1bc3-6d28-45ad-8735-80428e59b491,ajs-next-1788471427900-6977ec1b-c36d-4875-adc7-3580428e59b4,2026-09-03 21:37:07.900000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '145'}, {'brand': 'Not:A-Brand', 'version': '99'}]",False,Windows,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,page
