anonymousId,category,name,userId,messageId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,location,button_name,city,search_text,parish,event_type
84bc6b7c-d1b0-43b0-8189-edf76264c1c8,,,,ajs-next-1772924085090-c79881e9-fa82-4566-aa3f-d3e3aeec96b3,2026-03-07 22:54:45.090000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/145.0.7632.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,"1749057953945x756346430245684600, 1748365021326x105262688542451250, 1757438153395x416809556103947500, 1749173974503x736079030141835600, 1750783679107x801419812763124500, 1747864432460x772931238395911000, 1746855895334x711816173120128000, 1744737250347x219277345743008400, 1743547621069x279645472884266780, 1771538218470x758525499484679000, 1747398900475x598159844147748100, 1761762406893x958878656538368500, 1758120880051x675194275556497400, 1744260813114x505427712482621440, 1747183179554x540122160625888100, 1768427614253x929508274229176300, 1749580724532x760028975589297300, 1746635677548x343522492232585660, 1746843461447x686795565273950000, 1765399408996x262641226191956400, 1769635123521x385801932800474700, 1757437593796x460281345015416640, 1744736810207x919925185055488400, 1746765568691x979794717919274100, 1744391553368x301043576290850300, 1757355028996x505189727810192200, 1758568877707x715638242996164100, 1754081360962x724252535884739300, 1747415704843x665338483592092500, 1744134674881x127285411168640110, 1751319669665x621437589169731200, 1753135741395x558904608479141570, 1765991015203x350068785849064760, 1754624056001x759184470890143000, 1744282156200x727555159743162000, 1744760380914x558772773612561600, 1744335958024x226211831616957250, 1747165674437x491901038958021200, 1763672237927x725969385673238800, 1757369121056x350487849823425600, 1747420152884x437771544876149700, 1771003581692x955050931630977700, 1751224250248x539537516841198200, 1764963280733x431041418968701760, 1746631267951x741803061642879500, 1748389292320x918627677903932400, 1746548006831x128230088489826860, 1744907031541x119079844893356540, 1766011883106x917993758751800300, 1771433486472x495156137805681660, 1768426055630x579798080961828200, 1762889659042x996969350831174300, 1771021914207x198452557005754900, 1745597587022x519433479989605000, 1744579851707x640487742075829500, 1772482882558x843076024552954900, 1744397288473x909294892772270800, 1744398484109x785674167096991400, 1746827109704x963221719337950200, 1747185390251x665604546429507900, 1744748222708x779656090283929300, 1764893879099x465248075524681500, 1748581534531x956271769254002200, 1749742920378x965836759111504900, 1761919898226x928695665795906700, 1764781838221x716772635359430500, 1750784475796x702583457937545900, 1770755356265x111382421474427680, 1768238584049x399775147114029200, 1744751205492x235134337285239230, 1760458225389x690604949380638100, 1759423986281x805514757919405700, 1764342295066x618134664283571500, 1770943484557x164806709481949200, 1768844277981x664142917381285000, 1744743906400x631087870982087000, 1761044854709x307607562836745150, 1751402056748x637551618886434600, 1747848709032x210920410073364830, 1765001972595x338020444395840100, 1768584016102x834619843946063900, 1750784029587x963255839088365200, 1763509156539x144450665564595840, 1749068120323x412920063824988600, 1745533127765x291393362647413700, 1754941249648x796792188496967000, 1757720364741x595714121363069200, 1770152894907x464897480736850900, 1754505203290x671062062407191900, 1762957766158x632118084948257900, 1747221865162x703532834449508000, 1771436045389x658317953644361100, 1771517879190x523242735258870900, 1750785338983x949958887494882000, 1750436264420x989591292213482400, 1746467711533x453074785848415400, 1752182630575x854371423894944000, 1753465897836x101289632151690960, 1747216018889x770977089491677400, 1754084205128x675147807630683600, 1743549178851x847080663521240200, 1747184079669x994211808429350800, 1752717497153x537286585580736960, 1764711530894x480989914892320700, 1744175271939x575064790204550460, 1763408145585x201322720695875870, 1747163465846x476237095610093000, 1753982403438x535213824960417500, 1763148950401x545361905340972600, 1771545376609x752763268373144000, 1744157592334x292550965261606100, 1759153763139x433792388290277000, 1755621956288x571897163769246900, 1753985929691x853149258569598100, 1745273541628x945470626229355500, 1753911193017x504194995643152640, 1751744301621x758526182685981300, 1753909381745x872991521395046100, 1763255155587x707008769292458900, 1759930025997x126109694575208930, 1752687366861x422755081931784260, 1750783674403x491887953737125700, 1758147388607x898014240790697700, 1755533063776x956164571796881400, 1766070455303x639821695383855700, 1747594874125x270237571814453630, 1754949567759x639105313824555300, 1744643921578x315333816253624100, 1744740154739x566945822952470660, 1769719058268x843927058977011000, 1763305551668x997299018011994600, 1751425811600x127124815802215140, 1750423781412x480534435350699700, 1747170561218x640297169073643000, 1753374338412x209529915103450200, 1755271286521x378031808974615550, 1751749348389x952656707958261400, 1763569204895x378265538177280400, 1744319857648x144922844539837200, 1760118921086x941497076227920600, 1745528732739x896561533370513300, 1762271200864x775090106640580500, 1761930377989x951815782791809400, 1747827548541x313848517899538500, 1761762460002x434978052003146300, 1758312173588x895819358343598700, 1746938798847x931997689495082400, 1754927931120x470668069008822300, 1768581853937x610498789092930300, 1762364811793x796217509980630800",false,,,,,,impression
84bc6b7c-d1b0-43b0-8189-edf76264c1c8,,,,ajs-next-1772924091681-81e9fa82-c566-4a3f-93e3-aeec96b3f012,2026-03-07 22:54:51.681000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/145.0.7632.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,,,search,,,,button_click
84bc6b7c-d1b0-43b0-8189-edf76264c1c8,,,,ajs-next-1772924111088-1b7d53d4-1853-474c-b9fc-f398a6c7219a,2026-03-07 22:55:11.088000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/145.0.7632.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,,,map_maker,,,,button_click
84bc6b7c-d1b0-43b0-8189-edf76264c1c8,search,search,,ajs-next-1772924084174-41d354dd-cae9-4798-81e9-fa82c566ea3f,2026-03-07 22:54:44.174000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/145.0.7632.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,search,search,,,,,,,,page
84bc6b7c-d1b0-43b0-8189-edf76264c1c8,,,,ajs-next-1772924108151-f0121b7d-53d4-4853-974c-b9fcf398a6c7,2026-03-07 22:55:08.151000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/145.0.7632.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,,,map_maker,,,,button_click
84bc6b7c-d1b0-43b0-8189-edf76264c1c8,,,,ajs-next-1772924093225-aeec96b3-f012-4b7d-93d4-1853174cb9fc,2026-03-07 22:54:53.225000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/145.0.7632.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,"1747864432460x772931238395911000, 1746855895334x711816173120128000, 1747398900475x598159844147748100, 1751319669665x621437589169731200, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1744398484109x785674167096991400, 1744748222708x779656090283929300, 1749742920378x965836759111504900, 1744751205492x235134337285239230, 1759423986281x805514757919405700, 1770943484557x164806709481949200, 1754505203290x671062062407191900, 1747216018889x770977089491677400, 1763408145585x201322720695875870, 1763148950401x545361905340972600, 1759153763139x433792388290277000, 1755621956288x571897163769246900, 1745273541628x945470626229355500, 1753911193017x504194995643152640, 1763255155587x707008769292458900, 1759930025997x126109694575208930, 1750783674403x491887953737125700, 1755533063776x956164571796881400, 1754927931120x470668069008822300, 1768581853937x610498789092930300",false,,,,,,impression
3576bada-ac0c-4686-9d35-0e6c9d78991c,profile,business_profile,,ajs-next-1772925985088-a318a75e-f640-47a6-bc65-d9dfab67be98,2026-03-07 23:26:25.088000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",/business_profile/am-honey-1751749348389x952656707958261400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/am-honey-1751749348389x952656707958261400,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/business_profile/am-honey-1751749348389x952656707958261400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/am-honey-1751749348389x952656707958261400,profile,business_profile,1751749348389x952656707958261400,,,,,,,page
3576bada-ac0c-4686-9d35-0e6c9d78991c,,,,ajs-next-1772925990726-2ce945e3-1ac1-4512-ad03-5df311720d49,2026-03-07 23:26:30.726000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,"1747827548541x313848517899538500, 1744397288473x909294892772270800, 1750436264420x989591292213482400, 1750783674403x491887953737125700, 1754084205128x675147807630683600, 1764711530894x480989914892320700, 1763305551668x997299018011994600, 1743549178851x847080663521240200, 1750785338983x949958887494882000, 1753985929691x853149258569598100, 1761044854709x307607562836745150, 1768844277981x664142917381285000, 1751744301621x758526182685981300, 1748581534531x956271769254002200, 1747163465846x476237095610093000, 1771538218470x758525499484679000, 1744751205492x235134337285239230, 1749580724532x760028975589297300, 1764893879099x465248075524681500, 1749057953945x756346430245684600, 1753374338412x209529915103450200, 1757438153395x416809556103947500, 1764781838221x716772635359430500, 1745597587022x519433479989605000, 1747398900475x598159844147748100, 1754505203290x671062062407191900, 1746765568691x979794717919274100, 1755621956288x571897163769246900, 1743547621069x279645472884266780, 1753135741395x558904608479141570, 1759423986281x805514757919405700, 1761919898226x928695665795906700, 1761762460002x434978052003146300, 1760458225389x690604949380638100, 1747184079669x994211808429350800, 1762364811793x796217509980630800, 1746843461447x686795565273950000, 1759153763139x433792388290277000, 1750784475796x702583457937545900, 1765991015203x350068785849064760, 1771433486472x495156137805681660, 1747594874125x270237571814453630, 1744282156200x727555159743162000, 1746635677548x343522492232585660, 1766070455303x639821695383855700, 1768238584049x399775147114029200, 1754941249648x796792188496967000, 1744907031541x119079844893356540, 1747848709032x210920410073364830, 1753465897836x101289632151690960, 1744737250347x219277345743008400, 1771021914207x198452557005754900, 1757720364741x595714121363069200, 1751319669665x621437589169731200, 1747221865162x703532834449508000, 1744319857648x144922844539837200, 1751749348389x952656707958261400, 1769719058268x843927058977011000, 1768426055630x579798080961828200, 1744157592334x292550965261606100, 1759930025997x126109694575208930, 1754624056001x759184470890143000, 1744736810207x919925185055488400, 1747216018889x770977089491677400, 1769635123521x385801932800474700, 1753909381745x872991521395046100, 1744743906400x631087870982087000, 1761762406893x958878656538368500, 1751402056748x637551618886434600, 1764342295066x618134664283571500, 1747165674437x491901038958021200, 1762957766158x632118084948257900, 1747420152884x437771544876149700, 1751425811600x127124815802215140, 1746938798847x931997689495082400, 1753911193017x504194995643152640, 1765399408996x262641226191956400, 1747864432460x772931238395911000, 1745533127765x291393362647413700, 1763569204895x378265538177280400, 1747170561218x640297169073643000, 1768584016102x834619843946063900, 1757355028996x505189727810192200, 1746827109704x963221719337950200, 1770943484557x164806709481949200, 1770152894907x464897480736850900, 1755271286521x378031808974615550, 1766011883106x917993758751800300, 1762271200864x775090106640580500, 1751224250248x539537516841198200, 1763408145585x201322720695875870, 1746467711533x453074785848415400, 1744260813114x505427712482621440, 1758120880051x675194275556497400, 1757369121056x350487849823425600, 1763509156539x144450665564595840, 1758312173588x895819358343598700, 1747185390251x665604546429507900, 1765001972595x338020444395840100, 1748365021326x105262688542451250, 1750423781412x480534435350699700, 1752717497153x537286585580736960, 1744760380914x558772773612561600, 1746855895334x711816173120128000, 1745273541628x945470626229355500, 1755533063776x956164571796881400, 1771517879190x523242735258870900, 1752687366861x422755081931784260, 1757437593796x460281345015416640, 1753982403438x535213824960417500, 1758147388607x898014240790697700, 1760118921086x941497076227920600, 1744391553368x301043576290850300, 1771003581692x955050931630977700, 1746631267951x741803061642879500, 1749173974503x736079030141835600, 1744398484109x785674167096991400, 1763672237927x725969385673238800, 1750783679107x801419812763124500, 1754081360962x724252535884739300, 1764963280733x431041418968701760, 1744740154739x566945822952470660, 1744335958024x226211831616957250, 1744643921578x315333816253624100, 1763148950401x545361905340972600, 1745528732739x896561533370513300, 1771545376609x752763268373144000, 1768581853937x610498789092930300, 1754949567759x639105313824555300, 1752182630575x854371423894944000, 1761930377989x951815782791809400, 1750784029587x963255839088365200, 1763255155587x707008769292458900, 1747183179554x540122160625888100, 1744579851707x640487742075829500, 1748389292320x918627677903932400, 1744134674881x127285411168640110, 1772482882558x843076024552954900, 1744175271939x575064790204550460, 1746548006831x128230088489826860, 1768427614253x929508274229176300, 1749742920378x965836759111504900, 1744748222708x779656090283929300, 1747415704843x665338483592092500, 1749068120323x412920063824988600, 1758568877707x715638242996164100, 1770755356265x111382421474427680, 1762889659042x996969350831174300, 1754927931120x470668069008822300, 1771436045389x658317953644361100",false,,,,,,impression
84bc6b7c-d1b0-43b0-8189-edf76264c1c8,,,,ajs-next-1772924105634-96b3f012-1b7d-43d4-9853-174cb9fcf398,2026-03-07 22:55:05.634000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/145.0.7632.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,,,,,,map_maker,,,,button_click
84bc6b7c-d1b0-43b0-8189-edf76264c1c8,Home Services,,,ajs-next-1772924091987-fa82c566-ea3f-43e3-aeec-96b3f0121b7d,2026-03-07 22:54:51.987000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/145.0.7632.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,,main_search,,,,,search
84bc6b7c-d1b0-43b0-8189-edf76264c1c8,,,,ajs-next-1772924124423-c5b541d1-a3ce-4561-b457-e6b22f022b31,2026-03-07 22:55:24.423000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/145.0.7632.108 Mobile/15E148 Safari/604.1",/business_profile/kimberly-austin-realtor---exp-realty--1747864432460x772931238395911000,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/kimberly-austin-realtor---exp-realty--1747864432460x772931238395911000,,,,,,,,,,,1747864432460x772931238395911000,,,visit_website,,,,button_click
3576bada-ac0c-4686-9d35-0e6c9d78991c,,,,ajs-next-1772925970522-4e6a0eb3-b75d-406f-9d6a-def271f0e201,2026-03-07 23:26:10.522000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,,,,map_maker,,,,button_click
84bc6b7c-d1b0-43b0-8189-edf76264c1c8,,,,ajs-next-1772924084477-54ddcae9-c798-41e9-ba82-c566ea3fd3e3,2026-03-07 22:54:44.477000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/145.0.7632.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,true,sidebar,,,,,impression
