userId,category,originalTimestamp,anonymousId,messageId,name,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,search_text,location,button_name,event_type
,index,2026-01-26 16:11:38.544000+00:00,3576bada-ac0c-4686-9d35-0e6c9d78991c,ajs-next-1769443898544-f43576ba-daac-4c36-86dd-350e6c9d7899,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/,https://www.bing.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,/,https://www.bing.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
,,2026-01-26 16:11:42.127000+00:00,3576bada-ac0c-4686-9d35-0e6c9d78991c,ajs-next-1769443902127-ab9df745-2961-4a92-bf22-3d0965aa5160,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,,,,,,"1754941249648x796792188496967000, 1764781838221x716772635359430500, 1749173974503x736079030141835600, 1766070455303x639821695383855700, 1751749348389x952656707958261400, 1754081360962x724252535884739300, 1753911193017x504194995643152640, 1744737250347x219277345743008400, 1745597587022x519433479989605000, 1768238584049x399775147114029200, 1758312173588x895819358343598700, 1761919898226x928695665795906700, 1747864432460x772931238395911000, 1762364811793x796217509980630800, 1744907031541x119079844893356540, 1762957766158x632118084948257900, 1750784029587x963255839088365200, 1747594874125x270237571814453630, 1761044854709x307607562836745150, 1747183179554x540122160625888100, 1745273541628x945470626229355500, 1759153763139x433792388290277000, 1748581534531x956271769254002200, 1763408145585x201322720695875870, 1744157592334x292550965261606100, 1744282156200x727555159743162000, 1744397288473x909294892772270800, 1748365021326x105262688542451250, 1763148950401x545361905340972600, 1744760380914x558772773612561600, 1768584016102x834619843946063900, 1764711530894x480989914892320700, 1743547621069x279645472884266780, 1744740154739x566945822952470660, 1768426055630x579798080961828200, 1754927931120x470668069008822300, 1747420152884x437771544876149700, 1754624056001x759184470890143000, 1747827548541x313848517899538500, 1744335958024x226211831616957250, 1744319857648x144922844539837200, 1744579851707x640487742075829500, 1746467711533x453074785848415400, 1761930377989x951815782791809400, 1744175271939x575064790204550460, 1752182630575x854371423894944000, 1765001972595x338020444395840100, 1765991015203x350068785849064760, 1753465897836x101289632151690960, 1750784475796x702583457937545900, 1763255155587x707008769292458900, 1760458225389x690604949380638100, 1747415704843x665338483592092500, 1744751205492x235134337285239230, 1757355028996x505189727810192200, 1764963280733x431041418968701760, 1757438153395x416809556103947500, 1751224250248x539537516841198200, 1763672237927x725969385673238800, 1768581853937x610498789092930300, 1750783679107x801419812763124500, 1745533127765x291393362647413700, 1758568877707x715638242996164100, 1750436264420x989591292213482400, 1764893879099x465248075524681500, 1752717497153x537286585580736960, 1746843461447x686795565273950000, 1744134674881x127285411168640110, 1747184079669x994211808429350800, 1744736810207x919925185055488400, 1763509156539x144450665564595840, 1744743906400x631087870982087000, 1747165674437x491901038958021200, 1747170561218x640297169073643000, 1746548006831x128230088489826860, 1759930025997x126109694575208930, 1746855895334x711816173120128000, 1747848709032x210920410073364830, 1746827109704x963221719337950200, 1747216018889x770977089491677400, 1768844277981x664142917381285000, 1744643921578x315333816253624100, 1743549178851x847080663521240200, 1753982403438x535213824960417500, 1751744301621x758526182685981300, 1757437593796x460281345015416640, 1750783674403x491887953737125700, 1768427614253x929508274229176300, 1748389292320x918627677903932400, 1751319669665x621437589169731200, 1758147388607x898014240790697700, 1755533063776x956164571796881400, 1763569204895x378265538177280400, 1749068120323x412920063824988600, 1754084205128x675147807630683600, 1753374338412x209529915103450200, 1755271286521x378031808974615550, 1744748222708x779656090283929300, 1766011883106x917993758751800300, 1751425811600x127124815802215140, 1746938798847x931997689495082400, 1744398484109x785674167096991400, 1744391553368x301043576290850300, 1744260813114x505427712482621440, 1752687366861x422755081931784260, 1761762460002x434978052003146300, 1763305551668x997299018011994600, 1745528732739x896561533370513300, 1747163465846x476237095610093000, 1747221865162x703532834449508000, 1746631267951x741803061642879500, 1750785338983x949958887494882000, 1758120880051x675194275556497400, 1757369121056x350487849823425600, 1751402056748x637551618886434600, 1753135741395x558904608479141570, 1749742920378x965836759111504900, 1759423986281x805514757919405700, 1764342295066x618134664283571500, 1754949567759x639105313824555300, 1757720364741x595714121363069200, 1754505203290x671062062407191900, 1746635677548x343522492232585660, 1761762406893x958878656538368500, 1755621956288x571897163769246900, 1762889659042x996969350831174300, 1747398900475x598159844147748100, 1747185390251x665604546429507900, 1760118921086x941497076227920600, 1749057953945x756346430245684600, 1765399408996x262641226191956400, 1762271200864x775090106640580500, 1753985929691x853149258569598100, 1749580724532x760028975589297300, 1753909381745x872991521395046100, 1746765568691x979794717919274100, 1750423781412x480534435350699700",false,,,,impression
,,2026-01-26 16:11:41.819000+00:00,3576bada-ac0c-4686-9d35-0e6c9d78991c,ajs-next-1769443901819-a6f8ab9d-f745-4961-8a92-7f223d0965aa,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,,,,,,1753982403438x535213824960417500,true,,main_list,,impression
,,2026-01-26 16:11:38.919000+00:00,3576bada-ac0c-4686-9d35-0e6c9d78991c,ajs-next-1769443898919-3686dd35-0e6c-4d78-991c-473ebd2780fe,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/,https://www.bing.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,,,,,,,,,,search,button_click
,,2026-01-26 16:11:41.514000+00:00,3576bada-ac0c-4686-9d35-0e6c9d78991c,ajs-next-1769443901514-42fda6f8-ab9d-4745-a961-8a927f223d09,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,,,,,,,true,,sidebar,,impression
,,2026-01-26 16:11:38.878000+00:00,3576bada-ac0c-4686-9d35-0e6c9d78991c,ajs-next-1769443898878-ac0c3686-dd35-4e6c-9d78-991c473ebd27,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/,https://www.bing.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,,,,,,"1743547621069x279645472884266780, 1752717497153x537286585580736960, 1750436264420x989591292213482400, 1744335958024x226211831616957250, 1743549178851x847080663521240200, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1753982403438x535213824960417500",true,,,,impression
,search,2026-01-26 16:11:41.200000+00:00,3576bada-ac0c-4686-9d35-0e6c9d78991c,ajs-next-1769443901200-56fa42fd-a6f8-4b9d-b745-29618a927f22,search,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,search,search,,,,,,page
,how_it_works,2026-01-26 17:33:03.015000+00:00,65343781-4624-4da9-a40e-cabd28f16916,ajs-next-1769448783015-4f653437-8146-44ed-a9e4-0ecabd28f169,how_it_works,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1769153771134x564058167595363100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1769153771134x564058167595363100,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/how_it_works/1769153771134x564058167595363100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1769153771134x564058167595363100,how_it_works,how_it_works,,,,,,page
,how_it_works,2026-01-26 17:39:10.620000+00:00,9d73fa29-8cb5-4e65-9747-e56bedd4d62a,ajs-next-1769449150620-049d73fa-298c-452e-a557-47e56bedd4d6,how_it_works,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1769173964107x447598129104879800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1769173964107x447598129104879800,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/how_it_works/1769173964107x447598129104879800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1769173964107x447598129104879800,how_it_works,how_it_works,,,,,,page
,profile,2026-01-26 18:39:53.885000+00:00,36715b1e-8871-407f-97ff-d6e66b053962,ajs-next-1769452793885-541fc77f-77bc-4d5f-a39f-fd55b9b61418,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,profile,business_profile,1744579851707x640487742075829500,,,,,page
,start,2026-01-26 18:39:30.003000+00:00,36715b1e-8871-407f-97ff-d6e66b053962,ajs-next-1769452770003-ba36715b-1e88-4190-bf97-ffd6e66b0539,start,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,start,start,,,,,,page
,index,2026-01-26 19:31:11.035000+00:00,5232cf47-f902-4ebd-ab4a-7ad3025c2ca3,ajs-next-1769455871035-cf5232cf-47f9-423e-bd6b-4a7ad3025c2c,index,"Mozilla/5.0 (Linux; Android 12; SM-N970F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/143.0.7499.193 Mobile Safari/537.36 [FBAN/EMA;FBLC/en_US;FBAV/494.0.0.9.107;FB_FW/1;FBBV/864371039;FBDM/DisplayMetrics{density=2.625, width=1080, height=2064, scaledDensity=2.625, xdpi=403.411, ydpi=402.166};]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeFxkfSRcSSbnYOA796kPeoRL8hUTFploz2M4tiKJXf7Jfh08l0Up394gLtrM_aem_NqD5O-dAdVAo-ggDk2M8tA,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeFxkfSRcSSbnYOA796kPeoRL8hUTFploz2M4tiKJXf7Jfh08l0Up394gLtrM_aem_NqD5O-dAdVAo-ggDk2M8tA,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Linux,/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeFxkfSRcSSbnYOA796kPeoRL8hUTFploz2M4tiKJXf7Jfh08l0Up394gLtrM_aem_NqD5O-dAdVAo-ggDk2M8tA,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeFxkfSRcSSbnYOA796kPeoRL8hUTFploz2M4tiKJXf7Jfh08l0Up394gLtrM_aem_NqD5O-dAdVAo-ggDk2M8tA,index,index,,,,,,page
,,2026-01-26 19:31:12.007000+00:00,5232cf47-f902-4ebd-ab4a-7ad3025c2ca3,ajs-next-1769455872007-cf47f902-3ebd-4b4a-bad3-025c2ca3a4a0,,"Mozilla/5.0 (Linux; Android 12; SM-N970F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/143.0.7499.193 Mobile Safari/537.36 [FBAN/EMA;FBLC/en_US;FBAV/494.0.0.9.107;FB_FW/1;FBBV/864371039;FBDM/DisplayMetrics{density=2.625, width=1080, height=2064, scaledDensity=2.625, xdpi=403.411, ydpi=402.166};]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeFxkfSRcSSbnYOA796kPeoRL8hUTFploz2M4tiKJXf7Jfh08l0Up394gLtrM_aem_NqD5O-dAdVAo-ggDk2M8tA,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeFxkfSRcSSbnYOA796kPeoRL8hUTFploz2M4tiKJXf7Jfh08l0Up394gLtrM_aem_NqD5O-dAdVAo-ggDk2M8tA,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Linux,,,,,,,,"1753374338412x209529915103450200, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1750436264420x989591292213482400",true,,,,impression
,,2026-01-26 19:58:23.295000+00:00,578bdc3e-5d9c-42a8-ad3c-e9635c01e469,ajs-next-1769457503295-9461f88c-5135-4ee3-b102-45745a1cbc25,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/about_us/1769457332173x830026575455216500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1769457332173x830026575455216500,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,,,,,,,,,navbar,logo,button_click
,,2026-01-26 19:31:12.086000+00:00,5232cf47-f902-4ebd-ab4a-7ad3025c2ca3,ajs-next-1769455872086-f9023ebd-6b4a-4ad3-825c-2ca3a4a03f0a,,"Mozilla/5.0 (Linux; Android 12; SM-N970F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/143.0.7499.193 Mobile Safari/537.36 [FBAN/EMA;FBLC/en_US;FBAV/494.0.0.9.107;FB_FW/1;FBBV/864371039;FBDM/DisplayMetrics{density=2.625, width=1080, height=2064, scaledDensity=2.625, xdpi=403.411, ydpi=402.166};]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeFxkfSRcSSbnYOA796kPeoRL8hUTFploz2M4tiKJXf7Jfh08l0Up394gLtrM_aem_NqD5O-dAdVAo-ggDk2M8tA,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeFxkfSRcSSbnYOA796kPeoRL8hUTFploz2M4tiKJXf7Jfh08l0Up394gLtrM_aem_NqD5O-dAdVAo-ggDk2M8tA,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Linux,,,,,,,,"1753374338412x209529915103450200, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1750436264420x989591292213482400",true,,,,impression
,index,2026-01-26 19:58:24.662000+00:00,578bdc3e-5d9c-42a8-ad3c-e9635c01e469,ajs-next-1769457504662-f89e2bbf-db8e-4b7d-bbfb-2458c81357a9,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
,,2026-01-26 19:57:33.570000+00:00,578bdc3e-5d9c-42a8-ad3c-e9635c01e469,ajs-next-1769457453570-5d9ce2a8-ad3c-4963-9c01-e46986d2bbb5,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,,,,,,"1743549178851x847080663521240200, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1743547621069x279645472884266780, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1744579851707x640487742075829500",true,,,,impression
,,2026-01-26 19:57:33.567000+00:00,578bdc3e-5d9c-42a8-ad3c-e9635c01e469,ajs-next-1769457453567-dc3e5d9c-e2a8-4d3c-a963-5c01e46986d2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,,,,,,"1743549178851x847080663521240200, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1743547621069x279645472884266780, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1744579851707x640487742075829500",true,,,,impression
,index,2026-01-26 19:57:32.984000+00:00,578bdc3e-5d9c-42a8-ad3c-e9635c01e469,ajs-next-1769457452984-1b578bdc-3e5d-4ce2-a8ad-3ce9635c01e4,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
,index,2026-01-26 19:58:55.828000+00:00,578bdc3e-5d9c-42a8-ad3c-e9635c01e469,ajs-next-1769457535828-7b7d8d47-0b9a-4d23-9292-417a1284ec53,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
,,2026-01-26 19:58:25.149000+00:00,578bdc3e-5d9c-42a8-ad3c-e9635c01e469,ajs-next-1769457505149-2bbfdb8e-1b7d-4bfb-a458-c81357a9d091,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,,,,,,"1753982403438x535213824960417500, 1753374338412x209529915103450200, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1744579851707x640487742075829500, 1752717497153x537286585580736960",true,,,,impression
,about_us,2026-01-26 19:57:48.469000+00:00,578bdc3e-5d9c-42a8-ad3c-e9635c01e469,ajs-next-1769457468469-0c239461-f88c-4135-8ee3-b10245745a1c,about_us,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/about_us/1769457332173x830026575455216500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1769457332173x830026575455216500,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,/about_us/1769457332173x830026575455216500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1769457332173x830026575455216500,about_us,about_us,,,,,,page
1745273541628x945470626229355500,index,2026-01-26 20:58:34.208000+00:00,f4fcac8a-88d6-44ec-b01b-6264b0df1c73,ajs-next-1769461114208-3c69300d-937a-421e-b8b0-98e8d2bc7216,index,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
,about_us,2026-01-27 02:54:22.638000+00:00,4552ed1a-0127-43da-8bb4-4429d8e65b1e,ajs-next-1769482462638-784552ed-1a01-47c3-9acb-b44429d8e65b,about_us,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1769153771134x564058167595363100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1769153771134x564058167595363100,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/about_us/1769153771134x564058167595363100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1769153771134x564058167595363100,about_us,about_us,,,,,,page
,terms,2026-01-27 03:11:51.380000+00:00,8cfb08cc-a6ff-4289-9804-cd9aba015b70,ajs-next-1769483511380-028cfb08-cca6-4ff2-8918-04cd9aba015b,terms_of_service,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/terms_of_service/longbowman-services-llc-1765399408996x262641226191956400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/terms_of_service/longbowman-services-llc-1765399408996x262641226191956400,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/terms_of_service/longbowman-services-llc-1765399408996x262641226191956400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/terms_of_service/longbowman-services-llc-1765399408996x262641226191956400,terms,terms_of_service,,,,,,page
,how_it_works,2026-01-27 03:35:12.739000+00:00,4621cc31-e4bf-4298-ac07-720e5a3fcd1f,ajs-next-1769484912740-b24621cc-31e4-4f72-982c-07720e5a3fcd,how_it_works,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/david-allred-shareholder-at-polsinelli-pc-1768427614253x929508274229176300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/david-allred-shareholder-at-polsinelli-pc-1768427614253x929508274229176300,"[{'brand': 'HeadlessChrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,/how_it_works/david-allred-shareholder-at-polsinelli-pc-1768427614253x929508274229176300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/david-allred-shareholder-at-polsinelli-pc-1768427614253x929508274229176300,how_it_works,how_it_works,,,,,,page
