category,messageId,originalTimestamp,userId,anonymousId,name,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,search_text,button_name,location,event_type
profile,ajs-next-1772757143424-ad0a4ebe-68d5-460b-a375-686256f6e1fe,2026-03-06 00:32:23.424000+00:00,,b3f411e8-6117-45fe-81a2-43c7a5358257,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,profile,business_profile,1743549178851x847080663521240200,,,,,page
profile,ajs-next-1772757137868-b40bb427-b48c-4682-a05b-ccd62a0466c5,2026-03-06 00:32:17.868000+00:00,,b3f411e8-6117-45fe-81a2-43c7a5358257,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/paolucci-financial-services-1771436045389x658317953644361100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/paolucci-financial-services-1771436045389x658317953644361100,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/paolucci-financial-services-1771436045389x658317953644361100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/paolucci-financial-services-1771436045389x658317953644361100,profile,business_profile,1771436045389x658317953644361100,,,,,page
profile,ajs-next-1772757132476-f6b3f411-e861-47a5-bec1-a243c7a53582,2026-03-06 00:32:12.476000+00:00,,b3f411e8-6117-45fe-81a2-43c7a5358257,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,profile,business_profile,1752717497153x537286585580736960,,,,,page
about_us,ajs-next-1772759429867-e40109dd-4208-49b7-ba6c-bfdf16681e40,2026-03-06 01:10:29.867000+00:00,,0109dd42-0859-47ba-acbf-df16681e40b0,about_us,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/blanchard-financial-services-new-york-life-1768584016102x834619843946063900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/blanchard-financial-services-new-york-life-1768584016102x834619843946063900,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'HeadlessChrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/about_us/blanchard-financial-services-new-york-life-1768584016102x834619843946063900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/blanchard-financial-services-new-york-life-1768584016102x834619843946063900,about_us,about_us,,,,,,page
about_us,ajs-next-1772761667326-a11a67aa-dc67-43e5-bcbd-db7f11a09175,2026-03-06 01:47:47.326000+00:00,,1a67aadc-6733-453c-bddb-7f11a0917524,about_us,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/donnelly-construction--1771021914207x198452557005754900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/donnelly-construction--1771021914207x198452557005754900,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'HeadlessChrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/about_us/donnelly-construction--1771021914207x198452557005754900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/donnelly-construction--1771021914207x198452557005754900,about_us,about_us,,,,,,page
profile,ajs-next-1772761716530-b68e7064-fc23-4378-bfe9-87fd792cc99a,2026-03-06 01:48:36.530000+00:00,,8e7064fc-2343-48ff-a987-fd792cc99a98,business_profile,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/business_profile/test-business-1771517879190x523242735258870900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/test-business-1771517879190x523242735258870900,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'HeadlessChrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/business_profile/test-business-1771517879190x523242735258870900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/test-business-1771517879190x523242735258870900,profile,business_profile,1771517879190x523242735258870900,,,,,page
about_us,ajs-next-1772762182037-6e08829d-df6d-400a-90c5-08b79c89dd50,2026-03-06 01:56:22.037000+00:00,,08829ddf-6d50-4a50-8508-b79c89dd50c6,about_us,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/solvida-development-group-1771003581692x955050931630977700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/solvida-development-group-1771003581692x955050931630977700,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'HeadlessChrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/about_us/solvida-development-group-1771003581692x955050931630977700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/solvida-development-group-1771003581692x955050931630977700,about_us,about_us,,,,,,page
profile,ajs-next-1772763792906-94614f91-d72e-4fdb-b833-b199f6124285,2026-03-06 02:23:12.905000+00:00,,ce772fae-4b8e-46aa-8466-887c235c57bb,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,profile,business_profile,1752717497153x537286585580736960,,,,,page
profile,ajs-next-1772763787042-fdce772f-ae4b-4e56-aa44-66887c235c57,2026-03-06 02:23:07.042000+00:00,,ce772fae-4b8e-46aa-8466-887c235c57bb,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/wild-goose-music-1750436264420x989591292213482400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/wild-goose-music-1750436264420x989591292213482400,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/wild-goose-music-1750436264420x989591292213482400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/wild-goose-music-1750436264420x989591292213482400,profile,business_profile,1750436264420x989591292213482400,,,,,page
profile,ajs-next-1772763797896-a290ceaa-593f-4c01-a4d8-0b5a87cbaa7b,2026-03-06 02:23:17.896000+00:00,,ce772fae-4b8e-46aa-8466-887c235c57bb,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,profile,business_profile,1753374338412x209529915103450200,,,,,page
start,ajs-next-1772763801932-2692d90e-c9b5-49d2-96bd-0f57e3f492d6,2026-03-06 02:23:21.932000+00:00,,ce772fae-4b8e-46aa-8466-887c235c57bb,start,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,start,start,,,,,,page
terms,ajs-next-1772764572746-fc40b2cb-ff6e-47e0-8af0-40a270129135,2026-03-06 02:36:12.746000+00:00,,40b2cbff-6e47-408a-b040-a27012913519,terms_of_service,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/terms_of_service/purple-ink-1768426055630x579798080961828200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/terms_of_service/purple-ink-1768426055630x579798080961828200,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'HeadlessChrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/terms_of_service/purple-ink-1768426055630x579798080961828200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/terms_of_service/purple-ink-1768426055630x579798080961828200,terms,terms_of_service,,,,,,page
about_us,ajs-next-1772768331833-e160c0f2-479d-42ec-8259-d2cc19421523,2026-03-06 03:38:51.833000+00:00,,60c0f247-9d32-4c82-99d2-cc1942152325,about_us,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/purple-ink-1768426055630x579798080961828200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/purple-ink-1768426055630x579798080961828200,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'HeadlessChrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/about_us/purple-ink-1768426055630x579798080961828200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/purple-ink-1768426055630x579798080961828200,about_us,about_us,,,,,,page
how_it_works,ajs-next-1772770405806-9337972d-e8f8-4ca1-86ff-15f390f60739,2026-03-06 04:13:25.806000+00:00,,37972de8-f84c-4106-bf15-f390f6073911,how_it_works,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/beauty-by-zoie-1769635123521x385801932800474700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/beauty-by-zoie-1769635123521x385801932800474700,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'HeadlessChrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/how_it_works/beauty-by-zoie-1769635123521x385801932800474700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/beauty-by-zoie-1769635123521x385801932800474700,how_it_works,how_it_works,,,,,,page
terms,ajs-next-1772770712017-39c7db97-ae83-4266-8f1b-349f8a8b4aac,2026-03-06 04:18:32.017000+00:00,,c7db97ae-8352-464f-9b34-9f8a8b4aacbf,terms_of_service,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/terms_of_service/donnelly-construction--1771021914207x198452557005754900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/terms_of_service/donnelly-construction--1771021914207x198452557005754900,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'HeadlessChrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/terms_of_service/donnelly-construction--1771021914207x198452557005754900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/terms_of_service/donnelly-construction--1771021914207x198452557005754900,terms,terms_of_service,,,,,,page
terms,ajs-next-1772771800287-34532397-0cc0-4cff-9c93-36347d4408e8,2026-03-06 04:36:40.287000+00:00,,5323970c-c0cc-4f1c-9336-347d4408e8e3,terms_of_service,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/terms_of_service/paolucci-financial-services-1771436045389x658317953644361100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/terms_of_service/paolucci-financial-services-1771436045389x658317953644361100,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'HeadlessChrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/terms_of_service/paolucci-financial-services-1771436045389x658317953644361100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/terms_of_service/paolucci-financial-services-1771436045389x658317953644361100,terms,terms_of_service,,,,,,page
about_us,ajs-next-1772777654446-017b714a-8249-4f47-b1fe-feb9166efa10,2026-03-06 06:14:14.446000+00:00,,7b714a82-49bf-4771-befe-b9166efa100e,about_us,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/roban-design-llc---civil-engineering-1771545376609x752763268373144000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/roban-design-llc---civil-engineering-1771545376609x752763268373144000,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'HeadlessChrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/about_us/roban-design-llc---civil-engineering-1771545376609x752763268373144000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/roban-design-llc---civil-engineering-1771545376609x752763268373144000,about_us,about_us,,,,,,page
